'TIME'	'LOWER- 64cm'	'LOWER- 50cm'	'LOWER- 30cm'	'LOWER-10cm'	'MIDDLE- 64cm'	'MIDDLE- 50cm'	'MIDDLE- 30cm'	'MIDDLE-10cm'	'UPPER- 64cm'	'UPPER- 50cm'	'UPPER- 30cm'	'UPPER- 10cm'	'adjusted time'			
846	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2803.3		12/30/1899	846
847	2.2551	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	0.1852	-0.9318	-1.8288	2803.35		12/30/1899	847
848	2.2551	1.922	-0.3549	-0.5921	0.91	1.3686	0.3831	0.163	0.986	0.1852	-0.9318	-1.8288	2803.4		12/30/1899	848
849	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2803.45		12/30/1899	849
850	2.8126	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2803.5		12/30/1899	850
851	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2803.55		12/30/1899	851
852	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2803.6		12/30/1899	852
853	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2803.65		12/30/1899	853
854	2.2551	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2803.7		12/30/1899	854
855	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	-0.732	0.1852	-1.494	-1.8288	2803.75		12/30/1899	855
856	2.2551	0.7342	-0.9207	-0.0252	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2803.8		12/30/1899	856
857	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2803.85		12/30/1899	857
858	2.2551	0.7342	-0.3549	-0.5921	1.473	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2803.9		12/30/1899	858
859	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2803.95		12/30/1899	859
860	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2804		12/30/1899	860
861	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2804.05		12/30/1899	861
862	2.8126	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.986	0.1852	-0.9318	-1.2713	2804.1		12/30/1899	862
863	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2804.15		12/30/1899	863
864	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	0.1852	-1.494	-1.8288	2804.2		12/30/1899	864
865	2.2551	0.7342	-0.3549	0.5417	0.3469	0.8103	0.3831	0.7288	0.4133	0.7528	-1.494	-1.8288	2804.25		12/30/1899	865
866	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-0.9318	-1.8288	2804.3		12/30/1899	866
867	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2804.35		12/30/1899	867
868	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-2.9437	2804.4		12/30/1899	868
869	2.2551	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2804.45		12/30/1899	869
870	2.2551	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2804.5		12/30/1899	870
871	2.2551	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	1.8603	0.986	0.7528	-1.494	-2.3863	2804.55		12/30/1899	871
872	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.8288	2804.6		12/30/1899	872
873	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2804.65		12/30/1899	873
874	2.2551	1.3281	-0.3549	0.5417	0.91	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-0.7138	2804.7		12/30/1899	874
875	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-0.9318	-1.2713	2804.75		12/30/1899	875
876	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2804.8		12/30/1899	876
877	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.2713	2804.85		12/30/1899	877
878	2.8126	0.7342	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.2713	2804.9		12/30/1899	878
879	2.2551	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2804.95		12/30/1899	879
880	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	-0.4028	0.986	0.1852	-1.494	-1.8288	2805		12/30/1899	880
881	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	0.7528	-0.9318	-1.8288	2805.05		12/30/1899	881
882	2.2551	0.7342	-0.3549	-0.0252	0.91	1.3686	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2805.1		12/30/1899	882
883	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.4133	0.1852	-1.494	-1.2713	2805.15		12/30/1899	883
884	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2805.2		12/30/1899	884
885	2.2551	1.3281	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2805.25		12/30/1899	885
886	2.2551	0.7342	-0.3549	-0.5921	-0.7791	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2805.3		12/30/1899	886
887	2.2551	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	0.7528	-0.9318	-1.8288	2805.35		12/30/1899	887
888	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2805.4		12/30/1899	888
889	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	-0.732	0.1852	-1.494	-1.2713	2805.45		12/30/1899	889
890	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.8288	2805.5		12/30/1899	890
891	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	0.1852	-1.494	-1.8288	2805.55		12/30/1899	891
892	1.1401	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-0.9318	-1.2713	2805.6		12/30/1899	892
893	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2805.65		12/30/1899	893
894	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2805.7		12/30/1899	894
895	2.8126	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2805.75		12/30/1899	895
896	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-2.9437	2805.8		12/30/1899	896
897	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2805.85		12/30/1899	897
898	2.8126	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2805.9		12/30/1899	898
899	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-0.1563	2805.95		12/30/1899	899
900	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2806		12/30/1899	900
901	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2806.05		12/30/1899	901
902	2.2551	1.3281	-1.4864	-0.5921	0.3469	0.8103	1.5065	-0.4028	0.986	0.7528	-1.494	-1.2713	2806.1		12/30/1899	902
903	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.3204	-1.494	-1.8288	2806.15		12/30/1899	903
904	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.4133	0.7528	-1.494	-1.2713	2806.2		12/30/1899	904
905	2.2551	0.7342	0.2108	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	0.1852	-1.494	-1.8288	2806.25		12/30/1899	905
906	2.2551	1.3281	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2806.3		12/30/1899	906
907	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2806.35		12/30/1899	907
908	2.2551	0.7342	-0.9207	-0.5921	0.91	-0.8643	0.3831	0.163	0.986	0.1852	-2.0563	-1.8288	2806.4		12/30/1899	908
909	2.2551	0.1403	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	-0.3824	-1.494	-1.2713	2806.45		12/30/1899	909
910	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2806.5		12/30/1899	910
911	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.2713	2806.55		12/30/1899	911
912	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.2521	0.9448	0.163	0.4133	1.3204	-1.494	-1.8288	2806.6		12/30/1899	912
913	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2806.65		12/30/1899	913
914	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2806.7		12/30/1899	914
915	1.6976	1.922	-0.3549	-0.5921	0.91	0.2521	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2806.75		12/30/1899	915
916	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2806.8		12/30/1899	916
917	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2806.85		12/30/1899	917
918	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2806.9		12/30/1899	918
919	2.8126	0.7342	-0.9207	-0.5921	-0.2161	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2806.95		12/30/1899	919
920	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-2.6185	-1.8288	2807		12/30/1899	920
921	2.2551	1.3281	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2807.05		12/30/1899	921
922	2.2551	1.3281	-0.3549	-0.0252	0.3469	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.8288	2807.1		12/30/1899	922
923	2.2551	1.3281	0.7765	-0.5921	0.3469	0.8103	-0.7403	-0.4028	0.4133	1.3204	-2.0563	-1.8288	2807.15		12/30/1899	923
924	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.2713	2807.2		12/30/1899	924
925	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.2713	2807.25		12/30/1899	925
926	2.2551	0.7342	-1.4864	-0.5921	0.91	0.8103	1.5065	0.163	0.4133	0.1852	-0.9318	-1.2713	2807.3		12/30/1899	926
927	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2807.35		12/30/1899	927
928	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.4133	0.1852	-1.494	-1.2713	2807.4		12/30/1899	928
929	2.2551	0.7342	-0.9207	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2807.45		12/30/1899	929
930	2.2551	-0.4535	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	-0.3824	-1.494	-1.8288	2807.5		12/30/1899	930
931	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-0.9318	-1.8288	2807.55		12/30/1899	931
932	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2807.6		12/30/1899	932
933	2.2551	0.7342	-0.9207	-0.0252	0.91	1.3686	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2807.65		12/30/1899	933
934	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2807.7		12/30/1899	934
935	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2807.75		12/30/1899	935
936	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2807.8		12/30/1899	936
937	2.2551	1.3281	0.7765	-0.0252	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2807.85		12/30/1899	937
938	2.2551	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2807.9		12/30/1899	938
939	2.2551	1.3281	-2.0521	-0.5921	0.91	0.8103	2.0683	0.163	0.986	0.1852	-2.6185	-1.8288	2807.95		12/30/1899	939
940	2.2551	0.7342	-0.3549	-0.0252	0.91	1.3686	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2808		12/30/1899	940
941	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2808.05		12/30/1899	941
942	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.9686	0.4133	0.1852	-1.494	-2.9437	2808.1		12/30/1899	942
943	2.2551	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.9448	0.163	0.986	0.7528	-1.494	-1.8288	2808.15		12/30/1899	943
944	2.2551	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2808.2		12/30/1899	944
945	2.2551	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.2713	2808.25		12/30/1899	945
946	2.2551	0.7342	0.7765	-1.1589	0.3469	0.8103	0.9448	-0.4028	0.986	0.1852	-1.494	-1.8288	2808.3		12/30/1899	946
947	2.2551	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2808.35		12/30/1899	947
948	2.2551	1.3281	-0.3549	-0.0252	-0.2161	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2808.4		12/30/1899	948
949	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.2713	2808.45		12/30/1899	949
950	2.2551	0.7342	-0.3549	-0.5921	0.91	0.2521	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2808.5		12/30/1899	950
951	3.3701	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	1.5586	0.1852	-1.494	-1.2713	2808.55		12/30/1899	951
952	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-2.3863	2808.6		12/30/1899	952
953	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2808.65		12/30/1899	953
954	2.2551	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.2713	2808.7		12/30/1899	954
955	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2808.75		12/30/1899	955
956	2.2551	1.3281	-0.9207	-0.0252	0.3469	0.8103	-0.1786	0.163	0.4133	0.7528	-1.494	-1.8288	2808.8		12/30/1899	956
957	1.6976	0.1403	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2808.85		12/30/1899	957
958	2.2551	0.7342	-0.3549	-0.5921	1.473	0.8103	0.3831	0.163	1.5586	0.1852	-1.494	-1.8288	2808.9		12/30/1899	958
959	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-2.1001	0.4133	0.7528	-1.494	-1.8288	2808.95		12/30/1899	959
960	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	2.1313	0.1852	-1.494	-1.8288	2809		12/30/1899	960
961	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2809.05		12/30/1899	961
962	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2809.1		12/30/1899	962
963	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.2521	0.3831	-0.4028	0.4133	0.1852	-0.9318	-1.8288	2809.15		12/30/1899	963
964	2.2551	0.7342	-0.3549	-0.0252	0.91	0.8103	0.9448	1.2945	0.986	0.1852	-1.494	-1.8288	2809.2		12/30/1899	964
965	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2809.25		12/30/1899	965
966	2.2551	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2809.3		12/30/1899	966
967	2.2551	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2809.35		12/30/1899	967
968	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	2.0683	0.163	0.986	0.1852	-1.494	-1.8288	2809.4		12/30/1899	968
969	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2809.45		12/30/1899	969
970	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2809.5		12/30/1899	970
971	2.8126	0.7342	-1.4864	-0.5921	0.91	0.8103	-0.1786	-0.4028	0.4133	0.1852	-0.9318	-1.8288	2809.55		12/30/1899	971
972	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	-1.5177	-1.494	-1.8288	2809.6		12/30/1899	972
973	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2809.65		12/30/1899	973
974	2.2551	0.7342	0.2108	-0.5921	0.91	0.8103	-0.1786	0.163	0.4133	0.7528	-1.494	-1.8288	2809.7		12/30/1899	974
975	2.2551	1.3281	-0.3549	-0.5921	0.91	-1.4225	0.3831	-0.4028	0.986	1.3204	-1.494	-1.8288	2809.75		12/30/1899	975
976	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.4133	0.7528	-1.494	-1.2713	2809.8		12/30/1899	976
977	2.2551	1.3281	-0.3549	-0.0252	0.3469	0.8103	0.9448	0.163	0.4133	0.1852	-1.494	-1.8288	2809.85		12/30/1899	977
978	2.2551	1.3281	-0.3549	-0.5921	0.3469	-0.8643	0.9448	-0.4028	0.986	1.3204	-0.9318	-1.2713	2809.9		12/30/1899	978
979	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2809.95		12/30/1899	979
980	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2810		12/30/1899	980
981	2.2551	1.3281	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2810.05		12/30/1899	981
982	2.2551	0.1403	-0.3549	-0.5921	0.91	1.3686	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2810.1		12/30/1899	982
983	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-2.3863	2810.15		12/30/1899	983
984	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.2713	2810.2		12/30/1899	984
985	1.6976	1.922	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2810.25		12/30/1899	985
986	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2810.3		12/30/1899	986
987	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2810.35		12/30/1899	987
988	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.2713	2810.4		12/30/1899	988
989	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	0.1852	-1.494	-1.8288	2810.45		12/30/1899	989
990	2.2551	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2810.5		12/30/1899	990
991	2.2551	-0.4535	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	1.3204	-1.494	-1.2713	2810.55		12/30/1899	991
992	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2810.6		12/30/1899	992
993	2.2551	1.3281	0.2108	-0.5921	0.91	0.8103	-0.1786	0.163	0.4133	0.7528	-1.494	-1.2713	2810.65		12/30/1899	993
994	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2810.7		12/30/1899	994
995	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.8288	2810.75		12/30/1899	995
996	2.2551	0.7342	0.2108	-0.5921	0.3469	0.8103	2.63	0.163	0.986	0.7528	-1.494	-1.2713	2810.8		12/30/1899	996
997	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2810.85		12/30/1899	997
998	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2810.9		12/30/1899	998
999	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-3.1807	-1.2713	2810.95		12/30/1899	999
1000	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	1.2945	0.986	0.7528	-1.494	-1.2713	2811		12/30/1899	1000
1001	2.8126	0.7342	-0.3549	-0.0252	0.91	1.3686	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2811.05		12/30/1899	1001
1002	3.3701	0.7342	-0.3549	-0.0252	-0.2161	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.8288	2811.1		12/30/1899	1002
1003	1.1401	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2811.15		12/30/1899	1003
1004	1.6976	0.1403	-0.3549	-0.5921	0.91	1.3686	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2811.2		12/30/1899	1004
1005	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.2713	2811.25		12/30/1899	1005
1006	2.2551	1.3281	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2811.3		12/30/1899	1006
1007	1.6976	0.7342	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.4133	1.3204	-1.494	-1.8288	2811.35		12/30/1899	1007
1008	2.2551	1.3281	-0.3549	-0.0252	0.3469	0.8103	0.9448	0.163	0.4133	0.1852	-1.494	-1.8288	2811.4		12/30/1899	1008
1009	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-0.9318	-1.8288	2811.45		12/30/1899	1009
1010	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.2713	2811.5		12/30/1899	1010
1011	2.2551	1.3281	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2811.55		12/30/1899	1011
1012	1.6976	1.3281	0.2108	-0.5921	0.91	0.8103	2.0683	0.163	0.4133	0.1852	-1.494	-1.2713	2811.6		12/30/1899	1012
1013	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2811.65		12/30/1899	1013
1014	2.2551	0.7342	-0.3549	-1.7258	0.3469	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.2713	2811.7		12/30/1899	1014
1015	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	0.1852	-0.3695	-1.8288	2811.75		12/30/1899	1015
1016	2.8126	0.7342	-0.3549	-0.5921	1.473	0.8103	0.9448	0.163	0.986	0.7528	-1.494	-1.2713	2811.8		12/30/1899	1016
1017	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2811.85		12/30/1899	1017
1018	1.6976	1.3281	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2811.9		12/30/1899	1018
1019	1.6976	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.9448	0.163	0.986	0.1852	-1.494	-1.8288	2811.95		12/30/1899	1019
1020	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-0.7138	2812		12/30/1899	1020
1021	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	0.1852	-1.494	-2.3863	2812.05		12/30/1899	1021
1022	3.3701	0.7342	0.2108	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2812.1		12/30/1899	1022
