'TIME'	'LOWER- 64cm'	'LOWER- 50cm'	'LOWER- 30cm'	'LOWER-10cm'	'MIDDLE- 64cm'	'MIDDLE- 50cm'	'MIDDLE- 30cm'	'MIDDLE-10cm'	'UPPER- 64cm'	'UPPER- 50cm'	'UPPER- 30cm'	'UPPER- 10cm'	'adjusted time'			
668	3.9277	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-1.2713	2794.4		12/30/1899	668
669	3.9277	0.7342	-0.3549	-1.1589	0.91	0.2521	0.3831	0.163	0.986	2.4557	-1.494	-1.8288	2794.45		12/30/1899	669
670	3.9277	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2794.5		12/30/1899	670
671	4.4852	1.3281	-0.3549	-1.1589	-0.7791	1.3686	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2794.55		12/30/1899	671
672	3.9277	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-0.3695	-1.2713	2794.6		12/30/1899	672
673	3.9277	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	-0.4028	0.4133	1.8881	-1.494	-1.8288	2794.65		12/30/1899	673
674	3.9277	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2794.7		12/30/1899	674
675	3.9277	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.9448	0.7288	0.986	1.8881	-1.494	-0.7138	2794.75		12/30/1899	675
676	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2794.8		12/30/1899	676
677	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2794.85		12/30/1899	677
678	3.9277	1.3281	-0.3549	-1.7258	0.3469	0.8103	0.9448	0.163	0.4133	2.4557	-1.494	-1.8288	2794.9		12/30/1899	678
679	3.9277	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	2.4557	-1.494	-1.8288	2794.95		12/30/1899	679
680	3.9277	1.3281	-0.3549	-1.1589	0.3469	0.8103	0.3831	-0.4028	0.4133	1.8881	-0.9318	-1.2713	2795		12/30/1899	680
681	3.9277	0.7342	0.2108	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-1.2713	2795.05		12/30/1899	681
682	3.9277	0.7342	-0.3549	-0.5921	0.91	-0.3061	0.9448	0.163	0.4133	2.4557	-1.494	-1.2713	2795.1		12/30/1899	682
683	3.9277	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-1.8288	2795.15		12/30/1899	683
684	3.3701	1.3281	-0.3549	-1.1589	0.3469	0.8103	0.9448	-0.4028	0.4133	1.8881	-0.9318	-1.8288	2795.2		12/30/1899	684
685	3.3701	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2795.25		12/30/1899	685
686	3.3701	1.3281	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.2713	2795.3		12/30/1899	686
687	3.9277	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2795.35		12/30/1899	687
688	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.2713	2795.4		12/30/1899	688
689	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2795.45		12/30/1899	689
690	3.3701	1.3281	-0.9207	-0.0252	0.3469	0.8103	0.3831	0.7288	0.986	1.8881	-1.494	-1.8288	2795.5		12/30/1899	690
691	3.3701	1.3281	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-3.1807	-1.8288	2795.55		12/30/1899	691
692	3.3701	1.3281	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2795.6		12/30/1899	692
693	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	1.8881	-1.494	-1.8288	2795.65		12/30/1899	693
694	3.3701	1.3281	-0.9207	-0.5921	0.3469	0.8103	1.5065	0.163	0.4133	1.8881	-0.9318	-1.2713	2795.7		12/30/1899	694
695	3.3701	0.1403	-0.3549	-1.1589	0.3469	1.9268	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2795.75		12/30/1899	695
696	3.3701	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	-0.4028	0.4133	1.8881	-1.494	-1.8288	2795.8		12/30/1899	696
697	3.3701	1.3281	-0.3549	-1.1589	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.2713	2795.85		12/30/1899	697
698	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2795.9		12/30/1899	698
699	4.4852	1.3281	-0.3549	-0.5921	1.473	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2795.95		12/30/1899	699
700	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	1.2945	0.986	1.8881	-1.494	-1.8288	2796		12/30/1899	700
701	3.9277	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2796.05		12/30/1899	701
702	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2796.1		12/30/1899	702
703	5.0427	1.3281	-0.3549	-0.5921	-0.2161	0.8103	-0.1786	0.163	0.4133	1.8881	-0.9318	-1.8288	2796.15		12/30/1899	703
704	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2796.2		12/30/1899	704
705	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-0.1563	2796.25		12/30/1899	705
706	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.7288	-0.1594	1.8881	-1.494	-1.2713	2796.3		12/30/1899	706
707	3.3701	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.9448	-0.4028	0.4133	1.8881	-1.494	-2.9437	2796.35		12/30/1899	707
708	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	1.8881	-1.494	-1.8288	2796.4		12/30/1899	708
709	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.3204	-1.494	-1.8288	2796.45		12/30/1899	709
710	3.3701	0.7342	-0.3549	-1.7258	0.3469	1.3686	0.3831	0.163	0.4133	1.8881	-0.9318	-1.2713	2796.5		12/30/1899	710
711	3.3701	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2796.55		12/30/1899	711
712	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	-0.4028	0.986	1.8881	-1.494	-1.8288	2796.6		12/30/1899	712
713	3.3701	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.2713	2796.65		12/30/1899	713
714	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	1.5065	-0.4028	0.986	1.8881	-2.0563	-1.8288	2796.7		12/30/1899	714
715	3.3701	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	2.4557	-1.494	-1.8288	2796.75		12/30/1899	715
716	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	1.8881	-1.494	-1.8288	2796.8		12/30/1899	716
717	2.8126	1.3281	0.7765	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-2.0563	-1.8288	2796.85		12/30/1899	717
718	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	-0.4028	0.986	3.5909	-1.494	-1.8288	2796.9		12/30/1899	718
719	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2796.95		12/30/1899	719
720	3.3701	1.3281	-0.9207	-0.5921	0.91	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.2713	2797		12/30/1899	720
721	3.3701	1.922	-0.3549	-1.1589	0.91	1.9268	0.3831	0.163	0.986	1.3204	-1.494	-1.2713	2797.05		12/30/1899	721
722	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.4133	1.8881	-1.494	-1.8288	2797.1		12/30/1899	722
723	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2797.15		12/30/1899	723
724	3.3701	1.3281	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2797.2		12/30/1899	724
725	3.9277	0.7342	-0.3549	-0.5921	-0.2161	0.8103	0.3831	0.163	0.986	1.3204	-1.494	-1.8288	2797.25		12/30/1899	725
726	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	2.4557	-1.494	-1.8288	2797.3		12/30/1899	726
727	2.8126	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2797.35		12/30/1899	727
728	3.3701	1.3281	-0.3549	-0.5921	1.473	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2797.4		12/30/1899	728
729	3.3701	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	1.2945	0.4133	0.7528	-1.494	-1.8288	2797.45		12/30/1899	729
730	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2797.5		12/30/1899	730
731	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2797.55		12/30/1899	731
732	2.8126	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	1.2945	0.986	1.8881	-1.494	-2.3863	2797.6		12/30/1899	732
733	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2797.65		12/30/1899	733
734	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2797.7		12/30/1899	734
735	3.3701	0.7342	-0.9207	-1.7258	0.91	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2797.75		12/30/1899	735
736	3.3701	1.3281	-0.9207	-0.5921	0.3469	0.8103	-0.7403	0.163	0.4133	1.8881	-0.3695	-1.8288	2797.8		12/30/1899	736
737	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.9686	0.986	1.8881	-1.494	-1.8288	2797.85		12/30/1899	737
738	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2797.9		12/30/1899	738
739	3.3701	1.3281	1.3422	-0.5921	0.91	0.8103	-0.7403	0.163	0.4133	1.8881	-2.6185	-1.8288	2797.95		12/30/1899	739
740	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.4133	1.8881	-1.494	-1.8288	2798		12/30/1899	740
741	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2798.05		12/30/1899	741
742	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-1.2713	2798.1		12/30/1899	742
743	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	2.4557	-1.494	-1.8288	2798.15		12/30/1899	743
744	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-1.5344	0.986	2.4557	-0.9318	-1.8288	2798.2		12/30/1899	744
745	2.8126	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2798.25		12/30/1899	745
746	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.4133	1.8881	-1.494	-1.2713	2798.3		12/30/1899	746
747	2.8126	2.5158	-0.3549	-0.5921	0.3469	-0.8643	0.3831	0.163	0.986	2.4557	-1.494	-1.2713	2798.35		12/30/1899	747
748	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-0.9318	-1.8288	2798.4		12/30/1899	748
749	3.3701	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2798.45		12/30/1899	749
750	2.8126	0.1403	-0.3549	-0.5921	0.3469	1.3686	0.3831	-0.4028	0.986	1.8881	-1.494	-1.2713	2798.5		12/30/1899	750
751	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2798.55		12/30/1899	751
752	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2798.6		12/30/1899	752
753	2.8126	1.922	-0.3549	-0.5921	0.91	0.2521	0.3831	0.163	0.4133	2.4557	-1.494	-1.2713	2798.65		12/30/1899	753
754	2.8126	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2798.7		12/30/1899	754
755	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2798.75		12/30/1899	755
756	2.8126	1.922	-0.3549	-0.5921	0.3469	-0.3061	0.3831	0.163	0.4133	2.4557	-1.494	-1.8288	2798.8		12/30/1899	756
757	2.8126	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2798.85		12/30/1899	757
758	2.8126	0.7342	-0.9207	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	1.8881	-0.9318	-1.8288	2798.9		12/30/1899	758
759	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2798.95		12/30/1899	759
760	2.8126	1.3281	-0.9207	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-1.8288	2799		12/30/1899	760
761	2.8126	1.3281	-0.3549	-1.1589	0.3469	1.3686	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2799.05		12/30/1899	761
762	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2799.1		12/30/1899	762
763	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2799.15		12/30/1899	763
764	2.8126	0.1403	-0.3549	-0.5921	0.3469	1.9268	0.3831	0.163	0.986	1.3204	-1.494	-1.8288	2799.2		12/30/1899	764
765	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2799.25		12/30/1899	765
766	3.3701	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2799.3		12/30/1899	766
767	2.8126	2.5158	-0.3549	-0.5921	0.91	-0.3061	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2799.35		12/30/1899	767
768	2.8126	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2799.4		12/30/1899	768
769	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-1.8288	2799.45		12/30/1899	769
770	2.8126	2.5158	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2799.5		12/30/1899	770
771	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2799.55		12/30/1899	771
772	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2799.6		12/30/1899	772
773	2.8126	1.3281	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.4133	1.3204	-1.494	-1.8288	2799.65		12/30/1899	773
774	2.8126	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2799.7		12/30/1899	774
775	2.8126	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2799.75		12/30/1899	775
776	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	2.4557	-1.494	-1.8288	2799.8		12/30/1899	776
777	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2799.85		12/30/1899	777
778	2.8126	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2799.9		12/30/1899	778
779	2.2551	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2799.95		12/30/1899	779
780	2.8126	1.3281	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2800		12/30/1899	780
781	2.8126	0.1403	-0.3549	-1.1589	0.3469	1.9268	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2800.05		12/30/1899	781
782	3.3701	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2800.1		12/30/1899	782
783	2.8126	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2800.15		12/30/1899	783
784	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2800.2		12/30/1899	784
785	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	1.5586	1.8881	-1.494	-1.8288	2800.25		12/30/1899	785
786	2.8126	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2800.3		12/30/1899	786
787	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.4133	1.8881	-1.494	-1.8288	2800.35		12/30/1899	787
788	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	-0.4028	0.4133	1.8881	-1.494	-1.8288	2800.4		12/30/1899	788
789	2.8126	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.986	1.8881	-2.0563	-1.2713	2800.45		12/30/1899	789
790	2.8126	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2800.5		12/30/1899	790
791	2.2551	0.7342	-0.3549	-0.5921	1.473	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2800.55		12/30/1899	791
792	2.8126	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2800.6		12/30/1899	792
793	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-0.7138	2800.65		12/30/1899	793
794	2.8126	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	1.8881	-1.494	-1.8288	2800.7		12/30/1899	794
795	2.8126	0.7342	-0.3549	-1.1589	0.91	0.8103	0.3831	0.7288	0.4133	1.8881	-1.494	-0.7138	2800.75		12/30/1899	795
796	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2800.8		12/30/1899	796
797	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2800.85		12/30/1899	797
798	2.8126	0.7342	-0.3549	0.5417	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2800.9		12/30/1899	798
799	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	1.5065	-0.4028	0.986	1.8881	0.1927	-1.8288	2800.95		12/30/1899	799
800	2.8126	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-0.7138	2801		12/30/1899	800
801	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-1.2713	2801.05		12/30/1899	801
802	2.8126	0.7342	-0.9207	-0.5921	0.91	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2801.1		12/30/1899	802
803	3.9277	1.3281	-0.3549	-1.7258	0.3469	0.8103	0.3831	-0.4028	0.4133	1.8881	-1.494	-1.8288	2801.15		12/30/1899	803
804	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2801.2		12/30/1899	804
805	2.2551	1.3281	-0.3549	-0.0252	-0.2161	0.8103	0.9448	0.163	0.4133	1.8881	-1.494	-1.8288	2801.25		12/30/1899	805
806	2.2551	1.3281	-0.3549	-1.7258	0.3469	0.8103	0.3831	-0.9686	0.986	1.8881	-1.494	-0.7138	2801.3		12/30/1899	806
807	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	-0.732	1.8881	-1.494	-1.8288	2801.35		12/30/1899	807
808	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.8288	2801.4		12/30/1899	808
809	2.8126	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	1.2945	0.986	1.8881	-1.494	-1.2713	2801.45		12/30/1899	809
810	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	1.8881	-1.494	-1.8288	2801.5		12/30/1899	810
811	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2801.55		12/30/1899	811
812	2.2551	0.7342	-0.3549	-1.7258	0.3469	0.8103	0.3831	-1.5344	0.986	1.8881	-0.9318	-1.2713	2801.6		12/30/1899	812
813	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2801.65		12/30/1899	813
814	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.2713	2801.7		12/30/1899	814
815	2.2551	0.7342	-0.3549	-1.7258	0.3469	0.2521	0.3831	-0.4028	0.986	2.4557	-1.494	-2.3863	2801.75		12/30/1899	815
816	2.2551	0.7342	-0.3549	-0.5921	0.91	1.3686	0.3831	0.163	0.986	1.8881	-0.9318	-1.2713	2801.8		12/30/1899	816
817	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	-0.4028	0.4133	1.8881	-1.494	-1.2713	2801.85		12/30/1899	817
818	2.8126	0.7342	-0.9207	-1.1589	0.3469	0.8103	0.3831	0.163	0.4133	1.8881	-1.494	-1.8288	2801.9		12/30/1899	818
819	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-2.0563	-1.8288	2801.95		12/30/1899	819
820	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2802		12/30/1899	820
821	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	1.8881	-1.494	-1.2713	2802.05		12/30/1899	821
822	2.2551	1.922	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	1.8881	-1.494	-1.8288	2802.1		12/30/1899	822
823	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	1.8881	-0.9318	-1.8288	2802.15		12/30/1899	823
824	2.8126	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	2.4557	-1.494	-1.8288	2802.2		12/30/1899	824
825	2.2551	1.922	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	2.4557	-1.494	-1.8288	2802.25		12/30/1899	825
826	2.8126	1.3281	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.4133	0.1852	-2.0563	-1.8288	2802.3		12/30/1899	826
827	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	0.1852	-0.9318	-1.8288	2802.35		12/30/1899	827
828	2.2551	1.922	-0.3549	-1.1589	0.3469	0.8103	0.3831	0.163	0.986	1.3204	-1.494	-1.8288	2802.4		12/30/1899	828
829	2.8126	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2802.45		12/30/1899	829
830	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.4133	0.7528	-1.494	-1.8288	2802.5		12/30/1899	830
831	2.8126	1.922	-0.3549	-0.0252	0.3469	1.3686	0.3831	0.7288	0.986	0.1852	-1.494	-1.8288	2802.55		12/30/1899	831
832	2.8126	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2802.6		12/30/1899	832
833	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2802.65		12/30/1899	833
834	2.2551	0.7342	-0.3549	-0.0252	0.3469	1.3686	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2802.7		12/30/1899	834
835	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	-0.1594	0.1852	-1.494	-1.2713	2802.75		12/30/1899	835
836	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2802.8		12/30/1899	836
837	2.2551	1.3281	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2802.85		12/30/1899	837
838	2.2551	0.7342	-0.3549	-0.5921	-0.7791	0.8103	0.9448	0.163	0.4133	0.7528	-1.494	-1.8288	2802.9		12/30/1899	838
839	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.2713	2802.95		12/30/1899	839
840	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2803		12/30/1899	840
841	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2803.05		12/30/1899	841
842	2.2551	1.3281	0.7765	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2803.1		12/30/1899	842
843	2.8126	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2803.15		12/30/1899	843
844	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2803.2		12/30/1899	844
845	2.2551	1.922	-0.3549	-0.5921	0.3469	0.2521	0.3831	-0.4028	0.986	0.1852	-0.9318	-1.8288	2803.25		12/30/1899	845
