Experiment subset: sand-gravel-mud (SGM) on rough bed
Data tables for cross sections at x= 32, 66, and 90 m are listed in succession below,
separated by blank lines and headers.

						
Cross section: x = 32 m						
Column Headings: t is the time since gate release. h is the mean flow thickness. sigma is the mean						
basal total normal stress and pbed is the mean basal pore-fluid pressure. "SD" denotes the						
standard deviation from the mean.						

t(s)	h(m)		SD h(m)		sigma(kPa)	SD sigma(kPa)	pbed(kPa)	SD pbed(kPa)
13.45	0.047870509	0.007612547	0.817129688	0.167323554	0.983308202	0.124836618
13.46	0.048907263	0.0129761	0.814919813	0.178948416	0.986262177	0.148593237
13.47	0.048788388	0.011597586	0.799867525	0.182514626	0.978995073	0.170041077
13.48	0.046834521	0.011369794	0.801304425	0.20158788	0.975947975	0.111051972
13.49	0.045624741	0.007346963	0.78026325	0.200987379	1.016549013	0.161056957
13.5	0.044541861	0.006119588	0.778127225	0.219205598	1.001929571	0.123560284
13.51	0.044890281	0.007109957	0.774707638	0.199644084	0.943158377	0.131310243
13.52	0.044931209	0.009012946	0.784889725	0.195767991	0.937733119	0.135285477
13.53	0.044782406	0.007917778	0.770878563	0.161727473	0.953217933	0.182360406
13.54	0.04530387	0.006361026	0.7636456	0.150418786	0.927718473	0.185183484
13.55	0.046148424	0.005841385	0.798258738	0.13950274	0.903725248	0.145463097
13.56	0.04504033	0.006374457	0.75708975	0.146114973	0.903006413	0.13602155
13.57	0.045778629	0.008011699	0.768065825	0.149354089	0.890925852	0.146248195
13.58	0.044208841	0.00852753	0.771725475	0.141131599	0.940660706	0.187869022
13.59	0.046335341	0.011733552	0.7542692	0.170916301	0.952061354	0.174770862
13.6	0.050580104	0.01550389	0.78364735	0.152522162	0.971494231	0.169458726
13.61	0.047320945	0.009515357	0.740517063	0.203588732	0.965698338	0.150427659
13.62	0.045586105	0.007959407	0.7488136	0.195008334	0.941630721	0.151739921
13.63	0.048323104	0.0065547	0.751936975	0.184887631	0.927092619	0.156686612
13.64	0.046895268	0.01032367	0.746427363	0.170005093	0.946861558	0.127636403
13.65	0.050174768	0.015022868	0.738602713	0.166408639	0.935783104	0.125377778
13.66	0.049156838	0.01378479	0.712888475	0.191121751	0.924156256	0.140283192
13.67	0.044318339	0.010120172	0.723034475	0.204525384	0.896874423	0.151780124
13.68	0.041940905	0.009038643	0.725458313	0.173301298	0.9046164	0.139224576
13.69	0.044412356	0.00877919	0.717136475	0.189793088	0.897163833	0.097658732
13.7	0.047047156	0.011384151	0.71436195	0.188638586	0.896155292	0.10140816
13.71	0.048659349	0.011392062	0.705060325	0.1895235	0.920725235	0.158282049
13.72	0.048216294	0.013104216	0.721919625	0.160750463	0.948011135	0.159041824
13.73	0.045656389	0.011436121	0.728561013	0.164515415	0.935090442	0.158833955
13.74	0.044837711	0.007781144	0.72636385	0.172613323	0.882675715	0.13888946
13.75	0.046674113	0.010972915	0.728095375	0.167930236	0.876988777	0.132971284
13.76	0.0469833	0.015846759	0.727599225	0.171022838	0.868409992	0.137965896
13.77	0.045583546	0.014477858	0.728644613	0.167336802	0.866045885	0.125434001
13.78	0.042388398	0.011772564	0.7115862	0.151445613	0.884106365	0.144274092
13.79	0.042728719	0.009384967	0.704694713	0.180942321	0.885553252	0.17107206
13.8	0.04075425	0.007036504	0.724705075	0.143265773	0.897629819	0.179709741
13.81	0.042537643	0.005681858	0.70448335	0.145620105	0.895302727	0.157554263
13.82	0.04078939	0.006257438	0.741339788	0.138832171	0.867660615	0.147973547
13.83	0.044344844	0.004888377	0.728411	0.139894072	0.869497958	0.137308575
13.84	0.043383589	0.008507284	0.697376413	0.151631409	0.874577427	0.113564037
13.85	0.046467386	0.01030412	0.723584975	0.140851863	0.883024161	0.101067975
13.86	0.045364493	0.008677802	0.700969263	0.144966877	0.90830444	0.108965102
13.87	0.046787059	0.011584613	0.718012775	0.179381389	0.891532867	0.111576885
13.88	0.04615326	0.008674949	0.70165375	0.164991247	0.89027089	0.115991981
13.89	0.046148039	0.005823078	0.677599175	0.151988464	0.927462975	0.155194523
13.9	0.043423069	0.003740132	0.678206713	0.156192062	0.943827188	0.165821657
13.91	0.040726539	0.005032354	0.670000038	0.151306586	0.903018242	0.151503273
13.92	0.044896945	0.01213575	0.670662563	0.163326992	0.909262829	0.171665073
13.93	0.045739295	0.011788219	0.676965038	0.159320747	0.954707688	0.125735026
13.94	0.045684811	0.012007969	0.66718895	0.183208011	0.985261608	0.122401336
13.95	0.047854941	0.011468272	0.710611913	0.143597973	0.937994454	0.111640458
13.96	0.046545059	0.00949434	0.6795038	0.169547202	0.916329958	0.111334188
13.97	0.045704534	0.010807164	0.663005	0.156217273	0.882683975	0.115409722
13.98	0.044563555	0.007799264	0.670550275	0.134373636	0.85832995	0.132228626
13.99	0.043663569	0.007651129	0.69284135	0.157473454	0.874870423	0.133084065
14	0.04543628	0.004560804	0.673207925	0.140641541	0.915067604	0.159578722
14.01	0.046169461	0.00563782	0.678491875	0.138585621	0.938193169	0.183518982
14.02	0.045710344	0.005144899	0.6853908	0.125343997	0.916244304	0.138973924
14.03	0.043270945	0.002843449	0.682249375	0.124752054	0.9008319	0.160151029
14.04	0.041526708	0.005239216	0.695119725	0.131587112	0.929804836	0.185911742
14.05	0.04226911	0.006167625	0.725504725	0.123697094	0.937485806	0.176015456
14.06	0.046005674	0.011633274	0.734188075	0.146018534	0.903730423	0.149367483
14.07	0.051686565	0.019406349	0.731154025	0.165606166	0.886839233	0.128174027
14.08	0.047301213	0.012589876	0.7342178	0.161000396	0.905766263	0.147149912
14.09	0.044059131	0.010289453	0.72131745	0.166849352	0.878806233	0.142568002
14.1	0.043273024	0.007715239	0.714834513	0.141428262	0.857726515	0.142926261
14.11	0.047732356	0.013445779	0.694158963	0.141031598	0.857045767	0.14967147
14.12	0.043986149	0.007697919	0.708261788	0.15692067	0.86127464	0.140160242
14.13	0.044266434	0.005116505	0.728103625	0.141763633	0.877241625	0.144141288
14.14	0.041681899	0.005740001	0.730810613	0.154999734	0.89328575	0.141148242
14.15	0.039960754	0.006262544	0.730365963	0.172997587	0.89083065	0.106847561
14.16	0.040676239	0.006700124	0.705844588	0.169595799	0.898467594	0.111195876
14.17	0.040846274	0.008341402	0.700420613	0.186948324	0.890704483	0.111078891
14.18	0.039639801	0.007349215	0.688663863	0.162765974	0.901397052	0.11550581
14.19	0.038471513	0.005456384	0.65737235	0.173462935	0.898722552	0.125280781
14.2	0.038167081	0.006250056	0.66624035	0.15526302	0.910712817	0.131925966
14.21	0.039051364	0.004592978	0.626148875	0.163441364	0.906712292	0.135539829
14.22	0.039434049	0.008332512	0.650019538	0.178238126	0.899884742	0.156206184
14.23	0.042545078	0.010653414	0.662568463	0.15761373	0.910876352	0.154940469
14.24	0.043557391	0.008406052	0.653955825	0.136376584	0.885883296	0.153874977
14.25	0.044642926	0.007479489	0.637152713	0.153673046	0.890654775	0.158826031
14.26	0.044481136	0.008095035	0.647531163	0.153067228	0.895840527	0.166593742
14.27	0.045944626	0.010862532	0.672721775	0.158527306	0.904273561	0.148158549
14.28	0.044772908	0.010325514	0.6980834	0.149097669	0.925229508	0.188323153
14.29	0.04255873	0.010081607	0.706571288	0.142281282	0.926235154	0.19805038
14.3	0.044435634	0.010994293	0.730395838	0.128056399	0.897721696	0.167302634
14.31	0.04440418	0.008992131	0.725791338	0.114676081	0.856245221	0.163692394
14.32	0.042952421	0.008931416	0.759585113	0.129454084	0.866194615	0.142667285
14.33	0.04496117	0.007297785	0.766603663	0.14117775	0.861589902	0.160319345
14.34	0.046387494	0.009836543	0.744365763	0.163446308	0.856371533	0.174605585
14.35	0.044320103	0.010258593	0.7753086	0.147045008	0.847007058	0.200289312
14.36	0.04280664	0.008468048	0.765678488	0.147749683	0.837946144	0.204373532
14.37	0.038539118	0.010424371	0.7525288	0.156984877	0.825426942	0.197834103
14.38	0.04014012	0.010876319	0.744641838	0.122096114	0.821566169	0.177607293
14.39	0.043401491	0.014182483	0.700298113	0.152835487	0.856805733	0.156618414
14.4	0.03893943	0.010537356	0.717111675	0.12436862	0.868760438	0.150417841
14.41	0.03913984	0.00927246	0.6825363	0.135389836	0.872904477	0.144425323
14.42	0.037942698	0.006179275	0.670979588	0.136513911	0.886125044	0.161576108
14.43	0.040586783	0.006638957	0.671145913	0.123961415	0.892909873	0.13643738
14.44	0.040300344	0.003960027	0.655597863	0.166528015	0.900876921	0.125706495
14.45	0.041307163	0.006159023	0.666528813	0.153717131	0.900997435	0.127472462
14.46	0.041117244	0.006927354	0.642508475	0.157203508	0.855534277	0.122819122
14.47	0.043057766	0.009911926	0.63082435	0.172556954	0.849138121	0.144267391
14.48	0.040514255	0.010182651	0.648006913	0.164475723	0.84654444	0.165078211
14.49	0.040787814	0.01087641	0.6247236	0.18292362	0.842362323	0.128500912
14.5	0.043137608	0.013008169	0.66080985	0.154599468	0.829651269	0.139390359
14.51	0.042151814	0.012385164	0.6344132	0.17464685	0.840995967	0.134699072
14.52	0.041985573	0.009581758	0.60118605	0.202720879	0.836714965	0.141058542
14.53	0.042660648	0.007259707	0.648627825	0.176932377	0.821209046	0.147679573
14.54	0.044362895	0.005632359	0.617663913	0.164532486	0.838330511	0.102796648
14.55	0.044641475	0.009017943	0.665833613	0.155545093	0.863351396	0.108809942
14.56	0.042871036	0.008865939	0.650385475	0.156802219	0.892961054	0.15393894
14.57	0.041753911	0.006596299	0.652688838	0.155638479	0.889789908	0.161349642
14.58	0.041145618	0.007870316	0.660958175	0.15656024	0.863875773	0.129334525
14.59	0.042877864	0.009517943	0.6542594	0.185644729	0.840924277	0.098308586
14.6	0.047176568	0.007437271	0.691173063	0.161846426	0.883959675	0.114427484
14.61	0.048923481	0.009398041	0.664370725	0.189043752	0.924843633	0.126587548
14.62	0.044068284	0.007390069	0.666307475	0.196998521	0.939237306	0.108397542
14.63	0.040373349	0.005934659	0.679661225	0.197045895	0.888043654	0.086035094
14.64	0.039901333	0.00972726	0.659828375	0.202567946	0.84948184	0.076869459
14.65	0.04287279	0.008013743	0.686350888	0.195972903	0.825595711	0.071224208
14.66	0.040643993	0.006152076	0.691446363	0.177749848	0.823114981	0.08074985
14.67	0.038936566	0.006064677	0.677373963	0.190465593	0.845692944	0.068627094
14.68	0.039243241	0.007109301	0.71981145	0.199675225	0.834849061	0.106702686
14.69	0.040186179	0.007725692	0.687939138	0.169144826	0.836658325	0.11315212
14.7	0.041571314	0.003589233	0.691153463	0.134265211	0.862751423	0.123894172
14.71	0.039275444	0.00303709	0.683050313	0.112981542	0.883333992	0.135285858
14.72	0.040810901	0.002909623	0.682229613	0.108208466	0.858421329	0.129903415
14.73	0.040409349	0.004103353	0.692532163	0.081300614	0.867827867	0.117336541
14.74	0.042137221	0.005502193	0.669236875	0.095289581	0.87659864	0.141760168
14.75	0.04594196	0.010764288	0.672305575	0.107655572	0.872139865	0.133546727
14.76	0.043604603	0.00969912	0.6846803	0.109228614	0.837423956	0.131278901
14.77	0.042959738	0.009594846	0.656802975	0.123562485	0.818017417	0.141400795
14.78	0.041674905	0.00990949	0.670091063	0.146900011	0.828664292	0.150105009
14.79	0.042948085	0.009767296	0.641215525	0.145446386	0.845297306	0.175818945
14.8	0.043328763	0.013403225	0.66058285	0.110160119	0.841167035	0.160452288
14.81	0.040659368	0.009869876	0.672609763	0.125084615	0.844879467	0.148901058
14.82	0.038616741	0.009614738	0.6735097	0.14738579	0.830467796	0.144570054
14.83	0.037472315	0.008813824	0.694005713	0.133424101	0.8092047	0.196940997
14.84	0.039778015	0.007187739	0.686243475	0.177302514	0.813770335	0.170378861
14.85	0.042791194	0.012586504	0.711054038	0.150640449	0.84144974	0.145367722
14.86	0.042378924	0.009393877	0.692167138	0.158890407	0.847058985	0.131173984
14.87	0.040661513	0.00957806	0.685332313	0.161753903	0.84450934	0.129489466
14.88	0.042483258	0.006700689	0.690408275	0.140752836	0.824513375	0.133101975
14.89	0.04375165	0.007075831	0.674591325	0.176657511	0.830034973	0.116485506
14.9	0.044390804	0.007554198	0.664711038	0.153115913	0.828062415	0.114274821
14.91	0.044501786	0.005695318	0.675748775	0.158997187	0.819394504	0.117011681
14.92	0.041275111	0.004638528	0.677017313	0.171788276	0.800842619	0.143768679
14.93	0.04124871	0.010303586	0.6688867	0.146256153	0.799626092	0.124707899
14.94	0.04178971	0.010495718	0.641747763	0.161480304	0.785155352	0.130566059
14.95	0.041786024	0.009536626	0.6461257	0.154711778	0.784477875	0.151135551
14.96	0.042749188	0.008251984	0.647923275	0.160621572	0.801357079	0.128213325
14.97	0.039099283	0.010162839	0.644255375	0.170337875	0.817834623	0.120386196
14.98	0.036734674	0.009248296	0.641866413	0.164860945	0.849253313	0.122585453
14.99	0.037520905	0.010829242	0.616150813	0.188398489	0.860653033	0.105461603
15	0.036266444	0.008894495	0.624944963	0.157443759	0.84012164	0.116270045
15.01	0.035965085	0.007937128	0.625693575	0.1590952	0.841766346	0.119399645
15.02	0.034031571	0.007116839	0.606132175	0.171782144	0.858348092	0.123324433
15.03	0.035871853	0.01009404	0.629713175	0.133461219	0.898481865	0.104671135
15.04	0.038436218	0.008787814	0.618647675	0.138371914	0.894318627	0.119404843
15.05	0.040175076	0.008587885	0.625372475	0.134310609	0.881877538	0.153644465
15.06	0.038996384	0.009842485	0.616201325	0.135445647	0.887497146	0.151925548
15.07	0.039278576	0.010721951	0.610603138	0.158848232	0.882572692	0.158471664
15.08	0.041987799	0.015805436	0.630424288	0.156751204	0.857325079	0.150181397
15.09	0.041563971	0.013495819	0.611632938	0.190061225	0.849245715	0.151453644
15.1	0.040248289	0.011285867	0.630875525	0.167466237	0.850708429	0.158081143
15.11	0.040461823	0.012011188	0.631206138	0.185658538	0.847112338	0.178724601
15.12	0.042516303	0.011058243	0.646677	0.185240452	0.84314429	0.157067594
15.13	0.045969284	0.012283867	0.657430588	0.197508043	0.814966708	0.124671899
15.14	0.04333102	0.010199878	0.649548975	0.203998577	0.817969921	0.130083264
15.15	0.042556011	0.010455963	0.6696852	0.212507097	0.843124454	0.131620824
15.16	0.046464538	0.013023717	0.688275475	0.222038246	0.85168786	0.137455273
15.17	0.04672961	0.009800347	0.675785638	0.213704409	0.871985971	0.153139265
15.18	0.046407125	0.005664933	0.703554588	0.210911304	0.868606367	0.142575921
15.19	0.043324693	0.006747964	0.705862975	0.212163425	0.835815227	0.12330385
15.2	0.041832281	0.005342852	0.7221716	0.19315292	0.835540229	0.131892029
15.21	0.041542424	0.007838059	0.712165138	0.189452396	0.810086756	0.148445423
15.22	0.043384103	0.011039342	0.724964913	0.190847494	0.821857363	0.149587746
15.23	0.038831369	0.009242686	0.7288632	0.187382708	0.852390092	0.135782299
15.24	0.037465775	0.009618513	0.687421513	0.190726236	0.877579398	0.142795814
15.25	0.03686215	0.008223012	0.682525288	0.157860948	0.879738346	0.123151711
15.26	0.038253644	0.006368008	0.6759025	0.156081521	0.86913685	0.097475616
15.27	0.042152114	0.00882878	0.649487863	0.171999246	0.858343935	0.100948973
15.28	0.042955116	0.009297556	0.674482275	0.159354946	0.831233506	0.120608978
15.29	0.04307654	0.008503393	0.611023738	0.191807699	0.825779823	0.109622892
15.3	0.042190644	0.005683528	0.64533775	0.154383713	0.829454983	0.08068722
15.31	0.041096115	0.003958831	0.622515613	0.162006968	0.822049942	0.083085013
15.32	0.041320919	0.006473127	0.630947888	0.166680131	0.828299083	0.087231861
15.33	0.043778099	0.010114949	0.659614363	0.161154135	0.826458352	0.09213339
15.34	0.042387403	0.010588777	0.643585875	0.164910631	0.802956481	0.129490782
15.35	0.042743341	0.00939896	0.660354088	0.152217955	0.807726379	0.120933281
15.36	0.04375418	0.008908124	0.678921113	0.172535082	0.817223381	0.122345003
15.37	0.042779256	0.010916513	0.660360675	0.169844693	0.816933406	0.108084911
15.38	0.041302559	0.008694989	0.696118125	0.140962699	0.8357195	0.130520244
15.39	0.043510313	0.007855265	0.6721304	0.153414939	0.843594721	0.130055819
15.4	0.041007728	0.005910291	0.677916475	0.130697454	0.85392076	0.125183734
15.41	0.039681328	0.005843157	0.667504075	0.127784725	0.854335202	0.129252978
15.42	0.037777186	0.006282011	0.6294192	0.146389241	0.836984777	0.131660857
15.43	0.037473426	0.005945802	0.646905213	0.126418682	0.859782781	0.102019108
15.44	0.041002465	0.006423778	0.625239713	0.143833135	0.878689079	0.104189024
15.45	0.044750464	0.010665949	0.633869075	0.150303809	0.865863265	0.089170492
15.46	0.043205018	0.011888688	0.63199505	0.146499184	0.845806269	0.094013018
15.47	0.046766544	0.010609983	0.61833285	0.157473903	0.856154763	0.092493522
15.48	0.046103339	0.009429028	0.621209875	0.155710576	0.848875429	0.099071064
15.49	0.044193336	0.00778692	0.619302838	0.149269541	0.845436019	0.111337415
15.5	0.043368918	0.008156974	0.61322925	0.150263779	0.849849196	0.11419643
15.51	0.042332111	0.009692963	0.611752188	0.152626827	0.827417708	0.125179817
15.52	0.041097346	0.009240813	0.613738425	0.166186501	0.834783817	0.108404782
15.53	0.038321156	0.006429797	0.613144075	0.159058936	0.820300444	0.126818541
15.54	0.039880711	0.007447843	0.60828155	0.153796937	0.848738448	0.111715419
15.55	0.040238264	0.01082704	0.603863125	0.171342544	0.871710638	0.086838883
15.56	0.038306474	0.009632972	0.60130865	0.168589505	0.85415249	0.096596712
15.57	0.038285915	0.008300781	0.62807215	0.174853661	0.877116727	0.111386924
15.58	0.035841849	0.006879035	0.623754125	0.178039133	0.893189177	0.145521547
15.59	0.035526583	0.007517976	0.616651038	0.154061074	0.870055377	0.146948507
15.6	0.036113133	0.006371085	0.650657213	0.149458006	0.859371096	0.126327442
15.61	0.03891515	0.006170288	0.656065363	0.150286597	0.836502848	0.118293265
15.62	0.04089567	0.017161853	0.650884163	0.16426612	0.824681869	0.136107534
15.63	0.036915259	0.012547383	0.655187775	0.171734779	0.830725925	0.131383664
15.64	0.035574683	0.008657468	0.638853763	0.177622681	0.826328317	0.082637377
15.65	0.036111081	0.010042591	0.64387545	0.179318234	0.800619542	0.073769935
15.66	0.03729312	0.009063367	0.664762725	0.164524068	0.797565852	0.064317813
15.67	0.037591631	0.0068601	0.664230325	0.157742923	0.792288238	0.078436573
15.68	0.038761793	0.01054436	0.690339738	0.175551259	0.798246523	0.09794035
15.69	0.03862614	0.011144529	0.673088725	0.164852822	0.789441754	0.092811434
15.7	0.035502315	0.006459433	0.670090063	0.153652774	0.793767869	0.133473745
15.71	0.033892843	0.007552062	0.67325505	0.143224924	0.793989192	0.146356999
15.72	0.036163851	0.007851363	0.645556975	0.129578348	0.770692588	0.164135374
15.73	0.03652761	0.007860178	0.643047575	0.145003747	0.780354573	0.166157828
15.74	0.039871725	0.009725231	0.6383804	0.133505523	0.81436424	0.160021187
15.75	0.043110899	0.0107466	0.631051913	0.131140262	0.836477796	0.187758662
15.76	0.042225964	0.012802342	0.627668763	0.122641776	0.857888621	0.214411458
15.77	0.04432832	0.014207053	0.616693675	0.12994646	0.850879994	0.254819227
15.78	0.045433915	0.013772215	0.639634613	0.114388015	0.846066852	0.275321472
15.79	0.041514786	0.011238394	0.597790463	0.13304034	0.834974756	0.266098545
15.8	0.037591745	0.011233912	0.62223425	0.127335222	0.808608821	0.232250666
15.81	0.037482154	0.011760796	0.633730813	0.116250564	0.803604	0.247369416
15.82	0.037983143	0.011941005	0.6290276	0.132592401	0.803920248	0.224400048
15.83	0.037566239	0.010075205	0.6353548	0.130804535	0.827414356	0.182227523
15.84	0.037866906	0.007487632	0.6484714	0.139285797	0.822004185	0.175924318
15.85	0.040178219	0.010423112	0.681284863	0.179346019	0.820914052	0.184381754
15.86	0.038507023	0.010734442	0.6939306	0.169924037	0.832318577	0.215272005
15.87	0.035093958	0.008304624	0.647962038	0.21610782	0.833962669	0.17952839
15.88	0.034179456	0.006379865	0.677770788	0.158423787	0.833550417	0.138313478
15.89	0.03519082	0.007700454	0.643108638	0.182455824	0.808458788	0.134358984
15.9	0.035121598	0.008108072	0.631799188	0.152861741	0.777871908	0.136139028
15.91	0.034788169	0.008272772	0.626087175	0.153870927	0.760422938	0.124537649
15.92	0.034616194	0.004952204	0.611429463	0.159638485	0.779539129	0.141539464
15.93	0.034604804	0.005373291	0.625557575	0.129149346	0.798834117	0.142336933
15.94	0.033962425	0.005587947	0.613166875	0.129654152	0.791358917	0.138534519
15.95	0.033387164	0.005894638	0.600158225	0.120563313	0.8071627	0.136180384
15.96	0.036936939	0.004491883	0.597148438	0.11407695	0.796820411	0.135093685
15.97	0.037963441	0.007249834	0.581218638	0.129471936	0.7874397	0.121261634
15.98	0.036278569	0.006639165	0.59757285	0.108790034	0.789517802	0.119384939
15.99	0.033984048	0.006615377	0.56569385	0.138122013	0.770728421	0.133506331
16	0.034024418	0.006619559	0.560501063	0.127859583	0.775347325	0.117094201
16.01	0.033293364	0.00720767	0.571538088	0.134625348	0.788592846	0.113546991
16.02	0.032419575	0.006581583	0.55225735	0.135075665	0.787202935	0.11655311
16.03	0.03260731	0.007054092	0.545340075	0.109412743	0.774995417	0.121740395
16.04	0.03306279	0.007368733	0.535303475	0.121807746	0.766174325	0.13934346
16.05	0.031663455	0.006127513	0.55502775	0.111750693	0.767562981	0.136240162
16.06	0.033588109	0.010070073	0.557962375	0.087476989	0.763538594	0.130245212
16.07	0.033833906	0.01025708	0.557969363	0.08820126	0.75614169	0.136048131
16.08	0.036011673	0.008403584	0.578700625	0.085393231	0.755008798	0.140200377
16.09	0.039809391	0.008962421	0.580162775	0.102392033	0.746524602	0.151953949
16.1	0.044036974	0.006885712	0.592887825	0.112759001	0.741739835	0.146462663
16.11	0.04380999	0.006023974	0.587760438	0.113271186	0.730082369	0.158400222
16.12	0.039166185	0.007029003	0.568378463	0.125198268	0.733973838	0.153825117
16.13	0.038619988	0.008073998	0.594242938	0.107099134	0.741033215	0.143213382
16.14	0.039400288	0.00931753	0.567027163	0.138934543	0.746708448	0.152704765
16.15	0.037740023	0.010139706	0.573729075	0.134885402	0.744049338	0.139530954
16.16	0.036834941	0.007990223	0.572204675	0.127713778	0.740849398	0.130993751
16.17	0.035829398	0.00846498	0.553382763	0.139784871	0.734938892	0.127496364
16.18	0.03816549	0.009499525	0.566577788	0.115050969	0.750125498	0.132122888
16.19	0.038205071	0.00939475	0.537947425	0.132143269	0.74821886	0.130176195
16.2	0.036850209	0.008464493	0.53098685	0.132788394	0.746624669	0.123167163
16.21	0.035605809	0.006411423	0.546506063	0.113959663	0.750378638	0.152620347
16.22	0.034099793	0.005080201	0.522732313	0.119958048	0.760211396	0.1626183
16.23	0.034958069	0.00451682	0.542370575	0.093536267	0.768032556	0.154023987
16.24	0.032693739	0.007198609	0.54875525	0.103402397	0.769978702	0.162237613
16.25	0.031888281	0.008774762	0.52566155	0.1151283	0.781150575	0.134553879
16.26	0.031233071	0.007511054	0.549779913	0.089040446	0.787368133	0.11231793
16.27	0.034318476	0.007151444	0.531925838	0.115099904	0.791396981	0.108959105
16.28	0.034073658	0.006699054	0.547442425	0.087555463	0.786379775	0.101941089
16.29	0.033583159	0.006206427	0.535855613	0.112685034	0.770840096	0.127566591
16.3	0.034124544	0.007846192	0.548303813	0.114560289	0.776674931	0.120296044
16.31	0.03484514	0.01079839	0.541963413	0.11523497	0.785344142	0.135202817
16.32	0.036337806	0.009292332	0.527858488	0.126209748	0.773553438	0.121933278
16.33	0.03619289	0.009328355	0.535726575	0.114512943	0.782915083	0.107433707
16.34	0.035874826	0.008658605	0.533285025	0.113672644	0.802181504	0.120035873
16.35	0.036134968	0.009539218	0.545927875	0.118825866	0.798211519	0.118482608
16.36	0.036429465	0.008422307	0.566920775	0.110859539	0.788175371	0.140152807
16.37	0.033000005	0.008775639	0.560987713	0.117417547	0.780987008	0.161366562
16.38	0.035956783	0.009465671	0.572216963	0.120614928	0.778178486	0.153183353
16.39	0.036768478	0.007705198	0.57015405	0.120916989	0.788569323	0.149969309
16.4	0.034811531	0.005843839	0.584272525	0.114957912	0.788700077	0.122147847
16.41	0.033930623	0.004839694	0.589893288	0.104720734	0.758229667	0.125832375
16.42	0.032989106	0.004727359	0.569979925	0.114761564	0.747293817	0.157225197
16.43	0.032903745	0.004916281	0.596193538	0.119624458	0.755725544	0.12836672
16.44	0.032618506	0.007708711	0.58583895	0.125067175	0.760312269	0.119666025
16.45	0.032639278	0.006012686	0.622104738	0.135355139	0.762803523	0.127528506
16.46	0.033071875	0.007414617	0.616648388	0.127391936	0.754126296	0.131746567
16.47	0.036289989	0.009596154	0.602206225	0.125033333	0.76716885	0.136546066
16.48	0.038136908	0.009443352	0.622475463	0.107883088	0.765566379	0.148271134
16.49	0.038226195	0.007825471	0.5991029	0.117751806	0.755368606	0.13771032
16.5	0.039292911	0.006717319	0.59453345	0.11642969	0.741800225	0.129684994
16.51	0.037317091	0.005386637	0.589282388	0.111349889	0.7229889	0.123679561
16.52	0.036979931	0.007900761	0.576572938	0.119585721	0.71842889	0.127012305
16.53	0.034079149	0.007677179	0.578767888	0.118757116	0.733172315	0.109950079
16.54	0.034182123	0.006287562	0.586327438	0.102539523	0.746695038	0.11932945
16.55	0.034461473	0.00501592	0.57764035	0.104964429	0.739847775	0.122508848
16.56	0.034768578	0.005732624	0.572857313	0.099339777	0.729674608	0.125903305
16.57	0.037972926	0.008602012	0.562661913	0.104191988	0.722741231	0.133739555
16.58	0.035900245	0.006500184	0.55634645	0.10130028	0.746510427	0.145456329
16.59	0.03516825	0.007701666	0.550063863	0.091644477	0.763573398	0.161794075
16.6	0.032549803	0.004746331	0.520524713	0.112728409	0.782957477	0.153033215
16.61	0.031213265	0.002911454	0.545685463	0.082395718	0.779038998	0.14096958
16.62	0.030881579	0.004122348	0.496492063	0.13321253	0.7672896	0.137430537
16.63	0.032746693	0.007888272	0.5340609	0.095776994	0.776881979	0.152980019
16.64	0.032369888	0.008514789	0.524330925	0.083326802	0.761902671	0.175182063
16.65	0.033097931	0.009288929	0.502729225	0.098555857	0.737325744	0.156698922
16.66	0.034375871	0.00868114	0.540968275	0.080587159	0.741759765	0.131133114
16.67	0.033676559	0.005944109	0.525521638	0.106300267	0.756019656	0.132369716
16.68	0.032757608	0.005828246	0.564153225	0.083101536	0.758174279	0.138824304
16.69	0.034150371	0.006592101	0.553959388	0.100459352	0.769566721	0.153194998
16.7	0.034381028	0.006637506	0.562172463	0.086039037	0.769558588	0.137923567
16.71	0.033975201	0.005023293	0.57843725	0.08090779	0.783168994	0.142850193
16.72	0.034402963	0.006143564	0.559330188	0.102470901	0.782897615	0.145742151
16.73	0.034727835	0.011826546	0.5850859	0.083517751	0.764455544	0.140888142
16.74	0.034379535	0.011358224	0.5670634	0.09332124	0.735127944	0.145915767
16.75	0.0320954	0.008855753	0.544149763	0.101716862	0.728108408	0.158273803
16.76	0.035135538	0.013367321	0.55327905	0.090414432	0.729782954	0.170870037
16.77	0.034718258	0.007985539	0.519855675	0.116257744	0.74217786	0.18633436
16.78	0.03090669	0.005916349	0.5484226	0.097030374	0.744382754	0.189820749
16.79	0.029977725	0.009065892	0.548685688	0.129456529	0.730649498	0.176716221
16.8	0.034617338	0.008005848	0.561942975	0.164409937	0.74743251	0.159856783
16.81	0.035578778	0.010290414	0.589865163	0.144164072	0.754299265	0.169907281
16.82	0.036806413	0.012850542	0.57666025	0.172631381	0.736080588	0.180207457
16.83	0.03542102	0.013426846	0.60665715	0.156197923	0.711255898	0.177327761
16.84	0.037270559	0.01093537	0.60768445	0.154273941	0.715171877	0.184740758
16.85	0.039062386	0.008399352	0.5908514	0.161532435	0.723678433	0.177816423
16.86	0.037801769	0.007189991	0.604057588	0.150555517	0.722445173	0.193849744
16.87	0.035016656	0.005849482	0.583480113	0.163571574	0.730185129	0.186464851
16.88	0.034161715	0.006181271	0.601614113	0.135421759	0.743694292	0.170999647
