Experiment subset: sand-gravel-mud (SGM) on rough bed
Data tables for cross sections at x= 32, 66, and 90 m are listed in succession below,
separated by blank lines and headers.

						
Cross section: x = 32 m						
Column Headings: t is the time since gate release. h is the mean flow thickness. sigma is the mean						
basal total normal stress and pbed is the mean basal pore-fluid pressure. "SD" denotes the						
standard deviation from the mean.						

t(s)	h(m)		SD h(m)		sigma(kPa)	SD sigma(kPa)	pbed(kPa)	SD pbed(kPa)
8.05	0.069996013	0.019180827	1.149473175	0.274551987	0.921910688	0.260546522
8.06	0.066199639	0.018561758	1.166168938	0.26368444	0.998254832	0.304017945
8.07	0.064247488	0.019442544	1.163637688	0.296130593	1.057371922	0.332387885
8.08	0.065474266	0.021657048	1.159265775	0.336934271	0.985973873	0.297231216
8.09	0.062802843	0.022140345	1.111531	0.33711979	1.046885704	0.277363527
8.1	0.059566248	0.022144443	1.04423945	0.330537606	0.984647989	0.281071669
8.11	0.057430188	0.022734512	1.046019038	0.354338468	0.962911008	0.224331637
8.12	0.058844746	0.023078767	1.05652705	0.324008986	0.944715054	0.231825755
8.13	0.061307438	0.023211535	1.022308063	0.304475859	0.970359538	0.236578483
8.14	0.063125996	0.022145003	1.02066205	0.271018401	0.959788596	0.254037943
8.15	0.062770979	0.022082946	1.04502435	0.263045729	0.946473213	0.252371717
8.16	0.062748395	0.023301573	1.070019125	0.272492578	0.981743129	0.283688172
8.17	0.06219544	0.024329348	1.06456115	0.298912897	0.961950696	0.287747346
8.18	0.060702216	0.024239662	1.0364765	0.304776736	0.970904957	0.279248001
8.19	0.058128395	0.023641605	0.991026288	0.309760699	0.965090652	0.377290377
8.2	0.057104246	0.027250874	0.980918588	0.309307613	0.90889201	0.283900306
8.21	0.056999356	0.028144871	0.996904175	0.297318838	0.873114068	0.265321742
8.22	0.053690759	0.024161737	1.034291875	0.278547378	0.983203979	0.259180803
8.23	0.054645154	0.024754458	1.061094238	0.246235066	0.923986049	0.224858317
8.24	0.056427531	0.022716433	1.043927488	0.21486054	0.912801129	0.211284294
8.25	0.059251828	0.021272811	1.0440906	0.243127213	1.048319656	0.326850064
8.26	0.060428444	0.01978123	1.052132938	0.243936038	1.054224668	0.254426484
8.27	0.061665879	0.017971185	1.032936425	0.207869149	0.913270398	0.221982888
8.28	0.059995645	0.015716597	1.012675025	0.201573868	0.87134312	0.206679877
8.29	0.058957913	0.014313977	0.967626925	0.204793663	0.903422751	0.224388956
8.3	0.061681175	0.016004783	0.952074038	0.226337262	0.912791636	0.256689433
8.31	0.060840846	0.019785789	1.013120388	0.330618141	0.964117514	0.305992611
8.32	0.060609315	0.024688445	1.008774288	0.337719773	1.004681649	0.386069604
8.33	0.058646079	0.025941624	0.98705855	0.278063397	0.917802785	0.335786135
8.34	0.056299574	0.025385204	1.014853975	0.322430951	0.934661898	0.306759112
8.35	0.052564856	0.022902261	0.989054175	0.370735497	0.943592439	0.293113814
8.36	0.055887458	0.019484659	0.979541475	0.369996146	0.929584198	0.252949934
8.37	0.05934136	0.017835908	0.990039238	0.332404823	0.957526083	0.277352014
8.38	0.056030553	0.018844192	0.988473788	0.27750018	0.952544381	0.303371904
8.39	0.054186419	0.019405115	0.96573925	0.260800882	0.958692877	0.285757503
8.4	0.049859376	0.018285632	0.918767775	0.23936275	0.912384656	0.247809427
8.41	0.051375869	0.016455135	0.949444975	0.216058789	0.908355544	0.243904618
8.42	0.053901936	0.017412405	1.018727588	0.270411355	0.851294059	0.257674677
8.43	0.056900306	0.024088048	1.066518425	0.298060126	0.863322563	0.285613713
8.44	0.056844531	0.024397918	1.052388538	0.293243398	0.903497878	0.271482752
8.45	0.056663533	0.019111798	1.058441	0.282618892	0.933677627	0.266017085
8.46	0.057869628	0.016324334	1.052760575	0.313138425	0.927041339	0.266192443
8.47	0.057485821	0.016205607	1.045324425	0.318186466	0.908596999	0.309130139
8.48	0.058242085	0.020063138	1.043740913	0.33009944	0.926315576	0.287707091
8.49	0.061673575	0.02313567	1.012284475	0.348681085	0.824579301	0.308179338
8.5	0.058722139	0.023524801	0.980529438	0.39843624	0.97503338	0.316205478
8.51	0.053907229	0.023145955	0.934669975	0.349841817	0.966387995	0.352653565
8.52	0.051497769	0.021967999	0.896603163	0.280383138	0.874533268	0.278231449
8.53	0.049455921	0.022242222	0.853248875	0.265985504	0.869051468	0.213675838
8.54	0.046257503	0.022556331	0.854000975	0.279018419	0.896518203	0.283946277
8.55	0.04630628	0.022447974	0.864847475	0.282794095	0.848061435	0.261688469
8.56	0.046965596	0.023744681	0.86046575	0.293100759	0.805664457	0.250799382
8.57	0.047861089	0.023416132	0.862094913	0.275811385	0.761373514	0.225173844
8.58	0.047338139	0.022253926	0.875159138	0.264946904	0.823313037	0.298706167
8.59	0.046839406	0.020972796	0.876802025	0.308412038	0.855002365	0.300942635
8.6	0.047876064	0.022226347	0.8544184	0.316945457	0.877110569	0.34025086
8.61	0.047325883	0.022371469	0.851841038	0.284202272	0.872104886	0.310831749
8.62	0.043819191	0.020137934	0.854873688	0.266395829	0.865108205	0.276513864
8.63	0.043556963	0.019410203	0.860407975	0.285615617	0.874774006	0.333038621
8.64	0.047049715	0.016920217	0.87039745	0.294839202	0.832999576	0.282922101
8.65	0.049475853	0.021940103	0.851984875	0.299383144	0.801713338	0.285806458
8.66	0.045308379	0.025068834	0.872229713	0.262069375	0.750395881	0.257261404
8.67	0.043701354	0.022277603	0.854733888	0.224056176	0.78147892	0.278436874
8.68	0.044230804	0.02042778	0.849189413	0.227793268	0.751534037	0.252964876
8.69	0.04505387	0.020418838	0.858675175	0.234424095	0.766549638	0.264998881
8.7	0.04712819	0.02140298	0.867902888	0.222679838	0.796211667	0.269675006
8.71	0.048115758	0.019974471	0.872741538	0.212077653	0.789984308	0.271811305
8.72	0.046238866	0.018719624	0.87355985	0.236282202	0.848761159	0.312948412
8.73	0.042941425	0.018275278	0.848809988	0.242918611	0.816046368	0.263390959
8.74	0.041624443	0.017372232	0.828751825	0.22221985	0.787820215	0.266230911
8.75	0.044004923	0.020327011	0.841803263	0.260629554	0.771385845	0.256368349
8.76	0.046355403	0.023328117	0.831028	0.262694517	0.799702661	0.234378923
8.77	0.045557599	0.023507425	0.80810495	0.252478824	0.805381535	0.264691411
8.78	0.044886943	0.02297295	0.822945175	0.263166228	0.850296118	0.325052999
8.79	0.043742226	0.020756796	0.834138213	0.265163108	0.821643423	0.290643925
8.8	0.044175496	0.018159517	0.833756688	0.262727144	0.805120721	0.267079877
8.81	0.046879126	0.016351207	0.80500995	0.255470606	0.816505345	0.296454488
8.82	0.045516364	0.014523779	0.805804063	0.246401433	0.771952698	0.274108995
8.83	0.044514846	0.015460788	0.832338175	0.247360587	0.748307748	0.256778368
8.84	0.045024585	0.018907515	0.84699305	0.246882692	0.821447694	0.251833893
8.85	0.043944338	0.01981569	0.859301225	0.213591304	0.860171868	0.282566871
8.86	0.045323936	0.018250556	0.857875113	0.191851659	0.819269942	0.263050856
8.87	0.046024795	0.015831134	0.845628113	0.201583668	0.825009721	0.271839741
8.88	0.047453268	0.017702598	0.827400713	0.219637792	0.793025045	0.236497836
8.89	0.049543403	0.019875903	0.8233479	0.205826337	0.80845229	0.225077281
8.9	0.048482638	0.02043082	0.808521988	0.202726391	0.793596801	0.231221859
8.91	0.044507683	0.019456366	0.803466563	0.171151193	0.846579304	0.270867795
8.92	0.041779733	0.018713489	0.822344325	0.174718963	0.830426933	0.224580983
8.93	0.04103209	0.018225525	0.824871763	0.198438043	0.836004904	0.238625234
8.94	0.042363876	0.018352924	0.808281863	0.168639556	0.842326596	0.237567745
8.95	0.043689648	0.016900298	0.812533613	0.15701027	0.813680233	0.232516253
8.96	0.043456131	0.016650522	0.829651913	0.138167313	0.847674147	0.269640913
8.97	0.041584184	0.014974611	0.825835175	0.160416713	0.831860281	0.271619768
8.98	0.041182334	0.013870023	0.838097563	0.168028518	0.767005127	0.209604592
8.99	0.040845769	0.014860235	0.8199671	0.179065276	0.793629246	0.237956765
9	0.043809753	0.013724115	0.801325263	0.212443916	0.775495629	0.24072998
9.01	0.045267436	0.01153104	0.816874388	0.231338477	0.79141524	0.221336751
9.02	0.045984153	0.013613781	0.828806325	0.248313925	0.839349061	0.239476058
9.03	0.047617981	0.01407891	0.8542851	0.286324453	0.833324195	0.23349163
9.04	0.046647441	0.012683731	0.862744688	0.288277714	0.800811755	0.243082859
9.05	0.045575295	0.0133555	0.841174188	0.274786736	0.780505224	0.236940268
9.06	0.044145629	0.013516184	0.815201275	0.288315939	0.780266776	0.201586566
9.07	0.042764456	0.013303386	0.8232263	0.282703053	0.747082106	0.203855816
9.08	0.040161751	0.014036295	0.843578913	0.266084642	0.77390358	0.224637758
9.09	0.042887358	0.013602241	0.8436092	0.25748984	0.814737818	0.232216779
9.1	0.046139018	0.010692189	0.8431211	0.253260868	0.849614703	0.197359594
9.11	0.045197351	0.011099198	0.839174275	0.232584359	0.831905357	0.171247155
9.12	0.04581306	0.006829271	0.79184405	0.225224973	0.806808789	0.194386471
9.13	0.044287025	0.009473828	0.7823454	0.213253535	0.853744303	0.227440585
9.14	0.042294019	0.011791735	0.773943063	0.197965436	0.846094335	0.223628793
9.15	0.040290985	0.010498956	0.77451855	0.183838666	0.809820611	0.1971908
9.16	0.041113469	0.009004994	0.794458013	0.172268233	0.799575796	0.17304958
9.17	0.040765391	0.01056675	0.7977777	0.201973108	0.78727869	0.204116966
9.18	0.03902329	0.012276115	0.801671	0.201436691	0.798957348	0.248515978
9.19	0.040059075	0.016821044	0.792111475	0.192464227	0.816425788	0.22903044
9.2	0.040129636	0.017329414	0.8061692	0.180042081	0.895896527	0.234556471
9.21	0.041524351	0.017344985	0.799730075	0.176296681	0.908187689	0.253201482
9.22	0.040343293	0.016275125	0.7999556	0.18669689	0.887230668	0.255917146
9.23	0.040019955	0.016379103	0.808279063	0.169221027	0.817964282	0.218274508
9.24	0.040415034	0.011712826	0.8055869	0.165295155	0.801901292	0.213172439
9.25	0.041738673	0.010276851	0.781773263	0.174726053	0.810102295	0.263610539
9.26	0.04384183	0.013625911	0.762932763	0.186023087	0.845288606	0.239683434
9.27	0.04227214	0.013762716	0.7750547	0.177872197	0.805114718	0.230635364
9.28	0.040392003	0.01298177	0.790666238	0.181401565	0.799975319	0.250790407
9.29	0.040380254	0.0102061	0.820979175	0.178349114	0.795642207	0.258632756
9.3	0.041330459	0.011953605	0.8104628	0.202222021	0.818278421	0.265873531
9.31	0.042529889	0.018866385	0.804727888	0.15628393	0.819169496	0.237987264
9.32	0.039890718	0.01579676	0.793634738	0.145732053	0.803127496	0.213424194
9.33	0.038644435	0.014534558	0.780762925	0.156161394	0.838639289	0.218283165
9.34	0.039600279	0.010848043	0.79405645	0.15535495	0.847750941	0.230087052
9.35	0.038604345	0.009473371	0.795381963	0.193112494	0.851643049	0.257162965
9.36	0.0399268	0.012989132	0.784838613	0.2164158	0.872248227	0.275241694
9.37	0.039502201	0.012609519	0.786439488	0.221787395	0.858387247	0.258476565
9.38	0.039187926	0.013672119	0.786072888	0.239667972	0.844084408	0.237515083
9.39	0.038558719	0.01548636	0.770602563	0.252305862	0.813456102	0.237482571
9.4	0.037488354	0.016277129	0.767986525	0.245509085	0.777264977	0.223479024
9.41	0.037282063	0.015920257	0.722819088	0.227808396	0.794308018	0.240329102
9.42	0.036974849	0.01363496	0.692513125	0.207151266	0.817226371	0.26745985
9.43	0.036044646	0.012287236	0.688075863	0.198970902	0.780183776	0.234018921
9.44	0.032618519	0.013107743	0.6944961	0.19914726	0.776392671	0.25324913
9.45	0.033414385	0.013598295	0.693366713	0.223372801	0.759261274	0.214236736
9.46	0.033407009	0.013977523	0.7010399	0.230009766	0.762932912	0.216898306
9.47	0.033106621	0.014015715	0.71573595	0.189509365	0.756888711	0.245130159
9.48	0.035970158	0.013426639	0.715263275	0.176064548	0.76655253	0.259775712
9.49	0.034937645	0.014001806	0.7164894	0.205010822	0.736488529	0.254555576
9.5	0.035475604	0.015343083	0.72284125	0.221025082	0.72110151	0.241766557
9.51	0.034519039	0.015699172	0.735012413	0.223934015	0.723855756	0.268665794
9.52	0.035775844	0.012587663	0.722038913	0.19749617	0.750557717	0.294513213
9.53	0.036035219	0.012752661	0.698587425	0.192240862	0.782300123	0.269263339
9.54	0.03469318	0.012889846	0.698576775	0.199211848	0.735326754	0.223121185
9.55	0.036660371	0.015583081	0.683273475	0.204827761	0.704027498	0.176475427
9.56	0.036166184	0.016426352	0.686287388	0.212001395	0.722191951	0.207508497
9.57	0.035058533	0.016630954	0.68283005	0.20289724	0.707166698	0.208152914
9.58	0.033382185	0.014347833	0.688999038	0.192112455	0.687544501	0.195906544
9.59	0.032804518	0.013939784	0.709486863	0.188071371	0.699986079	0.189834688
9.6	0.031821794	0.014251162	0.692776638	0.196552156	0.729698963	0.198896694
9.61	0.03096871	0.014226303	0.695585375	0.189851973	0.74682904	0.246880639
9.62	0.033641201	0.015011537	0.713380963	0.177862474	0.760887226	0.244650067
9.63	0.03650704	0.013160438	0.717787588	0.18558716	0.762779404	0.228880661
9.64	0.037476984	0.01201665	0.693169988	0.188912421	0.751472471	0.214829826
9.65	0.036336104	0.010347293	0.710856475	0.164105998	0.750428649	0.233216277
9.66	0.038385786	0.012407263	0.70026525	0.175589955	0.75212855	0.262711128
9.67	0.037421461	0.012917775	0.692441438	0.189889298	0.725943563	0.254402043
9.68	0.034613154	0.011393612	0.694403575	0.208540575	0.717482924	0.23703496
9.69	0.035883451	0.012274299	0.692398238	0.191668982	0.70055929	0.23230298
9.7	0.035846096	0.014115964	0.688117088	0.17614362	0.687591609	0.231827794
9.71	0.033679813	0.010789919	0.678618038	0.1782867	0.692610861	0.235347055
9.72	0.034255008	0.012989925	0.666110563	0.164574597	0.667342158	0.236906649
9.73	0.032796395	0.012794739	0.665102488	0.157498682	0.694820447	0.241904328
9.74	0.032827979	0.011349316	0.6629789	0.156494262	0.705896523	0.235488862
9.75	0.031554184	0.011712203	0.654540038	0.137213624	0.694976646	0.239639963
9.76	0.032460583	0.014439383	0.643503325	0.14692138	0.678540595	0.232626723
9.77	0.030725031	0.012880083	0.640805713	0.142504265	0.674617605	0.218168453
9.78	0.030754255	0.010550376	0.660280825	0.125637637	0.685930217	0.216855624
9.79	0.031508206	0.010563374	0.660395475	0.141264877	0.743436083	0.215780231
9.8	0.03274227	0.011187903	0.667551738	0.138775717	0.7329792	0.199163612
9.81	0.031585568	0.012240006	0.682308425	0.130282337	0.755888842	0.179663417
9.82	0.032214971	0.011767756	0.6815648	0.11794999	0.770259381	0.193389285
9.83	0.032238209	0.011701103	0.673591613	0.13393135	0.786735492	0.242751747
9.84	0.031888219	0.010397436	0.675066713	0.139551336	0.75816996	0.239449607
9.85	0.031981635	0.009572775	0.668430888	0.156976042	0.732149435	0.212795324
9.86	0.032603615	0.008719464	0.665900663	0.166666192	0.740141805	0.205691733
9.87	0.032604379	0.008908327	0.655946563	0.206788853	0.756209383	0.225767137
9.88	0.031415383	0.007822053	0.661014988	0.197917372	0.715113246	0.210212459
9.89	0.031985384	0.00981198	0.655672288	0.213201815	0.700577103	0.206206483
9.9	0.034317033	0.010330469	0.659373413	0.215996633	0.655598137	0.204004352
9.91	0.034510038	0.011205697	0.640648113	0.212244665	0.655296748	0.202835452
9.92	0.03234562	0.011322706	0.628779338	0.220676918	0.689655661	0.215058064
9.93	0.030439354	0.011437054	0.628809938	0.236165466	0.682505151	0.20544435
9.94	0.029838168	0.00929391	0.627557725	0.235607587	0.664363377	0.209206899
9.95	0.029946024	0.006663348	0.659139125	0.255102834	0.644683643	0.192373812
9.96	0.029729999	0.005815073	0.66510955	0.296869222	0.663675825	0.218323225
9.97	0.029147063	0.008902871	0.664218163	0.322293413	0.659919061	0.20967728
9.98	0.030500349	0.01057129	0.676655825	0.322256296	0.661074113	0.220742918
9.99	0.030977819	0.01206349	0.701881075	0.315491124	0.689776345	0.228521991
10	0.031829369	0.013885193	0.710965713	0.314446124	0.70603818	0.250557886
10.01	0.032114294	0.013474551	0.723563575	0.334043219	0.661350381	0.247270107
10.02	0.032372123	0.013650833	0.728333063	0.312373468	0.65644163	0.239441185
10.03	0.03354947	0.013738197	0.729131638	0.290721344	0.675664313	0.237447297
10.04	0.034964805	0.013288897	0.72403175	0.279279754	0.71854201	0.274649779
10.05	0.035294804	0.013803847	0.71508115	0.272971517	0.716879327	0.26870871
10.06	0.036097441	0.012327481	0.71119335	0.256898447	0.728689711	0.244670708
10.07	0.035113588	0.011508334	0.700452775	0.230557812	0.764045474	0.232948961
10.08	0.033556699	0.012958867	0.6695928	0.21602133	0.780449042	0.253025604
10.09	0.033045545	0.012840809	0.65526555	0.203692654	0.764159848	0.252352489
10.1	0.03276197	0.011088414	0.660176338	0.198783201	0.738895956	0.226459139
10.11	0.031545438	0.009562967	0.662039888	0.193574791	0.724521224	0.224259868
10.12	0.031279501	0.009776569	0.651416825	0.205998144	0.727003671	0.220201435
10.13	0.032411295	0.010099328	0.683710875	0.192986959	0.734950043	0.234290077
10.14	0.0338121	0.012545663	0.721458725	0.205531508	0.723045131	0.236660166
10.15	0.033910239	0.015102704	0.7179315	0.212457264	0.712355678	0.212608701
10.16	0.034442174	0.016710075	0.714891163	0.222861229	0.735386314	0.207625358
10.17	0.035109246	0.015828479	0.710390813	0.228414222	0.756032387	0.190463068
10.18	0.035360013	0.014717833	0.710126738	0.21889909	0.73409528	0.184674358
10.19	0.034044564	0.012592066	0.7186377	0.206441714	0.728966001	0.18052277
10.2	0.034113716	0.011322075	0.707960375	0.186095539	0.733194019	0.207043288
10.21	0.033236783	0.011641374	0.693657838	0.176186246	0.734951796	0.173667376
10.22	0.032830764	0.01216941	0.694919875	0.159995953	0.719469152	0.169051491
10.23	0.032071266	0.013074464	0.694589	0.157537903	0.716350772	0.160934889
10.24	0.033976333	0.010894022	0.68520585	0.184016475	0.723769417	0.166671444
10.25	0.036164578	0.010865614	0.688325313	0.195664499	0.719552385	0.189673752
10.26	0.035240554	0.012664775	0.674429025	0.19603922	0.738047736	0.185915203
10.27	0.03386728	0.011970625	0.672946975	0.184999549	0.752637899	0.189505905
10.28	0.034815269	0.012933106	0.680957063	0.166851363	0.763716046	0.193580944
10.29	0.034223241	0.012014105	0.67877925	0.154025542	0.760870666	0.197280303
10.3	0.03276768	0.010473058	0.6585675	0.166165471	0.74308814	0.166195357
10.31	0.033033284	0.010505288	0.6355149	0.174426373	0.766072592	0.17690785
10.32	0.032747988	0.009977071	0.62208405	0.158117779	0.776504228	0.190800209
10.33	0.029930809	0.008821372	0.609247375	0.150068547	0.752357877	0.204316843
10.34	0.028517489	0.008812893	0.608600663	0.151375745	0.75579486	0.210270607
10.35	0.02725815	0.009075158	0.617441975	0.135650387	0.743648214	0.20837629
10.36	0.027670288	0.009403963	0.623036313	0.155148747	0.720862493	0.21702211
10.37	0.029263961	0.010177061	0.6021192	0.157553679	0.708789233	0.228464345
10.38	0.027770535	0.009969772	0.5911551	0.151653114	0.687058931	0.21224967
10.39	0.027928256	0.009761171	0.603495688	0.165190607	0.708325336	0.197869817
10.4	0.029889293	0.006776155	0.623327338	0.157094218	0.69863072	0.192760515
10.41	0.029264191	0.007235303	0.622764188	0.154559964	0.683588352	0.209339621
10.42	0.029605165	0.006946111	0.631482263	0.153161218	0.66782699	0.203511078
10.43	0.031197628	0.006294978	0.6666144	0.17591245	0.670424132	0.194143762
10.44	0.030991389	0.006981732	0.714102563	0.232066202	0.669040296	0.207039094
10.45	0.032311856	0.008744743	0.704461938	0.24209028	0.671555809	0.201986504
10.46	0.035240831	0.012823475	0.7034193	0.237793961	0.699154941	0.232717376
10.47	0.038651893	0.016779932	0.69075085	0.221467496	0.716741249	0.24412167
10.48	0.036926131	0.016456892	0.700723488	0.210582209	0.703385688	0.273062012
10.49	0.033514985	0.01439062	0.671485238	0.210113468	0.704477686	0.286103987
10.5	0.031760016	0.012341762	0.64611145	0.203083766	0.716993745	0.263818569
10.51	0.028374423	0.010205645	0.617229925	0.183486521	0.709815308	0.262433585
10.52	0.02751683	0.010547226	0.614495825	0.196671341	0.697644165	0.24989661
10.53	0.027842778	0.011115857	0.602780475	0.206759177	0.710832759	0.247729293
10.54	0.030497969	0.008910181	0.605552188	0.191211529	0.70295366	0.27121432
10.55	0.031625749	0.008884226	0.600011013	0.174078206	0.697271086	0.255505107
10.56	0.032183756	0.008870924	0.595356125	0.191553155	0.710662314	0.25496069
10.57	0.030691436	0.00731499	0.596672438	0.191626685	0.726106099	0.219963714
10.58	0.030386659	0.008324506	0.607051888	0.174156315	0.712249759	0.236498016
10.59	0.029198783	0.006803474	0.593708488	0.177690256	0.700843165	0.222417792
10.6	0.028590121	0.007145504	0.605588963	0.179759228	0.681921373	0.222500149
10.61	0.02841658	0.011404002	0.592292163	0.164045635	0.661568689	0.19066822
10.62	0.029579479	0.012899446	0.588503113	0.152148014	0.678517613	0.215720752
10.63	0.031921055	0.019160421	0.584352363	0.184081748	0.677573879	0.2371326
10.64	0.031575729	0.019489685	0.60462035	0.206069166	0.655745187	0.250832223
10.65	0.030263346	0.017229148	0.617789875	0.218334137	0.650500758	0.237147993
10.66	0.030073999	0.013115936	0.61887825	0.253694891	0.648816592	0.2350419
10.67	0.034349306	0.01203955	0.6280653	0.292004658	0.67159273	0.242378985
10.68	0.037250265	0.015221392	0.641864625	0.312609867	0.677932375	0.224115908
10.69	0.035170464	0.012417929	0.645567563	0.325147417	0.645471908	0.212387994
10.7	0.035739591	0.009848674	0.649148788	0.314931707	0.651593579	0.223129331
10.71	0.032623581	0.010655809	0.650338038	0.327516137	0.661914691	0.250591348
10.72	0.031549456	0.013323317	0.651609263	0.339863447	0.668384153	0.228328102
10.73	0.030936218	0.014958691	0.650963838	0.338409412	0.676195654	0.214089894
10.74	0.029897753	0.013439725	0.661696813	0.329037563	0.693634943	0.221843081
10.75	0.028806758	0.011520203	0.642482838	0.303712614	0.688606763	0.23449124
10.76	0.029200281	0.013347308	0.626472913	0.311450065	0.674439355	0.216493613
10.77	0.029493958	0.014774485	0.639188075	0.324962593	0.661988114	0.206063673
10.78	0.029719029	0.016424219	0.62834485	0.271571525	0.654150234	0.203586255
10.79	0.02943816	0.016374298	0.612738738	0.245679901	0.674786676	0.231504413
10.8	0.029623218	0.015239339	0.610956538	0.234849544	0.67200163	0.227767513
10.81	0.030760273	0.012610949	0.6197876	0.210526327	0.674699226	0.208397478
10.82	0.029441014	0.009314172	0.62277215	0.208281181	0.683852136	0.191881101
10.83	0.028491824	0.007803919	0.6286555	0.202234059	0.684582929	0.20423842
10.84	0.028618215	0.006834763	0.622584163	0.213516266	0.660667693	0.210998196
10.85	0.028653216	0.007436269	0.622300563	0.202257766	0.673091717	0.201851695
10.86	0.029337364	0.009033774	0.608519125	0.184527743	0.662526277	0.172088308
10.87	0.028904334	0.009278984	0.593556125	0.173387393	0.652549271	0.163620943
10.88	0.027761948	0.007626666	0.592275775	0.176663966	0.64458792	0.182175193
10.89	0.026970141	0.008176881	0.59209705	0.179755871	0.640408101	0.189753747
10.9	0.027448538	0.00902428	0.594993975	0.18764206	0.638095626	0.180856677
10.91	0.028199306	0.011471309	0.587118863	0.186850469	0.626786742	0.169537297
10.92	0.028042168	0.009776639	0.573570513	0.184313158	0.665451796	0.164405673
10.93	0.02843589	0.009303728	0.5758414	0.185098464	0.69598426	0.177249106
10.94	0.026652043	0.010740436	0.568512413	0.178508748	0.693265085	0.189163725
10.95	0.026590669	0.010322463	0.561632075	0.156005613	0.690806255	0.210212557
10.96	0.027511254	0.008397272	0.574389438	0.15751379	0.696461649	0.20300872
10.97	0.027254649	0.006803127	0.561124325	0.165007632	0.679973801	0.194060452
10.98	0.026894329	0.008037588	0.568534625	0.156066535	0.650041209	0.16901402
10.99	0.028373091	0.01182973	0.574341838	0.167594278	0.654101614	0.170180014
11	0.02906766	0.014471276	0.583541375	0.174377973	0.66201358	0.211968332
11.01	0.028566338	0.015420318	0.576622513	0.167849522	0.674351847	0.218348831
11.02	0.026584246	0.016631212	0.56888775	0.165167956	0.653275689	0.20842457
11.03	0.025252374	0.01398894	0.573727425	0.164001406	0.659849806	0.188096491
11.04	0.024856849	0.012047181	0.598699925	0.147405518	0.652147972	0.199422796
11.05	0.025699179	0.011268464	0.60546325	0.153892955	0.646372413	0.216433443
11.06	0.027183601	0.010848944	0.612590925	0.16972761	0.648830635	0.228372031
11.07	0.028704229	0.013202463	0.6157109	0.153647348	0.660243801	0.217711649
11.08	0.028879403	0.013178924	0.609811163	0.152236207	0.663391855	0.205783371
11.09	0.028181958	0.010704942	0.594593238	0.156844683	0.668613475	0.217312223
11.1	0.028405529	0.010158823	0.585575063	0.135670731	0.646158447	0.24219569
11.11	0.027764069	0.011007134	0.58847845	0.132479316	0.641187874	0.244491551
11.12	0.028034173	0.011542313	0.578105138	0.134041719	0.642971334	0.20917266
11.13	0.025840809	0.010882022	0.575036813	0.132905985	0.63827182	0.207769296
11.14	0.024225445	0.011195953	0.56173595	0.130516269	0.659514165	0.228776339
11.15	0.025646971	0.009325169	0.56842325	0.132779198	0.619592749	0.190628778
11.16	0.026287528	0.008192859	0.573323113	0.14580551	0.631742637	0.189810205
11.17	0.02607587	0.008205998	0.577321888	0.150388499	0.61516564	0.172764036
11.18	0.025660104	0.007420204	0.58002775	0.147542642	0.615015152	0.183203507
11.19	0.027005271	0.008474701	0.55954815	0.172379586	0.603480489	0.182256609
11.2	0.02639218	0.009701695	0.572338775	0.181268189	0.596776374	0.176254672
11.21	0.027307736	0.012584496	0.587300513	0.183375941	0.583200305	0.16618728
11.22	0.028343483	0.014227848	0.580596888	0.200472092	0.586715794	0.192561613
11.23	0.029236034	0.014779264	0.580591525	0.198380867	0.598768584	0.187270647
11.24	0.027390551	0.014108749	0.573330388	0.194783931	0.579932355	0.195298252
11.25	0.025200796	0.012242403	0.554149313	0.206661326	0.588213895	0.163941544
11.26	0.026211084	0.012926296	0.545592863	0.202881537	0.598014749	0.196892621
11.27	0.026906633	0.013419634	0.544913688	0.183971832	0.603688491	0.190996773
11.28	0.025266558	0.009597988	0.53950415	0.188443671	0.609209854	0.192200753
11.29	0.024983709	0.008283791	0.529342438	0.181962262	0.622540665	0.185230279
11.3	0.023324626	0.008410176	0.506817138	0.187265792	0.602359277	0.188261104
11.31	0.023084088	0.008824826	0.502232775	0.174346379	0.598603952	0.179410528
11.32	0.023201211	0.007935055	0.5140142	0.171570287	0.60813696	0.198389069
11.33	0.022735079	0.006636509	0.516678788	0.157143443	0.60539135	0.176084837
11.34	0.023087673	0.006387653	0.512659788	0.176819644	0.605875627	0.167721191
11.35	0.021889526	0.007549583	0.517487588	0.182750791	0.626683668	0.194904517
11.36	0.021979423	0.009615099	0.532513925	0.193882473	0.619477448	0.214494658
11.37	0.021259921	0.011229831	0.53591775	0.203439815	0.591782413	0.193301429
11.38	0.020900286	0.011217679	0.532400063	0.215400858	0.586012139	0.194225702
11.39	0.022385546	0.011000225	0.553211438	0.224773882	0.584894497	0.206659953
11.4	0.022794383	0.010694298	0.559945888	0.216187131	0.583839779	0.213155299
11.41	0.026402201	0.012824767	0.558011713	0.208243307	0.595983802	0.232062758
11.42	0.02849544	0.014009452	0.5669319	0.202192927	0.588442629	0.224317281
11.43	0.027367769	0.014683968	0.572483013	0.200841734	0.601662384	0.222320786
11.44	0.026089591	0.013942901	0.561621538	0.20196454	0.598236821	0.220198385
11.45	0.025415537	0.012576483	0.544175088	0.213506064	0.589615757	0.236588762
11.46	0.02673116	0.011012338	0.560889663	0.203047892	0.589843961	0.226287307
11.47	0.027410336	0.008313417	0.569660925	0.201517328	0.594946488	0.226278562
11.48	0.026970623	0.007645042	0.558761963	0.196910911	0.603715488	0.223850674
