Experiment subset: sand-gravel (SG) on rough bed
Data tables for cross sections at x= 32, 66, and 90 m are listed in succession below,
separated by blank lines and headers.				


Cross section: x = 32 m						
Column Headings: t is the time since gate release. h is the mean flow thickness. sigma is the mean						
basal total normal stress and pbed is the mean basal pore-fluid pressure. ""SD"" denotes the 						
standard deviation from the mean. 						
						
t(s)	h(m)		SD h(m)		sigma(kPa)	SD sigma(kPa)	pbed(kPa)	SD pbed(kPa)
10.11	0.050549092	0.012477739	1.068122911	0.270332214	0.955316247	0.158323478
10.12	0.052175914	0.010284574	1.067953389	0.281403762	0.932790694	0.157576581
10.13	0.053842967	0.012945484	1.081173989	0.328263654	0.913071528	0.147340938
10.14	0.052638338	0.017003332	1.074994022	0.369491011	0.945697859	0.140362851
10.15	0.052319471	0.020215164	1.062571689	0.3899195	0.967095012	0.151757995
10.16	0.049794629	0.021210238	1.029025	0.361491398	0.956019092	0.15101609
10.17	0.047532682	0.019814425	0.999822189	0.332934805	0.952117087	0.127197071
10.18	0.044426949	0.016004977	0.962919167	0.303814588	0.948670606	0.14810451
10.19	0.043168103	0.014970589	0.9415845	0.272222043	0.951279446	0.182630883
10.2	0.041956272	0.012581467	0.917375111	0.268256106	0.944408028	0.225225198
10.21	0.041097422	0.011778377	0.904215722	0.266854465	0.948063827	0.206216543
10.22	0.041396514	0.012069566	0.907658089	0.292233941	0.943732152	0.178719368
10.23	0.04151153	0.013706372	0.927334011	0.342805429	0.908374174	0.174428777
10.24	0.04355345	0.019947993	0.957449333	0.417591027	0.892476291	0.168298918
10.25	0.043838511	0.023554405	0.981284067	0.45956219	0.887793096	0.171500374
10.26	0.045391428	0.024757585	0.994393022	0.451016758	0.896793777	0.169066532
10.27	0.044078084	0.024231783	1.035706978	0.441253877	0.897481538	0.204198304
10.28	0.044985331	0.023509181	1.067850078	0.453892778	0.879005844	0.202940231
10.29	0.047252968	0.020408294	1.0926179	0.492921628	0.872339642	0.206578944
10.3	0.052057698	0.023112285	1.1122698	0.52795642	0.889666208	0.197114183
10.31	0.053765688	0.027667637	1.113304	0.537381353	0.915001252	0.212840449
10.32	0.053536032	0.034061386	1.110718111	0.529100277	0.928378285	0.247935107
10.33	0.051308474	0.032357186	1.117032933	0.504497845	0.935308429	0.281120096
10.34	0.053125876	0.030327315	1.094189278	0.462633828	0.956619706	0.304608198
10.35	0.052365253	0.028156543	1.087652633	0.419643709	0.99591338	0.352717138
10.36	0.052032183	0.028568079	1.075488867	0.370908416	1.016548235	0.380991908
10.37	0.050456904	0.026040219	1.062945967	0.339524227	1.046641004	0.425965067
10.38	0.048625818	0.022844613	1.046728056	0.31432		1.039190007	0.398090407
10.39	0.046434107	0.017893376	1.025108544	0.30290218	1.028184736	0.360149322
10.4	0.045746456	0.016880951	1.000614022	0.276757263	0.99502931	0.327342588
10.41	0.045016109	0.014327498	0.982590956	0.260388401	0.950693112	0.292923959
10.42	0.045414628	0.014013759	0.974030467	0.255267275	0.936380429	0.26529243
10.43	0.04751625	0.011316008	0.9670317	0.253185763	0.93352171	0.297408817
10.44	0.047704902	0.013573085	0.957305011	0.240250115	0.914023746	0.306385311
10.45	0.046311328	0.013645116	0.952581644	0.234342857	0.906873194	0.291932213
10.46	0.044401656	0.013613629	0.9492488	0.21472868	0.889873402	0.271837389
10.47	0.04258336	0.009284751	0.947228067	0.214973825	0.887772188	0.248245451
10.48	0.042684579	0.008472861	0.973029622	0.240966022	0.884321106	0.25315928
10.49	0.04391135	0.006737196	1.006472689	0.283157884	0.87274985	0.217076018
10.5	0.046767579	0.01197237	1.015499733	0.333120578	0.865334342	0.18794076
10.51	0.048433229	0.015978641	1.032275356	0.36090565	0.880190802	0.182668137
10.52	0.049612736	0.018276779	1.029938967	0.334404607	0.895094541	0.18217426
10.53	0.048787413	0.016523596	1.001684311	0.298305894	0.920088592	0.169518077
10.54	0.053141343	0.019541209	0.993631978	0.258642489	0.929578275	0.170973152
10.55	0.053702983	0.022914147	0.983639767	0.254262085	0.937373698	0.179917887
10.56	0.053274028	0.024003963	0.974691222	0.271857692	0.956977018	0.200756083
10.57	0.05017582	0.020403511	0.972933967	0.289269017	0.971455317	0.216707834
10.58	0.047136127	0.018113916	0.9590159	0.31097897	0.974898224	0.215363132
10.59	0.044734153	0.013683533	0.941681967	0.301186667	0.979503405	0.200482162
10.6	0.043332369	0.013042947	0.936875756	0.269135029	1.012034511	0.222125016
10.61	0.043154046	0.013824475	0.918115222	0.235822747	1.001454565	0.182655816
10.62	0.042808373	0.012501389	0.892988189	0.198110587	0.964151919	0.171146267
10.63	0.041757983	0.012889572	0.879976722	0.192644166	0.940167223	0.149471226
10.64	0.040302048	0.010640458	0.851343978	0.176785043	0.929960981	0.143742399
10.65	0.039616711	0.01022384	0.834833111	0.153034708	0.910388671	0.139695114
10.66	0.038500946	0.008608801	0.8229303	0.133974093	0.883884248	0.131358713
10.67	0.037151674	0.007801573	0.816782944	0.139267126	0.861201073	0.135271005
10.68	0.036032772	0.008374919	0.802530733	0.153098728	0.861104882	0.128060972
10.69	0.035649437	0.008300464	0.795477178	0.152345433	0.857838609	0.133335043
10.7	0.035059059	0.007923608	0.786729122	0.162268523	0.851003369	0.145482274
10.71	0.036290872	0.008448268	0.785915867	0.168142348	0.819696023	0.152428683
10.72	0.037025777	0.008610748	0.778738956	0.173642666	0.812318159	0.156073238
10.73	0.036603357	0.007488968	0.771895711	0.168647738	0.801824812	0.158175169
10.74	0.036024428	0.008406178	0.7629982	0.158800701	0.809727619	0.165374381
10.75	0.035534979	0.009315216	0.755583589	0.144450375	0.813458731	0.170130911
10.76	0.033012004	0.008470475	0.756810833	0.123702465	0.808938607	0.169552004
10.77	0.031795828	0.008899764	0.764694156	0.110937019	0.826072245	0.183424094
10.78	0.034495053	0.012473421	0.775669478	0.133052997	0.840474024	0.203682717
10.79	0.036810634	0.015849271	0.7990469	0.18098661	0.868758698	0.251315204
10.8	0.040298513	0.021438074	0.826761067	0.230249594	0.901838643	0.291005818
10.81	0.042722592	0.026614777	0.843614022	0.269700354	0.917702838	0.346888129
10.82	0.043024614	0.028870108	0.849544733	0.288827525	0.914669891	0.376290443
10.83	0.040865114	0.027834752	0.842530644	0.290086393	0.912071969	0.377585523
10.84	0.038468934	0.02583674	0.839106467	0.269780479	0.89688905	0.369544737
10.85	0.037967047	0.023718111	0.835776289	0.248387608	0.883098436	0.33512239
10.86	0.036646008	0.019445377	0.832774178	0.229669027	0.877749951	0.306690306
10.87	0.036394623	0.018486053	0.829552567	0.225463452	0.875753201	0.283807623
10.88	0.035492067	0.016567657	0.826244	0.216404835	0.860527665	0.250889557
10.89	0.036997252	0.016014402	0.822178933	0.216396207	0.83750594	0.246110154
10.9	0.037537189	0.014631665	0.823810456	0.230803293	0.84099391	0.232237559
10.91	0.037470924	0.014768808	0.830806189	0.257730142	0.83970704	0.227031643
10.92	0.037893743	0.012568094	0.842899567	0.292904377	0.827184702	0.212117689
10.93	0.037217181	0.014152864	0.841825333	0.3164764	0.829670633	0.188638262
10.94	0.037749236	0.018940872	0.8319942	0.305883548	0.849656927	0.194168837
10.95	0.037674666	0.020080768	0.827487867	0.297930934	0.868165092	0.201685277
10.96	0.037390443	0.019746238	0.806335811	0.287838192	0.846489792	0.183873766
10.97	0.036191404	0.01679702	0.787791989	0.267142204	0.852185467	0.186597311
10.98	0.035697518	0.016168487	0.78797		0.24368139	0.867780341	0.185804757
10.99	0.035975786	0.014516907	0.804232922	0.223110557	0.866930181	0.177340632
11	0.038345091	0.011157954	0.812905567	0.236523647	0.862486063	0.164709491
11.01	0.038002477	0.012611833	0.817917811	0.241490968	0.875642044	0.157839543
11.02	0.037204113	0.013919981	0.818862211	0.245331692	0.883727919	0.166997949
11.03	0.036570979	0.014395472	0.836208211	0.254804149	0.868773301	0.16577749
11.04	0.035872779	0.015079823	0.8619763	0.270261898	0.855331446	0.161023358
11.05	0.036588181	0.014299918	0.872152633	0.27284688	0.842960465	0.144183964
11.06	0.037757908	0.013589882	0.899231533	0.280423096	0.841952032	0.154362407
11.07	0.039094136	0.013873111	0.925386811	0.307585502	0.814616867	0.130321192
11.08	0.039863022	0.014837955	0.960848044	0.368412681	0.820421585	0.133700955
11.09	0.045234804	0.017542176	0.995928233	0.445595805	0.839442611	0.157545556
11.1	0.04977046	0.024635529	1.027078167	0.50506193	0.862214806	0.145372882
11.11	0.050666359	0.029708384	1.009585667	0.511317787	0.844600009	0.146243637
11.12	0.051327391	0.033030119	0.984067589	0.49836325	0.842268388	0.14645738
11.13	0.049343987	0.033586726	0.955230011	0.482438301	0.855878716	0.153426372
11.14	0.048557567	0.034186986	0.92553		0.447903782	0.904078307	0.175792293
11.15	0.045375881	0.028699992	0.903731078	0.399746563	0.94209052	0.196839495
11.16	0.044159247	0.025746324	0.883412922	0.350858407	0.937401393	0.170451958
11.17	0.039795753	0.016482676	0.866426256	0.302751511	0.930083321	0.1698131
11.18	0.039044336	0.015190819	0.8566113	0.307663153	0.912923642	0.19412019
11.19	0.038392794	0.015639436	0.848328633	0.289794096	0.909586936	0.204398453
11.2	0.038268648	0.015963665	0.841856844	0.270209927	0.913090365	0.210971445
11.21	0.038950318	0.013652285	0.820762456	0.264971284	0.937428006	0.22010348
11.22	0.037594572	0.011471814	0.800855711	0.240319312	0.915776019	0.205394072
11.23	0.035516051	0.011063831	0.792062022	0.228340459	0.899730415	0.178901371
11.24	0.034333172	0.010904218	0.787843667	0.216131717	0.859798278	0.177724886
11.25	0.034571762	0.00894751	0.776582389	0.215277019	0.844580319	0.168565506
11.26	0.034165901	0.008814276	0.772017678	0.207657787	0.820666969	0.169705434
11.27	0.034075708	0.008867594	0.7639253	0.197638318	0.828565777	0.157383789
11.28	0.0337685	0.009365065	0.7676881	0.217543143	0.832294495	0.162320112
11.29	0.034057729	0.008864192	0.773382278	0.227410692	0.827845516	0.146663251
11.3	0.034297824	0.009123777	0.779747067	0.241888846	0.811468497	0.153953526
11.31	0.03471565	0.009605334	0.781188667	0.237661319	0.818184961	0.161776224
11.32	0.033835277	0.011706068	0.7762331	0.235252505	0.818715096	0.160225787
11.33	0.034076982	0.012606914	0.778838889	0.224516747	0.830590756	0.145595648
11.34	0.034337998	0.009071717	0.785103033	0.226285923	0.824217369	0.146520331
11.35	0.034307546	0.007767547	0.793608389	0.231916216	0.830549545	0.150162035
11.36	0.035389674	0.007724488	0.788485389	0.241596065	0.8230006	0.163118203
11.37	0.035909451	0.0092214	0.7755657	0.24365903	0.831773416	0.151466557
11.38	0.036657428	0.010813952	0.768021967	0.22697956	0.818845001	0.147153627
11.39	0.035416708	0.009760814	0.769128533	0.207834058	0.804777731	0.146643897
11.4	0.033625947	0.008582643	0.759734144	0.199811644	0.810312878	0.150218437
11.41	0.031438851	0.007237923	0.747005067	0.196759582	0.792483369	0.155769772
11.42	0.031335563	0.006431558	0.753944933	0.206704904	0.793477619	0.149754531
11.43	0.031547044	0.006764417	0.761479378	0.239643177	0.786920444	0.156665626
11.44	0.031737191	0.007244168	0.772952089	0.266631687	0.789147769	0.169311423
11.45	0.035797483	0.017084557	0.766725844	0.275800601	0.796376472	0.194077073
11.46	0.035042174	0.013699765	0.737282678	0.229710659	0.808804553	0.204731782
11.47	0.034623569	0.013067306	0.726380967	0.219592626	0.821252594	0.203585353
11.48	0.033151778	0.012476978	0.725136167	0.200846068	0.813163674	0.191245148
11.49	0.032077253	0.012422835	0.726405667	0.195628598	0.806249471	0.207952846
11.5	0.031301266	0.012583416	0.723335	0.190218177	0.810044414	0.206495003
11.51	0.029038489	0.012562746	0.721787756	0.186166307	0.817316108	0.208172031
11.52	0.029240461	0.012074551	0.713220889	0.194574915	0.817763776	0.221423232
11.53	0.030490789	0.011336788	0.705774778	0.19379512	0.809997642	0.20692248
11.54	0.030752133	0.011640153	0.717234722	0.173993643	0.809501131	0.206896107
11.55	0.031985308	0.011842247	0.724651567	0.155992952	0.798279626	0.216769506
11.56	0.032214842	0.011351234	0.734696544	0.145854011	0.788180386	0.228687075
11.57	0.031438004	0.010530933	0.755370933	0.143252324	0.792563548	0.25158071
11.58	0.03137333	0.012152838	0.769213111	0.162522484	0.789041437	0.266240561
11.59	0.03393827	0.016652251	0.784563456	0.172347026	0.780941152	0.273231331
11.6	0.037384237	0.020303724	0.796322144	0.181269063	0.80779397	0.282246981
11.61	0.038623766	0.021477652	0.804663222	0.180383747	0.808829226	0.285139782
11.62	0.039238384	0.020020497	0.803697911	0.179339241	0.832218303	0.29143682
11.63	0.039391134	0.016480136	0.792396833	0.162883211	0.851310004	0.304511448
11.64	0.039267016	0.015192225	0.779355044	0.149058462	0.811833974	0.283029517
11.65	0.036388272	0.012640558	0.7614184	0.140768106	0.818703146	0.257640012
11.66	0.034393583	0.01163841	0.736670756	0.139857437	0.800045269	0.265276748
11.67	0.032479393	0.010778487	0.718523611	0.113615399	0.782722769	0.265114
11.68	0.031933966	0.009756719	0.714509467	0.107892964	0.771807825	0.242131868
11.69	0.030926048	0.008472944	0.703983211	0.10767099	0.777884494	0.223554245
11.7	0.031109868	0.006071234	0.687334678	0.105101374	0.76850503	0.214953902
11.71	0.030402254	0.006429313	0.669956367	0.100856922	0.770796468	0.202806917
11.72	0.029352276	0.006713109	0.6624934	0.105949322	0.762659654	0.172054147
11.73	0.028237321	0.006239141	0.661112444	0.107885858	0.742417075	0.180541564
11.74	0.02842292	0.006742794	0.659540289	0.107168371	0.750641201	0.173987957
11.75	0.027915142	0.008123546	0.665392222	0.112611663	0.7496678	0.182952282
11.76	0.028169599	0.009733634	0.695333044	0.122171242	0.756513609	0.177735295
11.77	0.028582864	0.010846763	0.701494278	0.143233403	0.748703427	0.162486461
11.78	0.029975848	0.013050924	0.708205111	0.166901421	0.765308544	0.178101748
11.79	0.031590492	0.01270775	0.717551078	0.172885193	0.775112119	0.179289161
11.8	0.033371638	0.011445996	0.716252867	0.152568939	0.766639002	0.161458808
11.81	0.03374622	0.012176559	0.711046322	0.141322299	0.779322223	0.157737536
11.82	0.032305526	0.011287751	0.722778433	0.148577913	0.792213247	0.153983176
11.83	0.031843236	0.00924918	0.728931122	0.154156512	0.78916967	0.160111443
11.84	0.031902523	0.006088592	0.730663133	0.164310053	0.795520145	0.167685749
11.85	0.032342538	0.007179204	0.728141033	0.167554346	0.795155832	0.180096117
11.86	0.032116721	0.00804471	0.7333764	0.176262101	0.78447458	0.170157155
11.87	0.033216977	0.008759247	0.733971367	0.170315475	0.788807882	0.179243658
11.88	0.032191392	0.008723897	0.745401433	0.171790976	0.77409416	0.179858226
11.89	0.031912099	0.010626187	0.746605878	0.178784061	0.780531756	0.174934403
11.9	0.032760264	0.010082676	0.770455367	0.203791685	0.783597666	0.151806605
11.91	0.036089092	0.011826226	0.7957122	0.247229618	0.781039519	0.172770682
11.92	0.037050491	0.017087561	0.823108944	0.30279322	0.783927447	0.1722107
11.93	0.039519018	0.020815273	0.855356589	0.363662789	0.795412386	0.177660951
11.94	0.040507316	0.022623555	0.894213722	0.423380046	0.806295178	0.173158714
11.95	0.042106042	0.022676069	0.909656633	0.42584025	0.817082289	0.160028181
11.96	0.043971367	0.025555634	0.919558389	0.448483062	0.816693995	0.156095372
11.97	0.044326856	0.027892566	0.930633622	0.467958571	0.809403722	0.167644044
11.98	0.043081986	0.026930374	0.919616922	0.464584691	0.820414839	0.172756657
11.99	0.040811059	0.023362008	0.9103308	0.429380631	0.829989387	0.171287612
12	0.039134184	0.02032867	0.895464733	0.378058678	0.858661481	0.161374719
12.01	0.038897033	0.018233535	0.8849873	0.354347015	0.871387161	0.16245325
12.02	0.037719068	0.016260102	0.864899511	0.315315118	0.899087279	0.173170694
12.03	0.04064371	0.014799561	0.866997333	0.287819713	0.918177798	0.194601357
12.04	0.041478639	0.017566523	0.866361956	0.260908439	0.908825626	0.216759185
12.05	0.043765216	0.019684506	0.873659289	0.245096628	0.945333181	0.244776536
12.06	0.040834749	0.015401793	0.871413178	0.217941875	0.941348106	0.261245918
12.07	0.039656987	0.013380485	0.876497667	0.203887842	0.943372238	0.254225447
12.08	0.039531964	0.012499325	0.882510844	0.19678656	0.937734538	0.2900296
12.09	0.039330579	0.012058426	0.889347	0.201615279	0.93229633	0.278805612
12.1	0.040566442	0.01349973	0.8930592	0.206418477	0.924838659	0.275361773
12.11	0.041172097	0.018356217	0.880504889	0.21514241	0.915398441	0.268881177
12.12	0.040705374	0.020999217	0.875377867	0.227724954	0.896948897	0.270009917
12.13	0.039544516	0.021198621	0.867449444	0.23253225	0.872545951	0.303573174
12.14	0.039981	0.020171234	0.847710778	0.224576929	0.846470639	0.335924478
12.15	0.039673156	0.019792638	0.837477456	0.214512779	0.845019126	0.325546531
12.16	0.039517714	0.016890604	0.823370578	0.196663403	0.851319063	0.318848787
12.17	0.037528717	0.015796618	0.806684778	0.181818471	0.845178585	0.316488551
12.18	0.03474751	0.014624259	0.782881978	0.164290349	0.831608492	0.307274418
12.19	0.033722243	0.011938212	0.772592056	0.155798439	0.81235203	0.279990609
12.2	0.033526998	0.011039818	0.764025622	0.137743555	0.803864447	0.240256593
12.21	0.033990564	0.009988641	0.743881056	0.135601295	0.770489827	0.210043693
12.22	0.033267947	0.009228107	0.7349159	0.133292085	0.770823898	0.194875999
12.23	0.033046092	0.008841218	0.720845156	0.134243408	0.769111643	0.19916114
12.24	0.031715056	0.007907684	0.709214322	0.13899064	0.764185828	0.195846898
12.25	0.03084941	0.007475752	0.697869567	0.131842156	0.770214947	0.203082947
12.26	0.030871553	0.007205232	0.698513722	0.137560702	0.746899807	0.214998125
12.27	0.030862594	0.006555908	0.713634333	0.167474448	0.754446836	0.189426079
12.28	0.030390457	0.006570264	0.723641833	0.183546785	0.742848208	0.19808564
12.29	0.031039949	0.007942128	0.726516911	0.190423143	0.747960181	0.194204568
12.3	0.031934764	0.008043914	0.725748556	0.181696719	0.737341974	0.182892304
12.31	0.032897537	0.007930329	0.712285244	0.161994674	0.746099033	0.183404134
12.32	0.033318994	0.007843765	0.704593544	0.151225079	0.763368103	0.184405779
12.33	0.032689343	0.00743872	0.690438378	0.145577373	0.759682742	0.170216235
12.34	0.031339206	0.007604013	0.688922644	0.146005808	0.76171187	0.151866828
12.35	0.031430309	0.008042332	0.684881011	0.135132196	0.75763523	0.166410295
12.36	0.031304751	0.007837425	0.675577511	0.128968379	0.768408397	0.17298503
12.37	0.030694557	0.007435515	0.676340044	0.122896543	0.738645544	0.195033583
12.38	0.030000843	0.007701107	0.667691022	0.128307552	0.741388991	0.175625784
12.39	0.028905928	0.007772053	0.669087611	0.130598543	0.748656098	0.186687273
12.4	0.030101847	0.004061415	0.672417078	0.133882115	0.762371097	0.197750288
12.41	0.030616641	0.004132876	0.678609433	0.135496317	0.75687378	0.201992546
12.42	0.029510064	0.005862396	0.680770867	0.146540436	0.743385048	0.195701443
12.43	0.028748127	0.005321322	0.683814978	0.165977749	0.732468269	0.191053112
12.44	0.029903852	0.005787254	0.683235189	0.17077235	0.740433134	0.178210559
12.45	0.028963603	0.007370065	0.688068122	0.178923634	0.744208399	0.168410221
12.46	0.028286457	0.008520571	0.6844291	0.197023069	0.743054159	0.185208833
12.47	0.028626899	0.010725988	0.682287689	0.208401186	0.741120606	0.194837306
12.48	0.029696079	0.014069198	0.687186011	0.219776833	0.713727752	0.191530837
12.49	0.030018506	0.014614073	0.691713867	0.223108199	0.722295588	0.184116108
12.5	0.029956332	0.014485042	0.685225022	0.215910664	0.73198829	0.174889482
12.51	0.029459077	0.012910336	0.676023378	0.201517113	0.738510794	0.172762609
12.52	0.030509723	0.013012733	0.669847544	0.175820889	0.740035472	0.166735913
12.53	0.03042677	0.013291105	0.664202656	0.154798637	0.747741531	0.163955696
12.54	0.029573602	0.009960478	0.660967633	0.127783905	0.753723118	0.157952065
12.55	0.029139328	0.008169308	0.664582822	0.120796001	0.766103663	0.151635898
12.56	0.02797336	0.007647389	0.671656567	0.122033197	0.779147829	0.155059537
12.57	0.029292677	0.011410207	0.6697546	0.129849496	0.771793125	0.153909825
12.58	0.029746594	0.011849564	0.662092544	0.130619076	0.770199969	0.159622212
12.59	0.029134273	0.011361938	0.667015844	0.130215708	0.752495102	0.176356253
12.6	0.028131656	0.010087669	0.668014778	0.118287309	0.763771417	0.162173667
12.61	0.027977106	0.009748064	0.670647456	0.121530785	0.780565023	0.157137519
12.62	0.02792078	0.008258499	0.680630178	0.148073272	0.79701885	0.148465844
12.63	0.029923299	0.010257055	0.696951378	0.176863302	0.791537829	0.142133526
12.64	0.031876378	0.015565935	0.705225111	0.191053123	0.821725706	0.166371335
12.65	0.032057852	0.016493309	0.696373489	0.159315716	0.799061479	0.154204943
12.66	0.029382984	0.010002702	0.656868533	0.120399774	0.779805933	0.150289402
12.67	0.028678807	0.008868988	0.6481238	0.107213179	0.759292893	0.156966381
12.68	0.028574419	0.008836366	0.640113767	0.101641422	0.76721146	0.15822194
12.69	0.028763119	0.009765651	0.631169078	0.106683139	0.756525999	0.164466781
12.7	0.028039617	0.010283586	0.620506144	0.116047274	0.734841668	0.160799372
12.71	0.027789956	0.011023154	0.624181189	0.122188999	0.705939915	0.154514439
12.72	0.027692167	0.011200923	0.6338065	0.130198043	0.692045395	0.147134401
12.73	0.027094881	0.010720825	0.635437322	0.146790684	0.695985263	0.151912866
12.74	0.026378571	0.01008387	0.630225144	0.15230758	0.696937027	0.141468865
12.75	0.026101009	0.009668935	0.6307275	0.156059018	0.721299596	0.133203469
12.76	0.026822076	0.010030351	0.634713433	0.160869358	0.726946382	0.144062447
12.77	0.027215996	0.010550995	0.640505433	0.15842337	0.746288277	0.137254001
12.78	0.030161438	0.011747571	0.641390489	0.159570108	0.724554979	0.147007996
12.79	0.029091194	0.010755913	0.642202844	0.156616246	0.73786414	0.13697523
12.8	0.028269842	0.008672157	0.654806956	0.153240573	0.731122044	0.147579514
12.81	0.027515582	0.008378151	0.658263878	0.153576473	0.733750099	0.145391395
12.82	0.028213884	0.006545522	0.673511456	0.152027116	0.715328648	0.149561586
12.83	0.028012709	0.005451406	0.687226689	0.139999308	0.723204673	0.153029115
12.84	0.027494509	0.005451813	0.705409878	0.13106354	0.731119107	0.161206765
12.85	0.028835647	0.006929624	0.721946833	0.119012793	0.730300728	0.210800916
12.86	0.02919726	0.007428275	0.734438222	0.118771557	0.759921107	0.224273533
12.87	0.031946036	0.010339479	0.741297556	0.117723273	0.766255703	0.249515635
12.88	0.032943407	0.009847303	0.755475356	0.131128146	0.781755153	0.274583584
12.89	0.036099438	0.014316791	0.755433156	0.138635502	0.789823686	0.307146011
12.9	0.037101749	0.017621764	0.748560278	0.140033977	0.802704631	0.311102086
12.91	0.037812426	0.020001135	0.744940867	0.142951857	0.79894468	0.319659161
12.92	0.037140023	0.019087071	0.740158589	0.139228389	0.79272902	0.308810795
12.93	0.036097997	0.017987372	0.741880289	0.14000795	0.791535921	0.294373148
12.94	0.03473883	0.016240707	0.735744233	0.136099824	0.808266223	0.289636174
12.95	0.033369019	0.013945941	0.740511111	0.135387479	0.819123018	0.291372336
12.96	0.03208515	0.013554598	0.744712133	0.12714539	0.795614747	0.299794752
12.97	0.030345789	0.012692192	0.736889489	0.11565336	0.790722358	0.282879317
12.98	0.030525788	0.012283384	0.726945656	0.09653045	0.787099659	0.228532464
12.99	0.030526011	0.012294644	0.7235904	0.098889617	0.804730001	0.204899463
13	0.031766343	0.013023569	0.719479956	0.093905328	0.812314669	0.209332852
13.01	0.032987422	0.013768815	0.711290733	0.099127269	0.814545994	0.198338201
13.02	0.033309721	0.012711817	0.705495367	0.095308348	0.768599207	0.196768282
13.03	0.033002324	0.012894671	0.694161833	0.099736673	0.757771778	0.20046031
13.04	0.032216986	0.011672562	0.691679211	0.103628679	0.755168969	0.190463677
13.05	0.030659081	0.010981536	0.683813522	0.104539618	0.766532094	0.187656804
13.06	0.029376392	0.010407549	0.677244222	0.10486203	0.752417662	0.188616618
13.07	0.028619866	0.010163952	0.6654647	0.106368272	0.747822487	0.183166109
13.08	0.027006269	0.007780299	0.661105222	0.1093623	0.732586565	0.19361794
13.09	0.027172801	0.006831583	0.662278567	0.11813811	0.737935669	0.198796184
13.1	0.029377292	0.009065462	0.665149222	0.122057508	0.740043415	0.192585499
13.11	0.029545879	0.007855154	0.658518889	0.127579085	0.747279073	0.189571905
13.12	0.029950139	0.008618556	0.666679389	0.133778797	0.752260916	0.193239122
13.13	0.029273564	0.008585253	0.678095889	0.14568518	0.741829716	0.186296364
13.14	0.02882759	0.008416291	0.691317489	0.160760283	0.73593235	0.17739388
13.15	0.028288356	0.008430142	0.714149633	0.180259188	0.731600449	0.166051304
13.16	0.029117736	0.008343313	0.724622033	0.19544814	0.736211289	0.161184788
13.17	0.029235214	0.010018612	0.725552278	0.21099211	0.719247658	0.161065001
13.18	0.033033778	0.015431086	0.720128722	0.214641206	0.729903875	0.172521041
13.19	0.032733462	0.015272827	0.721294	0.217449642	0.720999654	0.168983597
13.2	0.033764409	0.017545503	0.715563222	0.217971108	0.733393313	0.169382327
13.21	0.031915668	0.017015484	0.707797289	0.212393243	0.72245274	0.162484538
13.22	0.031323811	0.016000879	0.697224922	0.197780402	0.713043423	0.16401045
13.23	0.03125094	0.014547531	0.703244511	0.192082998	0.706340925	0.174069609
13.24	0.029974537	0.013350195	0.711383644	0.185464871	0.706432937	0.166086822
13.25	0.028745739	0.012298274	0.719647	0.189527406	0.72693336	0.160562863
13.26	0.028955874	0.009701568	0.728405911	0.211137908	0.736142825	0.174540644
13.27	0.030088202	0.00845594	0.748388922	0.222240384	0.735555972	0.174949901
13.28	0.032006151	0.007925161	0.760926856	0.248302546	0.745239771	0.180281784
13.29	0.036024689	0.01249363	0.770489578	0.260606199	0.776480152	0.182785475
13.3	0.039143121	0.016492416	0.781892533	0.266694226	0.778931643	0.170771326
13.31	0.039752121	0.017631451	0.782664644	0.278905709	0.768530519	0.146354979
13.32	0.039454544	0.015159299	0.778467089	0.279771256	0.757362163	0.156573848
13.33	0.036595009	0.0111125	0.758062222	0.262854832	0.739984684	0.190835094
13.34	0.033959708	0.00953695	0.738497522	0.244268649	0.754651959	0.189652459
13.35	0.032447706	0.007965057	0.719884356	0.227849158	0.762834074	0.194761774
13.36	0.03142072	0.00807975	0.702972111	0.217192357	0.776439951	0.200721232
13.37	0.030619884	0.008310581	0.690109133	0.20931971	0.779773747	0.231685859
13.38	0.029724299	0.008629166	0.681821778	0.203576572	0.767100172	0.234895438
13.39	0.028507704	0.00922622	0.664473033	0.184983205	0.773048181	0.232909725
13.4	0.028583412	0.009027852	0.642503578	0.176429885	0.761124262	0.227878572
13.41	0.028690747	0.008557761	0.631878344	0.172374952	0.760411542	0.208485516
13.42	0.027719534	0.008199791	0.6383148	0.169600025	0.748063187	0.189825312
13.43	0.026496529	0.008794254	0.628424811	0.171326073	0.743556169	0.179567419
13.44	0.025844746	0.008720268	0.624640611	0.163565708	0.734732406	0.181535902
13.45	0.025841622	0.008376693	0.623656567	0.161846511	0.734228471	0.174839141
13.46	0.025649311	0.007538014	0.625119233	0.158492227	0.736246783	0.172249073
13.47	0.025095169	0.007348412	0.609981967	0.152367434	0.730186631	0.16250714
13.48	0.025270593	0.006071589	0.607917044	0.139992929	0.72394129	0.165440699
13.49	0.025261916	0.005762179	0.611620656	0.137575341	0.723146732	0.167913464
13.5	0.025611894	0.006373718	0.607156611	0.125266802	0.707450177	0.183226235
13.51	0.025228132	0.006419809	0.608298644	0.122752997	0.707642987	0.183372365
13.52	0.025708247	0.006482822	0.613688433	0.123677829	0.721063233	0.169301173
13.53	0.025820553	0.00806781	0.613571089	0.116692845	0.720932332	0.155742824
13.54	0.026689502	0.009027539	0.623081656	0.12081413	0.719581998	0.154659213
