Experiment subset: sand-gravel (SG) on rough bed
Data tables for cross sections at x= 32, 66, and 90 m are listed in succession below,
separated by blank lines and headers.				


Cross section: x = 32 m						
Column Headings: t is the time since gate release. h is the mean flow thickness. sigma is the mean						
basal total normal stress and pbed is the mean basal pore-fluid pressure. ""SD"" denotes the 						
standard deviation from the mean. 						
						
t(s)	h(m)		SD h(m)		sigma(kPa)	SD sigma(kPa)	pbed(kPa)	SD pbed(kPa)
11.46	0.135737767	0.027218662	2.443321778	0.80676455	1.511660104	0.433218899
11.47	0.136733744	0.027933259	2.428765667	0.84034449	1.590086453	0.404709518
11.48	0.136435744	0.028366781	2.353155778	0.802542103	1.602086857	0.470810748
11.49	0.1379611	0.029872446	2.277511333	0.658937107	1.493210041	0.697151001
11.5	0.139077978	0.030576045	2.295121	0.620791954	1.661103128	0.514416834
11.51	0.138415844	0.028637581	2.325716556	0.557411182	1.705245696	0.356677015
11.52	0.138646967	0.029067759	2.392189889	0.55670713	1.690558676	0.459736269
11.53	0.139326511	0.028971001	2.460956889	0.592233184	1.631509835	0.544710924
11.54	0.141408011	0.026109992	2.473111778	0.582197822	1.592779555	0.546726342
11.55	0.1433233	0.027737482	2.483408889	0.617664083	1.639900407	0.36397014
11.56	0.141443944	0.025983365	2.386271333	0.626909207	1.697278035	0.470736796
11.57	0.143675922	0.025522194	2.355156	0.661945638	1.683439274	0.584182118
11.58	0.140968356	0.025827205	2.286651333	0.643915811	1.567666626	0.43712676
11.59	0.1386165	0.025327881	2.279341111	0.615433401	1.455774853	0.469885358
11.6	0.136226967	0.024095044	2.294224444	0.607417725	1.406131974	0.626847638
11.61	0.133659278	0.023134813	2.330273889	0.589915682	1.663126807	0.463681294
11.62	0.131384089	0.021599863	2.317993556	0.623651676	1.675941711	0.232189881
11.63	0.132362989	0.018633317	2.271920111	0.591541237	1.483273273	0.463786559
11.64	0.134883311	0.013854354	2.279530444	0.559015417	1.376302514	0.370366296
11.65	0.136285022	0.014930329	2.269233222	0.527872459	1.573724982	0.246507277
11.66	0.133904	0.015343611	2.243762889	0.524792147	1.516297596	0.338102884
11.67	0.132551178	0.014368514	2.276479111	0.552068834	1.36545432	0.387446274
11.68	0.130033344	0.013054597	2.275292111	0.59885238	1.398559719	0.353303336
11.69	0.128343644	0.013480126	2.203627444	0.619769046	1.594285672	0.354908662
11.7	0.127717167	0.012903493	2.162921222	0.647233273	1.528282898	0.305279047
11.71	0.129293533	0.015720272	2.155782667	0.601952446	1.424363423	0.297716318
11.72	0.128417211	0.017298114	2.201112333	0.580364661	1.452235996	0.301514943
11.73	0.124027878	0.01581902	2.254816889	0.5999131	1.561070357	0.277056289
11.74	0.122411389	0.012515471	2.215404333	0.621144586	1.319716561	0.390457545
11.75	0.123471322	0.013920964	2.150093444	0.623766726	1.316888213	0.37679328
11.76	0.122896322	0.017141996	2.162844444	0.683956392	1.47909057	0.383124064
11.77	0.124004478	0.019356405	2.170195222	0.772380063	1.421480845	0.55414819
11.78	0.127102522	0.019558104	2.190451667	0.762567424	1.453545618	0.351123681
11.79	0.1276503	0.023164812	2.199232111	0.733715576	1.520476444	0.334386938
11.8	0.128731056	0.024467852	2.239025333	0.720380342	1.539367152	0.379142985
11.81	0.135299733	0.028570881	2.281888111	0.756084002	1.572380922	0.518648733
11.82	0.141654467	0.033781171	2.354034111	0.797366628	1.466806001	0.688856633
11.83	0.141934433	0.036205784	2.392017667	0.772507772	1.62227447	0.611916452
11.84	0.139476056	0.034609527	2.304693333	0.779698019	1.598296665	0.543107932
11.85	0.138671622	0.038236916	2.282973222	0.712900721	1.517157774	0.405273895
11.86	0.135353	0.033271075	2.237820111	0.66627561	1.483622989	0.48080426
11.87	0.131733267	0.029437515	2.174266667	0.646155051	1.519774456	0.444610405
11.88	0.131658511	0.030131291	2.145578556	0.603774551	1.526785287	0.451067299
11.89	0.128661989	0.030331887	2.148024556	0.604508094	1.442174907	0.372055678
11.9	0.128881344	0.027701615	2.167385778	0.618276082	1.458018017	0.24245529
11.91	0.126557256	0.025530451	2.218786333	0.687286915	1.412353222	0.422220126
11.92	0.124181556	0.025707214	2.178507111	0.68197296	1.314255401	0.522963133
11.93	0.125381367	0.023039344	2.075293667	0.609003535	1.277795067	0.523596409
11.94	0.122888333	0.0219609	1.989281333	0.569480798	1.325882615	0.351240065
11.95	0.119927478	0.021928603	2.024397333	0.559921165	1.373950299	0.250702624
11.96	0.118237956	0.020523651	1.990626222	0.61025621	1.508645141	0.293277307
11.97	0.1146909	0.02130459	1.960956667	0.611862549	1.340713205	0.455601538
11.98	0.1162041	0.021435516	1.976086889	0.577022905	1.303212176	0.428048739
11.99	0.116068022	0.020457391	2.014271111	0.569220863	1.313959415	0.363350869
12	0.1178449	0.020248743	2.068666	0.548792647	1.285323285	0.464837006
12.01	0.114890856	0.01925954	2.092261222	0.538494398	1.278374317	0.409842783
12.02	0.115321511	0.019136868	2.083200222	0.529836644	1.348682757	0.279928947
12.03	0.116658433	0.019604679	2.049094333	0.513664061	1.372242506	0.354631643
12.04	0.114653967	0.017638169	2.026851111	0.553042779	1.40002713	0.422387831
12.05	0.114097778	0.018250412	2.004676556	0.653640033	1.437753865	0.437629811
12.06	0.114567833	0.016662653	1.997571222	0.661535901	1.441196429	0.22712155
12.07	0.112574667	0.017642047	1.996682778	0.63362253	1.387330621	0.315464194
12.08	0.116183278	0.017263323	1.976254667	0.574302447	1.388824094	0.40967134
12.09	0.116749556	0.023260627	2.012563444	0.579303558	1.408495209	0.463019982
12.1	0.1181389	0.024910035	2.005570889	0.62382185	1.355389841	0.424711518
12.11	0.120734389	0.028185599	2.04406		0.656977804	1.403427181	0.375060326
12.12	0.127978956	0.029364067	2.124487222	0.735614163	1.449720687	0.349915351
12.13	0.132655378	0.034469211	2.185594111	0.750242917	1.335666644	0.519044191
12.14	0.135301189	0.032974244	2.189002222	0.784712897	1.311778869	0.457274229
12.15	0.133094778	0.026823937	2.226497111	0.798849058	1.447749296	0.190813997
12.16	0.130061922	0.02162254	2.231638889	0.781550879	1.461936009	0.325740498
12.17	0.126599378	0.018581191	2.159058333	0.739356637	1.315570135	0.350416908
12.18	0.122653556	0.016485663	2.120908667	0.682245169	1.319026946	0.492937035
12.19	0.119100144	0.015098584	2.016029556	0.623398028	1.343052961	0.308609279
12.2	0.114899844	0.015467953	1.964154333	0.596155941	1.274329919	0.23211664
12.21	0.113634644	0.014508562	1.948359	0.599027736	1.257980018	0.260769229
12.22	0.111332022	0.015069239	1.905852667	0.628438063	1.297017737	0.367408326
12.23	0.109116557	0.015683297	1.917756111	0.590053801	1.369826532	0.281182972
12.24	0.105654594	0.015751709	1.886726333	0.576391712	1.24675639	0.212790805
12.25	0.103162837	0.01511199	1.850139556	0.530270526	1.24797853	0.229831539
12.26	0.104506333	0.014513735	1.867533667	0.466057927	1.269559201	0.266200959
12.27	0.108631378	0.015020317	1.885158667	0.445919314	1.256753018	0.276599342
12.28	0.108504978	0.014216478	1.847167778	0.451521905	1.218799041	0.451055474
12.29	0.109706376	0.016902034	1.857639111	0.468144145	1.222950731	0.582747736
12.3	0.11533		0.023649296	1.848820889	0.496418794	1.347417302	0.406298119
12.31	0.117080377	0.030555039	1.898773556	0.506932741	1.389008613	0.381798201
12.32	0.116150344	0.030595945	1.836238667	0.480768563	1.414764507	0.358654721
12.33	0.113628633	0.023659651	1.839583778	0.479809059	1.450430531	0.339872958
12.34	0.11035701	0.021200828	1.885402111	0.509028476	1.31205092	0.286515638
12.35	0.111398989	0.021171948	1.826029333	0.484964068	1.260542397	0.501672759
12.36	0.112214922	0.021635142	1.852543556	0.470858259	1.25376923	0.49558895
12.37	0.110357556	0.022590686	1.848166444	0.47740356	1.383023474	0.354769614
12.38	0.109887122	0.021956497	1.850322778	0.460100123	1.237390424	0.35823473
12.39	0.109792133	0.023588451	1.844569333	0.445424444	1.205800027	0.249141594
12.4	0.108732444	0.020211295	1.838244222	0.447845641	1.321634638	0.281794588
12.41	0.108642811	0.019148911	1.805966778	0.432413815	1.367435985	0.297854886
12.42	0.109868556	0.019962852	1.760194556	0.432332543	1.203279454	0.415457876
12.43	0.110950422	0.01700679	1.838304	0.39830198	1.182284031	0.411247756
12.44	0.1090091	0.016062956	1.873786222	0.396892773	1.173409175	0.408417669
12.45	0.109012944	0.01500555	1.864704111	0.460483739	1.314236069	0.273863285
12.46	0.108370489	0.012453875	1.867053556	0.518174273	1.365654011	0.335579926
12.47	0.110037733	0.012747131	1.862575778	0.522799643	1.360999037	0.254679507
12.48	0.111075189	0.015483409	1.838930556	0.485062104	1.270427636	0.306707363
12.49	0.112140856	0.013700502	1.840803778	0.494849601	1.197025632	0.475528606
12.5	0.110237578	0.014534619	1.79385		0.514176562	1.247361706	0.198645837
12.51	0.110556967	0.011983397	1.806921889	0.464053202	1.181851084	0.244812283
12.52	0.1106067	0.012008554	1.836959778	0.482226976	1.282722963	0.192329166
12.53	0.108119044	0.011093699	1.874493778	0.494629418	1.320534932	0.330072792
12.54	0.108078689	0.011332116	1.863001111	0.489989023	1.348057771	0.357711957
12.55	0.106897411	0.013020313	1.885064222	0.513663343	1.170123171	0.433416942
12.56	0.107075944	0.012941845	1.873732444	0.529352409	1.190556479	0.294075632
12.57	0.104953652	0.013082588	1.822176556	0.554426224	1.207385446	0.241071966
12.58	0.102622616	0.013039202	1.787039111	0.536129005	1.146481862	0.253476108
12.59	0.103627558	0.014058087	1.808828222	0.524786745	1.239772382	0.20315881
12.6	0.102077294	0.015213816	1.792912778	0.504410474	1.161795314	0.354771112
12.61	0.102974268	0.015242808	1.773643667	0.502223211	1.241710118	0.241739524
12.62	0.103526893	0.015418506	1.748649111	0.508162372	1.220629739	0.292839867
12.63	0.101949166	0.015952248	1.775578667	0.522176105	1.083072165	0.35371086
12.64	0.10089978	0.013332329	1.762762222	0.534021137	1.118389908	0.234084773
12.65	0.099630822	0.014897823	1.732280667	0.535227161	1.180844787	0.325622029
12.66	0.098757969	0.013038937	1.690725667	0.508288675	1.226760719	0.319371149
12.67	0.09678618	0.013461839	1.681085556	0.527205883	1.182072968	0.231904938
12.68	0.096540208	0.013717083	1.677435778	0.493965827	1.150694939	0.208520016
12.69	0.097133032	0.014662836	1.69376		0.480235501	1.143149673	0.194722131
12.7	0.097458964	0.012882605	1.682521667	0.475043957	1.143578965	0.245552632
12.71	0.096629664	0.013129175	1.707343111	0.446485733	1.180037644	0.265166216
12.72	0.095828993	0.013174481	1.668043778	0.450419512	1.197933759	0.217272096
12.73	0.098543273	0.013664091	1.655389444	0.463099544	1.179190782	0.291564682
12.74	0.097993258	0.013281604	1.650283111	0.461278076	1.185306516	0.327787667
12.75	0.098167823	0.014698296	1.663091333	0.454139738	1.125922274	0.288609249
12.76	0.100148456	0.015058849	1.688327333	0.455404077	1.101546407	0.278515268
12.77	0.101752897	0.013648398	1.6720086	0.478072223	1.102736603	0.288395653
12.78	0.100214934	0.014668439	1.701178333	0.45341307	1.12699847	0.274484763
12.79	0.099573289	0.015548002	1.699683	0.451881076	1.087959707	0.24546949
12.8	0.099236913	0.017875872	1.691634333	0.442718898	1.123338009	0.30116916
12.81	0.10178917	0.019135291	1.700973	0.431517352	1.171626009	0.249533493
12.82	0.104408968	0.026098246	1.690309222	0.425971536	1.114268006	0.361704283
12.83	0.107172913	0.035837226	1.730043444	0.431817865	1.119833111	0.448872074
12.84	0.108463732	0.037247912	1.750748889	0.439500465	1.284162426	0.442899115
12.85	0.105237918	0.032682546	1.722982667	0.433113041	1.251119225	0.565664923
12.86	0.104130931	0.025838978	1.755963444	0.427355558	1.272865782	0.450266003
12.87	0.103672572	0.022679298	1.743929444	0.390008553	1.310177637	0.260155228
12.88	0.105679388	0.025159586	1.734983556	0.376412624	1.250868785	0.445693745
12.89	0.107647431	0.025206749	1.756798111	0.410663539	1.314542553	0.408802966
12.9	0.106755467	0.021839966	1.785139667	0.449788042	1.275806304	0.343778651
12.91	0.10822623	0.021699136	1.814933778	0.507823551	1.175272289	0.325029037
12.92	0.106738904	0.021978843	1.849213333	0.566498956	1.215912008	0.188750107
12.93	0.108257433	0.020784415	1.856525556	0.555949126	1.200941615	0.201070208
12.94	0.1092779	0.020534456	1.843484444	0.527687446	1.259873544	0.167891873
12.95	0.107431856	0.019588044	1.795546222	0.530011527	1.133806319	0.396605409
12.96	0.105721878	0.016703806	1.767372111	0.503683767	1.219144844	0.252817363
12.97	0.104574567	0.014503372	1.783717	0.493823405	1.145500168	0.249616077
12.98	0.10211456	0.013582453	1.758181444	0.447763615	1.084669848	0.199196468
12.99	0.100686387	0.012888593	1.739641222	0.426092772	1.089919143	0.196524908
13	0.100848261	0.012853814	1.697328111	0.398935427	1.151565414	0.19520499
13.01	0.101205292	0.01569882	1.688186111	0.385039338	1.197326517	0.238960267
13.02	0.100135537	0.016991064	1.657615111	0.3702198	1.206183534	0.198674378
13.03	0.098165566	0.016841914	1.637105889	0.371032581	1.090435559	0.227145918
13.04	0.096556337	0.013994383	1.626065778	0.364783545	1.051156627	0.306563448
13.05	0.096173196	0.012112997	1.605869667	0.390222064	1.100927601	0.266466864
13.06	0.092685609	0.012470329	1.614004944	0.394034697	1.118551096	0.241354587
13.07	0.092728358	0.015922695	1.586704556	0.390516613	1.006532151	0.314580549
13.08	0.091536599	0.01688383	1.559705889	0.359904832	1.049851349	0.245294118
13.09	0.090119413	0.014142229	1.532449333	0.3622982	1.111761928	0.196414821
13.1	0.092309593	0.014514931	1.565178333	0.370507376	1.101135105	0.162054604
13.11	0.0914968	0.013140014	1.537740667	0.362349907	1.106573933	0.23035902
13.12	0.090928951	0.012322591	1.542314778	0.337611529	1.093659113	0.304106898
13.13	0.090302441	0.011296919	1.540155222	0.336378423	1.036708777	0.231182757
13.14	0.091642462	0.012255868	1.532033333	0.33512812	1.070516964	0.266084614
13.15	0.09037497	0.012308857	1.519913889	0.330090222	1.116966635	0.254806657
13.16	0.090209786	0.013774673	1.522963222	0.345871799	1.065278944	0.30528794
13.17	0.091089319	0.011315588	1.533196333	0.369898799	1.086445129	0.198573429
13.18	0.092798909	0.010824892	1.553189	0.359721619	0.978654896	0.341051905
13.19	0.094381873	0.011820668	1.53664		0.35408796	1.029407574	0.277576776
13.2	0.093942666	0.012519834	1.553988	0.382527607	1.137276158	0.225006837
13.21	0.093848033	0.015880232	1.573469889	0.387200041	1.097107611	0.213409445
13.22	0.094476983	0.01786722	1.570804333	0.397250208	1.035342747	0.248446328
13.23	0.093717431	0.019976563	1.542713333	0.401251919	1.100384601	0.246322863
13.24	0.09329028	0.022655449	1.529515111	0.375111391	1.054774889	0.360980726
13.25	0.092692808	0.024769739	1.496559778	0.388131901	1.043572437	0.317959372
13.26	0.095130959	0.025232082	1.495096333	0.381529136	1.091576063	0.364046847
13.27	0.093985972	0.024688185	1.496224189	0.389209532	1.079133999	0.380609664
13.28	0.094579881	0.024238631	1.515094311	0.392886914	1.053657401	0.314008568
13.29	0.093455763	0.02547849	1.523854222	0.408754519	1.03745087	0.321781439
13.3	0.094009006	0.027634345	1.505015211	0.401610899	1.029196416	0.263380362
13.31	0.094057508	0.02811341	1.548374811	0.419242227	1.084807769	0.296316141
13.32	0.093391418	0.023287824	1.549453333	0.418444199	1.103716007	0.432367798
13.33	0.093557843	0.021658382	1.554835478	0.394197928	1.133132137	0.350600934
13.34	0.095172897	0.022144375	1.544344889	0.367153645	1.124005479	0.36798266
13.35	0.091622429	0.020780319	1.497505733	0.399038446	1.106751559	0.340657215
13.36	0.089198401	0.020938506	1.490538189	0.389774685	1.102606959	0.288983385
13.37	0.090327789	0.019125157	1.497951522	0.412653487	1.000910731	0.382169609
13.38	0.092218253	0.018372884	1.520270144	0.42574155	1.073334247	0.300213498
13.39	0.091126369	0.016182534	1.531600744	0.419507414	1.138515529	0.305870571
13.4	0.087296427	0.016293694	1.491141011	0.430509765	1.063243814	0.412180743
13.41	0.088311498	0.018128284	1.502016967	0.415703944	1.055395278	0.250871688
13.42	0.089090988	0.017727551	1.485991022	0.431526109	1.077576183	0.234583075
13.43	0.090266006	0.016952098	1.483938722	0.447955082	1.084096447	0.316836204
13.44	0.090415789	0.016348691	1.454209022	0.421055043	1.056270647	0.299830151
13.45	0.090394397	0.014298944	1.461732989	0.419826351	0.996214471	0.275916044
13.46	0.086802242	0.015249186	1.441008833	0.417438907	0.986797412	0.230573021
13.47	0.086575467	0.017177132	1.4212393	0.395725874	0.996748308	0.291190052
13.48	0.086692951	0.016744144	1.423341478	0.419685263	1.010158487	0.311784982
13.49	0.0849947	0.015978572	1.397868444	0.424153362	1.002975834	0.185331717
13.5	0.083639278	0.013545598	1.394491333	0.439876733	0.968923522	0.205129721
13.51	0.083961958	0.013440928	1.411936556	0.410371593	0.963449322	0.209224685
13.52	0.079615004	0.014330973	1.386190544	0.37061504	0.971161781	0.194649706
13.53	0.07988645	0.014336622	1.394771144	0.378987478	0.964116294	0.312210448
13.54	0.081590332	0.016845899	1.386649833	0.357868708	0.994992912	0.278516464
13.55	0.079668362	0.01714431	1.380316778	0.330084871	1.009208577	0.227001972
13.56	0.080752247	0.01401339	1.3953654	0.335801803	0.955293181	0.261258806
13.57	0.083120011	0.014136563	1.385709911	0.310757875	0.984305893	0.261856106
13.58	0.084433093	0.014049269	1.4055049	0.299792578	0.981465585	0.20732293
13.59	0.08584082	0.014855947	1.412121656	0.291605978	1.020156176	0.289539321
13.6	0.085197407	0.018446994	1.375133189	0.279034852	0.998937512	0.26327309
13.61	0.085856946	0.018088761	1.388392444	0.266679388	0.984925532	0.26674556
13.62	0.087307362	0.017233163	1.391603589	0.302136959	0.999606995	0.276989782
13.63	0.09012431	0.027984802	1.410296689	0.315802405	1.02511568	0.281386999
13.64	0.091871433	0.033516174	1.410427944	0.323146586	1.082764989	0.333468693
13.65	0.090674256	0.031506743	1.441453289	0.313110132	1.101983106	0.355457934
13.66	0.088326672	0.028804968	1.4383201	0.311383184	1.091045121	0.42041359
13.67	0.08423048	0.022944001	1.432223033	0.310561239	1.076374759	0.397669663
13.68	0.083305073	0.020185274	1.376176633	0.287877196	1.067247735	0.294410561
13.69	0.082931953	0.016690414	1.395143278	0.29433426	1.109355824	0.380403045
13.7	0.082593811	0.016182885	1.368246578	0.305749994	1.114521761	0.401510199
13.71	0.081389492	0.016050388	1.380219678	0.304628277	1.119648803	0.327408187
13.72	0.080168494	0.015582995	1.347080189	0.298121043	1.064580919	0.266445007
13.73	0.081753452	0.015266818	1.3660828	0.291073981	0.998422405	0.265087081
13.74	0.082459323	0.01558522	1.395306456	0.295328858	1.016410053	0.26338661
13.75	0.083471386	0.015938925	1.388258933	0.301106288	1.015335237	0.265287835
13.76	0.081652127	0.015446405	1.399954756	0.344261305	1.039516288	0.272106314
13.77	0.081765347	0.015757172	1.401112278	0.391676072	1.003618466	0.290736178
13.78	0.08256246	0.017002505	1.425788333	0.415314567	0.994172235	0.266054727
13.79	0.085326633	0.01743795	1.398710156	0.420977278	1.022936614	0.213687231
13.8	0.088408782	0.016686735	1.402920311	0.402142896	1.049191625	0.244696806
13.81	0.088494461	0.017686114	1.389866467	0.411999127	0.981228174	0.28897845
13.82	0.09123345	0.01825277	1.421648889	0.42739781	0.954361356	0.311416439
13.83	0.090119742	0.017899854	1.388915533	0.418893671	1.009903028	0.17291756
13.84	0.088865726	0.018082582	1.434548311	0.403311131	0.949737252	0.217509549
13.85	0.084204112	0.014837224	1.426447178	0.424268568	0.913064794	0.2169391
13.86	0.083241554	0.013694992	1.430635067	0.384112555	0.91224228	0.270879899
13.87	0.084471449	0.01309902	1.426118311	0.386292737	1.006445048	0.227110033
13.88	0.084080571	0.013318968	1.424666333	0.376327456	1.011117167	0.221049376
13.89	0.084348883	0.011358799	1.428874667	0.371478197	0.996109493	0.223493471
13.9	0.085538712	0.009336751	1.455738867	0.397383572	0.937774442	0.184394034
13.91	0.084897922	0.012711136	1.459100444	0.419362767	0.947394899	0.156394398
13.92	0.083604621	0.013266435	1.460318778	0.417035717	1.020078065	0.190393107
13.93	0.084635443	0.015904992	1.437035111	0.403316089	1.009626137	0.214640316
13.94	0.084988844	0.016976976	1.447189667	0.400986223	0.953577975	0.240836861
13.95	0.082042146	0.013473483	1.424286556	0.365336367	1.001750633	0.149393534
13.96	0.083488112	0.013863126	1.430755222	0.355323081	0.958813066	0.137453091
13.97	0.083895929	0.013007807	1.434217	0.325184914	0.900085372	0.282605221
13.98	0.085950187	0.012573264	1.445394	0.319577781	0.927377902	0.251747378
13.99	0.086528961	0.011094153	1.442511711	0.334539699	0.959648168	0.166520612
14	0.087640381	0.012642452	1.411993	0.37810436	1.016572905	0.175959642
14.01	0.087910252	0.01513318	1.429462111	0.358070256	1.034554092	0.183521196
14.02	0.087859894	0.015032672	1.400643111	0.347007392	0.954418211	0.1877786
14.03	0.086094189	0.012732103	1.422583111	0.316922301	0.943519124	0.224555418
14.04	0.085751177	0.013253397	1.418774111	0.316784707	0.979077387	0.161398792
14.05	0.084828373	0.010791078	1.398133778	0.33779983	0.973265586	0.233543614
14.06	0.083247072	0.010042792	1.386454867	0.323784407	0.975514046	0.232577129
14.07	0.082382264	0.010328701	1.383150933	0.317405319	0.966332131	0.222530035
14.08	0.080255249	0.01084237	1.367930044	0.316000225	0.922849949	0.25496981
14.09	0.077558849	0.013185604	1.3769897	0.319188095	0.940700441	0.231439472
14.1	0.07723418	0.011732451	1.372613089	0.307203116	0.954819113	0.233679675
14.11	0.077849616	0.009805085	1.349512733	0.291874894	0.890404742	0.221983629
14.12	0.078413549	0.01106628	1.330118267	0.284197788	0.930270669	0.226082807
14.13	0.078851057	0.011982097	1.310878333	0.283096757	0.94973548	0.269717513
14.14	0.076190702	0.010072941	1.297177178	0.279401272	0.938226365	0.236638972
14.15	0.077213944	0.010573313	1.309173122	0.279934877	0.902092949	0.225357058
14.16	0.078084488	0.010977626	1.310609556	0.285220468	0.912120429	0.243058452
14.17	0.075849239	0.010222132	1.312278611	0.289088269	0.938403932	0.223579664
14.18	0.077304866	0.008402962	1.298825333	0.285212476	0.91789982	0.214643554
14.19	0.077573857	0.009531686	1.307644267	0.276379235	0.943546269	0.190704819
14.2	0.077537433	0.012236152	1.278800622	0.281031263	0.948540563	0.156826098
14.21	0.078248238	0.009060676	1.284494678	0.286418468	0.955216288	0.228743556
14.22	0.077966169	0.008614026	1.265896267	0.284316062	0.893643043	0.280079518
14.23	0.078510818	0.009103538	1.261594878	0.272066165	0.890599572	0.217760331
14.24	0.079359868	0.012015784	1.259385433	0.279997887	0.874908968	0.251029323
14.25	0.079315038	0.011643254	1.277577733	0.287365494	0.928443782	0.156526386
14.26	0.076771314	0.010576446	1.272344656	0.286471085	0.977623255	0.135004894
14.27	0.075357278	0.010639347	1.283548956	0.280693525	0.973746077	0.195201968
14.28	0.076225521	0.011072483	1.255560956	0.302518697	0.923972503	0.232454884
14.29	0.076639213	0.010921773	1.259865378	0.308604799	0.909802515	0.274327177
14.3	0.077313196	0.012031296	1.254114856	0.299231303	0.895197598	0.256801252
14.31	0.074016329	0.012035079	1.242890222	0.27762192	0.884108845	0.219035402
14.32	0.074452126	0.01327783	1.223038444	0.279756877	0.893609764	0.218230492
14.33	0.074545562	0.011244301	1.226232344	0.248124611	0.925718883	0.194693624
14.34	0.073241232	0.009969306	1.245285156	0.261311054	0.948642247	0.186373752
14.35	0.073905179	0.01208355	1.235424578	0.265125768	0.879319893	0.169910462
14.36	0.074034554	0.012265517	1.251845211	0.277242536	0.813190432	0.255991767
14.37	0.072718088	0.012158679	1.245492178	0.270303181	0.838358503	0.210571969
14.38	0.07250245	0.01293051	1.234622356	0.27400661	0.90600856	0.158506754
14.39	0.073719751	0.014271532	1.245666356	0.289860797	0.896257062	0.149469378
14.4	0.074566049	0.014557053	1.233000078	0.267058947	0.870000774	0.194430199
14.41	0.075355868	0.014014628	1.2289967	0.258586511	0.818884106	0.28655078
14.42	0.075185021	0.01419198	1.2269701	0.266071878	0.880836042	0.225834552
14.43	0.07399133	0.012406881	1.208601289	0.281330958	0.89402568	0.187385724
14.44	0.073815911	0.014353869	1.201724233	0.265467968	0.894599715	0.212299667
14.45	0.071421754	0.01605044	1.188017222	0.260146927	0.860204484	0.22846915
14.46	0.071378576	0.016486173	1.182880011	0.268836449	0.842279354	0.335276431
14.47	0.072965394	0.016121649	1.185368356	0.260044555	0.86246779	0.246228359
14.48	0.072482277	0.016828934	1.171281533	0.237502214	0.844661792	0.192824257
14.49	0.072578566	0.014311552	1.178631467	0.242200514	0.855320562	0.18538776
14.5	0.071448249	0.015573117	1.179146878	0.245572195	0.826162791	0.231112507
14.51	0.071145378	0.015125398	1.174794022	0.251522011	0.856300414	0.234120158
14.52	0.070798781	0.016686997	1.170289189	0.253983899	0.809972153	0.276304708
14.53	0.06938819	0.019129713	1.153256356	0.254260258	0.807370251	0.249244662
14.54	0.07119307	0.018741271	1.166091878	0.254156618	0.815639778	0.229550952
14.55	0.072150659	0.019395265	1.139675611	0.254050304	0.824907798	0.261362778
14.56	0.071537703	0.017218234	1.136374844	0.271885175	0.84749979	0.180450025
14.57	0.068179814	0.016852104	1.110072644	0.272890137	0.835385948	0.181933172
14.58	0.06892195	0.01704001	1.101120044	0.25893138	0.825994626	0.177259311
14.59	0.069556477	0.014970318	1.1015002	0.264351086	0.831962352	0.199868759
14.6	0.068103703	0.014431464	1.088830367	0.265915512	0.82883555	0.183382233
14.61	0.06601626	0.017305765	1.096614733	0.261117555	0.793338885	0.260273284
14.62	0.064604909	0.017065715	1.089731189	0.246233587	0.790826628	0.270125023
14.63	0.06576883	0.016230999	1.100012422	0.227341293	0.837850789	0.223100886
14.64	0.068379206	0.016243601	1.116647756	0.224688697	0.811100636	0.212152205
14.65	0.067922567	0.013488461	1.113748456	0.212954157	0.81323528	0.218796042
14.66	0.066663887	0.012291638	1.139950233	0.231295718	0.839755467	0.214873133
14.67	0.065789339	0.012891086	1.129837644	0.220420374	0.834892451	0.207888802
14.68	0.069066124	0.012194821	1.147153522	0.215440825	0.808125374	0.235919545
14.69	0.070119742	0.011937315	1.152941122	0.216491089	0.825238095	0.207009533
14.7	0.06988423	0.014106409	1.127503111	0.22289669	0.865689176	0.192096477
14.71	0.069253579	0.014163757	1.130535378	0.223841062	0.841869195	0.206527234
14.72	0.07030461	0.014877207	1.130129178	0.224877012	0.841675946	0.240726429
14.73	0.068106923	0.014865277	1.109487111	0.205599114	0.837090527	0.272209441
14.74	0.069333339	0.01558005	1.116929444	0.217288324	0.869072914	0.227360841
14.75	0.06953525	0.016270115	1.103077256	0.219658435	0.857793391	0.226213853
14.76	0.069560974	0.017042775	1.0996872	0.221933925	0.842324452	0.222171506
14.77	0.067279069	0.015513222	1.063057611	0.208136765	0.829807122	0.209327916
14.78	0.068400659	0.016729945	1.075314622	0.215087359	0.844911861	0.168989567
14.79	0.066389548	0.015768444	1.084939022	0.214812653	0.813200292	0.19023366
14.8	0.066042979	0.014747141	1.085002644	0.210726308	0.812199645	0.199228702
14.81	0.065987962	0.013983106	1.088624389	0.211217056	0.820383211	0.21527855
14.82	0.066510118	0.011906612	1.101672	0.196657724	0.843737195	0.139056654
14.83	0.066341578	0.011768173	1.092776878	0.191709702	0.831375606	0.100191204
14.84	0.065903909	0.010867048	1.096520644	0.18383745	0.879074538	0.147672991
14.85	0.068928687	0.011018943	1.102459122	0.19220797	0.854137213	0.194172964
14.86	0.070710781	0.014410924	1.1030622	0.175032731	0.854962987	0.18542506
14.87	0.073623882	0.018160001	1.111370511	0.181324712	0.843760956	0.179436162
14.88	0.075561839	0.02296118	1.126811656	0.182723847	0.850468251	0.188033632
14.89	0.075569837	0.023326809	1.129132889	0.194045494	0.826352768	0.22271147
