5	-8.71E-05	0.000531676	0.011285029	0.021625479	-0.001643136	0.01531778
5.01	-0.000101832	0.000401569	0.020557614	0.032528057	0.001568222	0.0189743
5.02	-0.000161387	0.001028949	-0.002314064	0.028180637	-0.005276691	0.020429531
5.03	0.000442713	0.000587852	0.011688366	0.027289243	-0.000123625	0.017845685
5.04	0.000236028	0.0010106	-0.003303282	0.021272202	-0.011320905	0.017820207
5.05	0.000711728	0.001234044	0.003553367	0.034207814	-0.00013813	0.015530054
5.06	-0.000456667	0.000748703	0.010062627	0.024288353	-0.004930977	0.020110367
5.07	-0.000394628	0.000891157	-0.003180932	0.033460029	-0.00751888	0.022646568
5.08	-0.000622697	0.001016644	0.006947962	0.00863107	-0.004986001	0.017669033
5.09	-0.000269144	0.001075811	-0.009104367	0.021331223	-0.012587589	0.021582696
5.1	4.32E-05	0.000610391	-0.006591012	0.026450143	-0.00775456	0.016803663
5.11	0.000231492	0.00054097	0.005832069	0.017933147	-0.006945272	0.014975646
5.12	-0.000336238	0.000767057	-0.001129117	0.014549038	-0.003343818	0.020447323
5.13	0.00013147	0.000675574	-0.000377419	0.02456525	-0.009181497	0.016640564
5.14	0.00018835	0.001137883	0.002273358	0.021597689	-0.015092097	0.019777791
5.15	0.00013293	0.000993159	4.62E-05	0.026258358	0.00018743	0.016327453
5.16	-0.000264468	0.000680197	0.012592492	0.027674382	0.000423067	0.017488962
5.17	-0.000118908	0.000695291	0.007933302	0.029327209	-0.004237932	0.012732541
5.18	-0.000357246	0.000951593	0.007170434	0.02049727	-0.002065584	0.018530514
5.19	-0.000406103	0.001172771	0.017481756	0.026913267	-0.001801089	0.014352475
5.2	-0.000439396	0.000568803	0.008037884	0.037375512	-0.007742424	0.014154765
5.21	-0.000166107	0.000342588	0.012280133	0.036781313	-0.002350846	0.017135648
5.22	-4.84E-05	0.000563364	0.006462088	0.014404219	-0.002264138	0.015788906
5.23	-3.83E-05	0.000667381	0.010195405	0.01984315	-0.003383055	0.014272305
5.24	0.000275685	0.000861569	0.002648591	0.013039778	-0.005813728	0.01580824
5.25	-0.000116069	0.001064438	-0.000276682	0.024178945	-0.012926557	0.02017006
5.26	-2.67E-05	0.000555619	-0.002717448	0.032146667	-0.006422715	0.017339726
5.27	0.000119546	0.000774415	-0.005243982	0.02384428	-0.010466467	0.014469935
5.28	0.00011441	0.000749496	0.003661991	0.02248485	-0.006943494	0.02095875
5.29	-0.000118313	0.000789356	-0.007286887	0.020077561	-0.005712	0.012738183
5.3	-0.00018155	0.000640971	-0.000777941	0.035433198	-0.014684267	0.018928397
5.31	0.000585353	0.001782089	0.008740399	0.019450926	-0.006081134	0.016304693
5.32	0.000666595	0.001594331	0.006732019	0.03043472	-0.007669765	0.012985352
5.33	0.000155873	0.000948808	0.011962683	0.032939232	-0.000730225	0.02148275
