Experiment subset: sand-gravel (SG) on smooth bed
Data tables for cross sections at x= 2, 32, and 66 m are listed in succession below,
separated by blank lines and headers.

		
Cross section: x = 2 m		
Column Headings: t is the time since gate release. h is the mean flow thickness.		
SD denotes the standard deviation from the mean.		

t(s)	h(m)		SD h(m)
12.42	0.034100	0.022100	0.624720	0.530240	0.603370	0.979370
12.43	0.032600	0.021750	0.633840	0.515590	0.592500	0.905680
12.44	0.033700	0.021100	0.584230	0.462720	0.606060	0.978535
12.45	0.033500	0.021650	0.547080	0.400040	0.603290	0.919500
12.46	0.031800	0.020350	0.543740	0.384725	0.624810	0.971745
12.47	0.031400	0.018700	0.521490	0.338760	0.588620	0.878265
12.48	0.033100	0.018550	0.557380	0.370620	0.555200	0.916305
12.49	0.031300	0.016150	0.542020	0.340450	0.539180	0.791905
12.5	0.030400	0.015150	0.531110	0.342250	0.566370	0.835955
12.51	0.031900	0.012900	0.531400	0.297045	0.546510	0.753890
12.52	0.032000	0.015350	0.511730	0.258770	0.543760	0.776915
12.53	0.030400	0.015850	0.495010	0.267565	0.559870	0.796010
12.54	0.031700	0.015100	0.486450	0.290335	0.491860	0.760230
12.55	0.032800	0.013800	0.490000	0.262020	0.475820	0.688600
12.56	0.034900	0.013600	0.499300	0.235690	0.524220	0.751750
12.57	0.031700	0.014350	0.493770	0.216785	0.562650	0.807710
12.58	0.026900	0.012800	0.505330	0.231100	0.529960	0.711035
12.59	0.027400	0.012000	0.460910	0.199745	0.476660	0.685110
12.6	0.029400	0.011550	0.445920	0.198960	0.475020	0.669245
12.61	0.026300	0.012150	0.437090	0.184410	0.463210	0.627500
12.62	0.027000	0.012800	0.420050	0.179695	0.451660	0.605760
12.63	0.028300	0.014900	0.443070	0.171180	0.462000	0.633465
12.64	0.027300	0.011500	0.454080	0.199855	0.447330	0.604945
12.65	0.028000	0.011600	0.466450	0.238795	0.450450	0.628905
12.66	0.028500	0.012750	0.460240	0.197330	0.470400	0.646360
12.67	0.030100	0.013350	0.458000	0.211595	0.473940	0.670145
12.68	0.030500	0.010600	0.448420	0.195855	0.469030	0.657715
12.69	0.030200	0.010900	0.400280	0.165695	0.480990	0.663985
12.7	0.027400	0.012450	0.398740	0.144540	0.466170	0.651395
12.71	0.030300	0.016500	0.401490	0.155870	0.422250	0.565950
12.72	0.025600	0.012100	0.402140	0.140505	0.453240	0.639330
12.73	0.024100	0.010350	0.426290	0.167740	0.482540	0.694055
12.74	0.022800	0.011250	0.415950	0.143135	0.437030	0.645475
12.75	0.023500	0.010350	0.412510	0.142710	0.427750	0.638145
12.76	0.023700	0.011050	0.423950	0.157870	0.463880	0.670975
12.77	0.028000	0.010250	0.405000	0.138330	0.492200	0.680450
12.78	0.027900	0.010450	0.402620	0.160865	0.470510	0.645455
12.79	0.034700	0.018250	0.433570	0.198625	0.470000	0.662675
12.8	0.034200	0.021600	0.426900	0.199880	0.453060	0.609625
12.81	0.039300	0.026500	0.435650	0.223780	0.464690	0.616860
12.82	0.028800	0.021500	0.416850	0.212045	0.463680	0.624030
12.83	0.027600	0.018800	0.430840	0.262940	0.450260	0.621365
12.84	0.026200	0.016800	0.419240	0.231280	0.459520	0.629560
12.85	0.026800	0.015550	0.409580	0.239260	0.462620	0.630535
12.86	0.030700	0.014650	0.442290	0.254040	0.468030	0.621200
12.87	0.028200	0.014450	0.449660	0.256255	0.444070	0.627130
12.88	0.028100	0.011050	0.436990	0.266165	0.442580	0.603280
12.89	0.025400	0.011650	0.436460	0.260850	0.462070	0.597250
12.9	0.026100	0.011400	0.434960	0.233605	0.481470	0.593595
12.91	0.026200	0.011300	0.462420	0.276000	0.489940	0.592055
12.92	0.027700	0.011950	0.440440	0.224815	0.494070	0.640290
12.93	0.024600	0.010250	0.440550	0.228145	0.498290	0.673595
12.94	0.024900	0.007550	0.409860	0.199405	0.509710	0.692685
12.95	0.024600	0.007250	0.392930	0.178985	0.469200	0.645750
12.96	0.026000	0.010050	0.407110	0.160630	0.464660	0.627785
12.97	0.021300	0.009700	0.397570	0.174475	0.435070	0.633735
12.98	0.023400	0.012400	0.432290	0.198430	0.450890	0.659495
12.99	0.023300	0.008950	0.412370	0.215615	0.417130	0.620395
13	0.021200	0.010800	0.417420	0.216600	0.394650	0.552445
13.01	0.021800	0.013950	0.441270	0.307110	0.385740	0.539650
13.02	0.028200	0.018700	0.440680	0.282135	0.458310	0.578600
13.03	0.033300	0.024400	0.464700	0.330150	0.409880	0.505050
13.04	0.029100	0.025050	0.458660	0.257840	0.431270	0.527720
13.05	0.027600	0.023700	0.454480	0.298350	0.401610	0.503000
13.06	0.026600	0.021900	0.456600	0.285460	0.403370	0.509035
13.07	0.024900	0.017650	0.456360	0.288420	0.412270	0.497965
13.08	0.026700	0.017650	0.441200	0.268230	0.419580	0.503415
13.09	0.028200	0.016600	0.466120	0.266660	0.402190	0.486890
13.1	0.025900	0.015200	0.453640	0.218230	0.404820	0.509830
13.11	0.024900	0.014700	0.442700	0.244800	0.427040	0.489380
13.12	0.025600	0.013850	0.379080	0.221920	0.462670	0.459780
13.13	0.024700	0.012000	0.407060	0.248435	0.456850	0.448975
13.14	0.024800	0.011050	0.428520	0.211475	0.475700	0.463210
13.15	0.025800	0.010900	0.418360	0.165310	0.491620	0.470185
13.16	0.025700	0.009000	0.430980	0.155935	0.502480	0.478770
13.17	0.023900	0.009300	0.408560	0.161140	0.447340	0.433410
13.18	0.023500	0.010050	0.408670	0.140760	0.473520	0.438760
13.19	0.026600	0.018350	0.397340	0.181950	0.437380	0.414365
13.2	0.033000	0.029400	0.372170	0.159470	0.447050	0.385080
13.21	0.025700	0.010150	0.374610	0.165040	0.430640	0.383480
13.22	0.021800	0.009100	0.347770	0.187135	0.422180	0.373460
13.23	0.022400	0.008150	0.385000	0.183050	0.462790	0.386945
13.24	0.026200	0.016600	0.327000	0.198870	0.368160	0.362270
13.25	0.024100	0.016750	0.363140	0.159700	0.401830	0.370960
13.26	0.021500	0.016600	0.339400	0.172230	0.302360	0.360190
13.27	0.021300	0.013950	0.347260	0.152430	0.304470	0.360940
13.28	0.020400	0.012500	0.333170	0.150900	0.349240	0.388245
13.29	0.020500	0.012450	0.321870	0.157520	0.363770	0.389495
13.3	0.023300	0.013400	0.330260	0.154425	0.354060	0.359110
13.31	0.026800	0.014900	0.359960	0.174985	0.370510	0.385680
13.32	0.026700	0.011550	0.365130	0.201105	0.379370	0.386815
13.33	0.027500	0.010250	0.392740	0.244010	0.377130	0.394485
13.34	0.029000	0.012400	0.396440	0.276485	0.357050	0.418735
13.35	0.025900	0.011600	0.411070	0.283560	0.343380	0.405150
13.36	0.026600	0.014100	0.423820	0.317920	0.362290	0.429420
13.37	0.027300	0.016800	0.399260	0.318130	0.379430	0.422565
13.38	0.022800	0.010050	0.406650	0.309965	0.380510	0.468205
13.39	0.025400	0.009600	0.391080	0.277915	0.378800	0.461920
13.4	0.029600	0.020650	0.381680	0.292480	0.363500	0.447130
13.41	0.026200	0.010600	0.411060	0.279610	0.420370	0.499035
13.42	0.022900	0.008150	0.369380	0.220095	0.441120	0.485430
13.43	0.026400	0.009650	0.386410	0.178040	0.452700	0.447995
13.44	0.024900	0.009050	0.383170	0.216285	0.475540	0.455520
13.45	0.026900	0.015850	0.404390	0.231250	0.426700	0.449930
13.46	0.026300	0.014850	0.400020	0.258550	0.439580	0.457215
13.47	0.026300	0.015250	0.413760	0.262230	0.429640	0.458745
13.48	0.025600	0.016750	0.440240	0.283445	0.415210	0.458665
13.49	0.026300	0.020150	0.428530	0.285155	0.410130	0.465370
13.5	0.028100	0.017350	0.413500	0.269805	0.433010	0.455660
13.51	0.026900	0.014750	0.397030	0.263030	0.479690	0.513795
13.52	0.028700	0.013400	0.399800	0.234290	0.489390	0.533645
13.53	0.024800	0.013650	0.381150	0.230790	0.515600	0.513155
13.54	0.024300	0.015550	0.369530	0.231865	0.510460	0.501820
13.55	0.025600	0.016700	0.356440	0.198155	0.458250	0.470740
13.56	0.032200	0.017100	0.368950	0.200655	0.407640	0.430885
13.57	0.030200	0.011400	0.355080	0.168210	0.398540	0.384705
13.58	0.028800	0.019250	0.371530	0.172795	0.414910	0.392290
13.59	0.025700	0.014450	0.354000	0.151760	0.418040	0.400690
13.6	0.024300	0.012400	0.359000	0.134360	0.377440	0.381035
13.61	0.027000	0.017350	0.373490	0.142310	0.395770	0.371355
13.62	0.022700	0.010100	0.382280	0.144020	0.425150	0.384020
13.63	0.021200	0.008750	0.377700	0.115520	0.369080	0.377465
13.64	0.019400	0.008500	0.360960	0.134545	0.352690	0.340290
13.65	0.020600	0.009650	0.354630	0.133720	0.350560	0.324335
13.66	0.019100	0.008100	0.345340	0.118380	0.338510	0.374950
13.67	0.018800	0.008550	0.353060	0.139465	0.350390	0.391710
13.68	0.017400	0.008850	0.355870	0.099020	0.363420	0.330695
13.69	0.020000	0.008700	0.311630	0.091325	0.363850	0.326470
13.7	0.021600	0.009750	0.341570	0.101980	0.333590	0.307225
13.71	0.020300	0.008500	0.355450	0.123710	0.320440	0.330770
13.72	0.019100	0.009650	0.364640	0.126480	0.317360	0.280875
13.73	0.020000	0.011400	0.362330	0.133175	0.294280	0.294240
13.74	0.020500	0.012250	0.352470	0.149610	0.456750	0.525410
13.75	0.022000	0.008750	0.347490	0.147585	0.374800	0.319375
13.76	0.021100	0.009450	0.374720	0.202000	0.317140	0.287170
13.77	0.019600	0.008000	0.351680	0.177650	0.371140	0.322050
13.78	0.018900	0.009500	0.348820	0.157845	0.356830	0.335730
13.79	0.020200	0.010150	0.347420	0.148905	0.358370	0.316760
13.8	0.019500	0.010300	0.354550	0.155515	0.337040	0.310785
13.81	0.019600	0.009200	0.368780	0.160085	0.367980	0.336730
13.82	0.017900	0.009400	0.352010	0.135920	0.309380	0.279920
13.83	0.018800	0.009050	0.353890	0.133795	0.390610	0.283145
13.84	0.021700	0.007200	0.333170	0.129905	0.330490	0.287100
13.85	0.017900	0.006200	0.347310	0.146885	0.292240	0.212180
13.86	0.018700	0.008250	0.341980	0.141340	0.361820	0.289950
13.87	0.019000	0.009400	0.335230	0.142125	0.379890	0.277935
13.88	0.018500	0.006350	0.327580	0.148355	0.303530	0.196330
13.89	0.015900	0.007350	0.341440	0.167500	0.287640	0.178240
13.9	0.019500	0.008350	0.351670	0.178970	0.257980	0.187130
13.91	0.020700	0.006550	0.358680	0.181785	0.237110	0.179285
13.92	0.021000	0.006600	0.343450	0.172770	0.231030	0.191535
13.93	0.020800	0.008350	0.351510	0.171690	0.225250	0.208270
13.94	0.018600	0.008650	0.357740	0.189220	0.240600	0.202045
13.95	0.018600	0.013200	0.385500	0.177610	0.232410	0.201275
13.96	0.017800	0.009200	0.362140	0.199495	0.240150	0.218810
13.97	0.017500	0.010950	0.338920	0.170510	0.239960	0.227975
13.98	0.016500	0.010950	0.344570	0.212485	0.323970	0.322345
13.99	0.015500	0.010900	0.351310	0.183640	0.308630	0.249650
14	0.024400	0.024000	0.320630	0.186630	0.306130	0.313730
14.01	0.016400	0.011900	0.350060	0.177715	0.318620	0.312420
14.02	0.019600	0.009800	0.337770	0.186745	0.282440	0.285680
14.03	0.017400	0.008800	0.340180	0.167665	0.262950	0.323005
14.04	0.014100	0.009250	0.300980	0.149710	0.259160	0.291045
14.05	0.013700	0.010550	0.283890	0.110235	0.335470	0.470315
14.06	0.019200	0.018550	0.289280	0.115650	0.325610	0.474575
14.07	0.017600	0.017700	0.277140	0.100835	0.311590	0.479985
14.08	0.015400	0.016550	0.277300	0.084665	0.302700	0.510310
14.09	0.015200	0.012500	0.254340	0.093065	0.300840	0.425850
14.1	0.017600	0.011050	0.257150	0.104145	0.290480	0.322645
14.11	0.016600	0.010700	0.250660	0.094760	0.267860	0.270300
14.12	0.013700	0.009600	0.254630	0.115795	0.259540	0.267860
14.13	0.020500	0.016050	0.293510	0.151900	0.257650	0.277525
14.14	0.015100	0.006800	0.283340	0.175270	0.238400	0.255215
14.15	0.012100	0.006250	0.278330	0.145565	0.199630	0.228600
14.16	0.012000	0.006650	0.285330	0.128925	0.217050	0.263900
14.17	0.017400	0.008100	0.279610	0.146090	0.205820	0.249770
14.18	0.014000	0.009250	0.306930	0.143705	0.190410	0.242640
14.19	0.013000	0.004800	0.284900	0.146835	0.181750	0.241265
14.2	0.013400	0.005950	0.270000	0.133785	0.169250	0.248960
14.21	0.018400	0.010550	0.310280	0.141590	0.174570	0.241440
14.22	0.014500	0.007950	0.306870	0.134930	0.133460	0.240665
14.23	0.016800	0.010150	0.310770	0.150175	0.122160	0.244765
14.24	0.014400	0.008450	0.304520	0.164545	0.133220	0.234575
14.25	0.012700	0.006600	0.295990	0.126285	0.141860	0.237760
14.26	0.011600	0.007800	0.296540	0.105215	0.129120	0.235120
14.27	0.013300	0.006500	0.290150	0.129505	0.135980	0.247930
14.28	0.013700	0.006900	0.292730	0.114275	0.139430	0.241510
14.29	0.014900	0.006550	0.270050	0.099635	0.141200	0.256520
14.3	0.013400	0.005600	0.274410	0.096600	0.154550	0.266980
14.31	0.018200	0.011600	0.263550	0.106970	0.160750	0.260445
14.32	0.015600	0.007500	0.273070	0.118510	0.184510	0.230605
14.33	0.013400	0.004850	0.267340	0.103230	0.203530	0.250425
14.34	0.016700	0.012600	0.255140	0.141190	0.189960	0.246720
14.35	0.015400	0.010300	0.240430	0.107975	0.195220	0.242640
14.36	0.014800	0.009300	0.261730	0.113475	0.200060	0.239595
14.37	0.012800	0.007450	0.241900	0.117960	0.188500	0.247925
14.38	0.013800	0.007100	0.261640	0.095595	0.174680	0.227590
14.39	0.012400	0.005100	0.236150	0.113345	0.198400	0.261890
14.4	0.013800	0.006750	0.243480	0.109350	0.175210	0.256375
14.41	0.014900	0.008750	0.248460	0.120280	0.137680	0.250060
14.42	0.015400	0.008950	0.251760	0.114065	0.184440	0.297950
14.43	0.016800	0.008650	0.268900	0.115615	0.173110	0.284160
14.44	0.015200	0.008800	0.281390	0.136580	0.184080	0.310675
14.45	0.015400	0.007800	0.287850	0.174545	0.200860	0.345805
14.46	0.015800	0.008250	0.279950	0.156470	0.182660	0.293940
14.47	0.016800	0.007850	0.284450	0.160705	0.203670	0.321235
14.48	0.015300	0.010150	0.295100	0.144400	0.210240	0.326595
14.49	0.017400	0.010500	0.281410	0.146075	0.196580	0.342605
14.5	0.016100	0.010000	0.255190	0.136545	0.203590	0.319895
14.51	0.018700	0.010550	0.259110	0.148875	0.219740	0.346800
14.52	0.013300	0.008900	0.244500	0.145125	0.229980	0.364125
14.53	0.013500	0.009500	0.249530	0.120935	0.234680	0.362950
14.54	0.013200	0.010250	0.227830	0.116500	0.203080	0.299760
14.55	0.018900	0.014750	0.236280	0.133380	0.222200	0.314660
14.56	0.022000	0.016850	0.230860	0.106930	0.201630	0.316295
14.57	0.021900	0.016850	0.224710	0.088865	0.213690	0.332980
14.58	0.018700	0.014700	0.226610	0.103045	0.205950	0.332560
14.59	0.025600	0.020550	0.225040	0.106190	0.218120	0.333555
14.6	0.020100	0.015350	0.237530	0.102180	0.210390	0.328275
14.61	0.019600	0.015550	0.235170	0.094610	0.198580	0.290885
14.62	0.020700	0.013950	0.225840	0.110520	0.195020	0.338835
14.63	0.019400	0.014350	0.246800	0.105440	0.232850	0.342330
14.64	0.019700	0.014100	0.236310	0.119260	0.252620	0.321030
14.65	0.018300	0.014900	0.257340	0.116845	0.265200	0.346035
14.66	0.020200	0.012800	0.252870	0.109430	0.240470	0.360700
14.67	0.018000	0.012150	0.252950	0.117695	0.254840	0.340030
14.68	0.016000	0.011100	0.240170	0.110220	0.229760	0.300760
14.69	0.017700	0.009800	0.220640	0.121130	0.230860	0.323850
14.7	0.018400	0.010150	0.232120	0.112515	0.228940	0.341690
14.71	0.017100	0.010950	0.225750	0.110320	0.233160	0.315395
14.72	0.017200	0.007800	0.238340	0.120910	0.225930	0.299230
14.73	0.014500	0.007600	0.247440	0.107510	0.235420	0.329700
14.74	0.014700	0.006550	0.242290	0.118515	0.214730	0.309685
14.75	0.014500	0.008800	0.250850	0.099665	0.225740	0.305760
14.76	0.014200	0.009000	0.253050	0.116555	0.226820	0.320685
14.77	0.014900	0.007100	0.242350	0.107660	0.230380	0.324705
14.78	0.015100	0.005900	0.257940	0.127335	0.237040	0.316435
14.79	0.015800	0.009350	0.256460	0.111140	0.223090	0.309460
14.8	0.013800	0.009650	0.275460	0.138980	0.216680	0.301020
14.81	0.013000	0.010300	0.285750	0.132180	0.232020	0.297695
14.82	0.012800	0.007500	0.320950	0.160425	0.232630	0.322460
14.83	0.019700	0.014150	0.317450	0.152270	0.239330	0.350650
14.84	0.028500	0.026750	0.347540	0.201770	0.240360	0.348890
14.85	0.025000	0.016250	0.378400	0.223355	0.254660	0.364825
14.86	0.020000	0.015900	0.401430	0.290550	0.237500	0.351530
14.87	0.019300	0.010900	0.411280	0.297940	0.246270	0.373675
14.88	0.021800	0.010600	0.382520	0.235405	0.262720	0.375575
14.89	0.019200	0.007550	0.362890	0.252445	0.259630	0.378640
14.9	0.019000	0.006450	0.385630	0.248125	0.256620	0.376690
14.91	0.020500	0.008900	0.351400	0.234570	0.246050	0.355185
14.92	0.016700	0.006400	0.343010	0.221365	0.283300	0.335610
14.93	0.019600	0.008650	0.339920	0.207855	0.302100	0.322875
14.94	0.020100	0.009450	0.333000	0.200755	0.331560	0.324875
14.95	0.019300	0.010300	0.334150	0.198085	0.311330	0.332210
14.96	0.019100	0.008250	0.324200	0.178375	0.369670	0.360270
14.97	0.017500	0.006550	0.324250	0.175050	0.350270	0.333290
14.98	0.016400	0.006650	0.332850	0.166395	0.360740	0.346775
14.99	0.017900	0.006000	0.299590	0.161595	0.344280	0.339955
15	0.018700	0.006950	0.312940	0.150910	0.348060	0.336165
15.01	0.017500	0.008050	0.310350	0.137700	0.362300	0.364525
15.02	0.015800	0.007900	0.292930	0.131570	0.367060	0.413705
15.03	0.015500	0.006350	0.294630	0.125865	0.376950	0.415250
15.04	0.016500	0.009150	0.267280	0.121955	0.375520	0.429265
15.05	0.015600	0.009250	0.287100	0.116775	0.385750	0.400065
15.06	0.015200	0.010100	0.269110	0.106375	0.374440	0.356845
15.07	0.016000	0.009650	0.277300	0.110325	0.368290	0.367145
15.08	0.016400	0.008250	0.277990	0.105195	0.360430	0.350940
15.09	0.017400	0.012000	0.262610	0.112100	0.378970	0.380255
15.1	0.020100	0.014900	0.274860	0.093140	0.288480	0.268855
15.11	0.017800	0.011300	0.272400	0.100380	0.307150	0.315000
15.12	0.018000	0.011800	0.276190	0.123120	0.264080	0.265665
15.13	0.017600	0.010900	0.295260	0.144550	0.278090	0.306135
15.14	0.016800	0.010250	0.278940	0.164910	0.253390	0.287530
15.15	0.012800	0.006750	0.302950	0.154940	0.251390	0.283185
15.16	0.014100	0.009000	0.317400	0.168695	0.234100	0.284030
15.17	0.014500	0.009050	0.301340	0.182775	0.234020	0.269095
15.18	0.011200	0.008750	0.319430	0.193505	0.233940	0.286955
15.19	0.016500	0.012650	0.285640	0.165715	0.198040	0.261850
15.2	0.014600	0.008850	0.289370	0.164100	0.227630	0.333680
15.21	0.016100	0.011150	0.294330	0.171550	0.275980	0.354495
15.22	0.016200	0.015900	0.279500	0.177470	0.302960	0.363495
15.23	0.016900	0.019200	0.289980	0.180035	0.287650	0.364290
15.24	0.020800	0.014250	0.285770	0.182115	0.260500	0.349585
15.25	0.026200	0.015350	0.287380	0.174685	0.280050	0.346555
15.26	0.024500	0.015650	0.282520	0.189640	0.286470	0.370135
15.27	0.019700	0.014000	0.282430	0.185015	0.277980	0.347940
15.28	0.018000	0.011200	0.280570	0.193635	0.249680	0.328015
15.29	0.019900	0.012200	0.275710	0.199040	0.235810	0.319805
15.3	0.021700	0.015000	0.273850	0.179385	0.204810	0.315375
15.31	0.020400	0.014350	0.260770	0.174300	0.218850	0.321260
15.32	0.019200	0.013000	0.260070	0.157605	0.207880	0.315730
15.33	0.018900	0.012800	0.264870	0.146255	0.251890	0.333105
15.34	0.018100	0.012050	0.226480	0.130690	0.234060	0.323745
15.35	0.018600	0.012400	0.234470	0.131130	0.191580	0.307005
15.36	0.020200	0.013200	0.230140	0.128160	0.192370	0.301515
15.37	0.020700	0.018800	0.226710	0.120860	0.176450	0.302525
15.38	0.024500	0.025550	0.226580	0.107335	0.167950	0.283510
15.39	0.019200	0.011100	0.224430	0.102440	0.166230	0.280160
15.4	0.014400	0.007150	0.217570	0.112885	0.174680	0.309180
15.41	0.015000	0.007850	0.230190	0.119270	0.167430	0.298520
15.42	0.015800	0.008050	0.231860	0.110970	0.171640	0.276680
15.43	0.015400	0.005550	0.237740	0.116010	0.174880	0.282935
15.44	0.018900	0.011550	0.229770	0.115020	0.155580	0.271730
15.45	0.017500	0.009100	0.240320	0.120245	0.158290	0.289120
15.46	0.018700	0.008000	0.238490	0.122915	0.167340	0.284705
15.47	0.015400	0.009500	0.250330	0.110970	0.147680	0.265900
15.48	0.011800	0.006950	0.249740	0.128665	0.155890	0.279100
15.49	0.013200	0.007700	0.244210	0.113990	0.144230	0.252945
15.5	0.012200	0.008450	0.236220	0.132395	0.145100	0.257890
15.51	0.014500	0.007600	0.243710	0.100540	0.138310	0.259085
15.52	0.016400	0.012300	0.240220	0.116895	0.156430	0.280380
15.53	0.012800	0.006550	0.233890	0.111160	0.147300	0.280450
15.54	0.012600	0.010400	0.230160	0.112325	0.138300	0.265830
15.55	0.012600	0.005100	0.230500	0.104185	0.117490	0.249405
15.56	0.010300	0.005150	0.228120	0.117340	0.114030	0.240290
15.57	0.009800	0.004550	0.222720	0.097885	0.117810	0.233840
15.58	0.011900	0.005950	0.218200	0.105090	0.117310	0.251540
15.59	0.013000	0.005650	0.206230	0.099060	0.125480	0.244165
15.6	0.011700	0.007250	0.221110	0.107960	0.118510	0.240930
15.61	0.013600	0.006700	0.204130	0.097625	0.113120	0.234825
15.62	0.013300	0.006000	0.216860	0.104675	0.115490	0.245220
15.63	0.012000	0.005950	0.223120	0.089390	0.102920	0.231155
15.64	0.015400	0.006750	0.209280	0.106915	0.105610	0.231650
15.65	0.017200	0.013050	0.215150	0.103625	0.116260	0.246515
15.66	0.012700	0.005850	0.226810	0.113315	0.116220	0.267135
15.67	0.011300	0.005200	0.234430	0.099120	0.108520	0.239985
15.68	0.011200	0.004650	0.238390	0.107980	0.134640	0.257240
15.69	0.011800	0.006050	0.241710	0.111315	0.147580	0.268030
15.7	0.011500	0.007700	0.234080	0.095405	0.129010	0.262195
15.71	0.015800	0.006100	0.220710	0.090930	0.155850	0.263375
15.72	0.014700	0.006850	0.225510	0.093840	0.153120	0.276850
15.73	0.014700	0.012700	0.214580	0.095725	0.166090	0.300620
15.74	0.011100	0.008650	0.217080	0.085480	0.173510	0.325510
15.75	0.010400	0.006700	0.221010	0.099120	0.199590	0.347040
15.76	0.009300	0.005900	0.220130	0.089765	0.194160	0.369305
15.77	0.011600	0.006500	0.222240	0.097270	0.192740	0.395785
15.78	0.011300	0.009250	0.227310	0.112325	0.203450	0.420390
15.79	0.011000	0.008100	0.223100	0.097645	0.221970	0.384080
15.8	0.013400	0.011400	0.229710	0.127075	0.242670	0.359155
15.81	0.011600	0.008500	0.223430	0.115990	0.238960	0.363610
15.82	0.012900	0.008050	0.237670	0.131215	0.202550	0.328070
15.83	0.011600	0.010150	0.229930	0.146190	0.193730	0.300330
15.84	0.013700	0.011900	0.238990	0.155230	0.204830	0.298510
15.85	0.011400	0.011400	0.243610	0.200675	0.198090	0.286785
15.86	0.012200	0.014400	0.250940	0.201705	0.187510	0.319380
15.87	0.011100	0.015000	0.267170	0.226180	0.158710	0.288875
15.88	0.012500	0.014650	0.278310	0.264215	0.144860	0.252860
15.89	0.012600	0.015000	0.272630	0.249710	0.133700	0.230935
15.9	0.011400	0.014050	0.285330	0.296720	0.134180	0.230815
15.91	0.012000	0.014900	0.281550	0.300430	0.139620	0.252965
15.92	0.017000	0.014600	0.281620	0.323785	0.119570	0.231725
15.93	0.015700	0.014600	0.299450	0.341295	0.134450	0.259880
15.94	0.014100	0.015200	0.281440	0.331685	0.131870	0.264855
15.95	0.013000	0.014950	0.295440	0.334775	0.139770	0.263635
15.96	0.013500	0.017400	0.286040	0.343450	0.148810	0.272035
15.97	0.013900	0.016800	0.280630	0.322020	0.141420	0.273780
15.98	0.014700	0.016050	0.282770	0.334830	0.140850	0.271505
15.99	0.015400	0.015100	0.266780	0.307540	0.137720	0.275595
16	0.014400	0.015850	0.290940	0.300245	0.156350	0.268905
16.01	0.016100	0.015650	0.271510	0.251270	0.148210	0.259870
16.02	0.015700	0.014050	0.287790	0.241980	0.130490	0.243555
16.03	0.015600	0.012850	0.268780	0.211670	0.117270	0.271560
16.04	0.013100	0.012400	0.276400	0.197105	0.121210	0.248060
16.05	0.015300	0.010350	0.277720	0.185175	0.140390	0.249025
16.06	0.013800	0.011900	0.272800	0.182115	0.118590	0.243275
16.07	0.015400	0.013200	0.270950	0.170215	0.108770	0.233290
16.08	0.013800	0.008900	0.266050	0.188600	0.140820	0.243645
16.09	0.013200	0.008500	0.242840	0.163740	0.136800	0.243775
16.1	0.010700	0.008600	0.245300	0.168025	0.139210	0.227615
16.11	0.013100	0.008050	0.237210	0.142910	0.150800	0.238050
16.12	0.010600	0.006450	0.250850	0.149730	0.147610	0.243375
16.13	0.012000	0.007000	0.233900	0.132910	0.145730	0.233420
16.14	0.011100	0.006000	0.225910	0.118530	0.139140	0.225310
16.15	0.012000	0.007700	0.232730	0.128185	0.131240	0.226970
16.16	0.015400	0.008550	0.222610	0.097710	0.121740	0.224990
16.17	0.014400	0.010800	0.207170	0.087650	0.107400	0.218325
16.18	0.013400	0.010650	0.216380	0.084210	0.122950	0.229570
16.19	0.014400	0.009300	0.205210	0.091770	0.137790	0.241795
16.2	0.014000	0.009500	0.221570	0.096680	0.138560	0.237555
16.21	0.017000	0.009050	0.241290	0.129820	0.140210	0.227285
16.22	0.014600	0.008050	0.245890	0.149745	0.127090	0.228725
16.23	0.013900	0.007400	0.262510	0.138915	0.090680	0.245350
16.24	0.013300	0.007950	0.272560	0.163490	0.107400	0.232450
16.25	0.010000	0.006550	0.306240	0.197880	0.108020	0.220110
16.26	0.010300	0.005850	0.278850	0.196115	0.116860	0.231180
16.27	0.009500	0.005250	0.317530	0.246420	0.114700	0.228670
16.28	0.011400	0.004950	0.291270	0.197775	0.122630	0.237300
16.29	0.013900	0.005950	0.303760	0.225555	0.111510	0.243705
16.3	0.014700	0.011500	0.286490	0.207780	0.116280	0.246720
16.31	0.014600	0.011300	0.284380	0.195475	0.154500	0.276690
16.32	0.015900	0.015600	0.299330	0.188165	0.141910	0.266545
16.33	0.014700	0.009900	0.278030	0.175895	0.126020	0.284490
16.34	0.018100	0.010900	0.280110	0.158690	0.143900	0.280065
16.35	0.015800	0.019600	0.287560	0.151645	0.118030	0.264225
16.36	0.015000	0.016350	0.264900	0.120715	0.126740	0.272755
16.37	0.013700	0.014150	0.269020	0.122820	0.131870	0.264355
16.38	0.014000	0.012500	0.253430	0.123265	0.136200	0.258495
16.39	0.015000	0.012200	0.251350	0.109565	0.129440	0.272055
16.4	0.013600	0.009050	0.257150	0.118410	0.131410	0.272415
16.41	0.011300	0.007950	0.259400	0.129580	0.120900	0.255860
16.42	0.010600	0.007050	0.272750	0.142540	0.147170	0.284860
16.43	0.012200	0.007400	0.273860	0.132555	0.126910	0.292745
16.44	0.011400	0.007050	0.268060	0.140535	0.138630	0.273490
16.45	0.013900	0.008550	0.270160	0.128085	0.141010	0.276255
16.46	0.015000	0.009350	0.264130	0.132385	0.150820	0.259765
16.47	0.015500	0.009300	0.247980	0.115880	0.158200	0.257905
16.48	0.013700	0.010350	0.248260	0.111585	0.176380	0.250845
