Experiment subset: sand-gravel (SG) on smooth bed
Data tables for cross sections at x= 2, 32, and 66 m are listed in succession below,
separated by blank lines and headers.

		
Cross section: x = 2 m		
Column Headings: t is the time since gate release. h is the mean flow thickness.		
SD denotes the standard deviation from the mean.		

t(s)	h(m)		SD h(m)
1.950000	-0.000300	0.000900	-0.150710	0.413705	0.009720	0.006910
1.960000	0.000300	0.000500	-0.207270	0.275735	0.007210	0.008635
1.970000	0.000600	0.000450	0.199130	0.540150	0.001690	0.006940
1.980000	0.000400	0.000600	-0.222080	0.282390	0.000310	0.004655
1.990000	0.000000	0.000800	-0.015540	0.503240	0.005470	0.010385
2.000000	0.000100	0.000600	-0.089990	0.392255	0.007690	0.011100
2.010000	0.000200	0.000650	-0.178840	0.329320	0.007090	0.006775
2.020000	0.000100	0.000900	0.178730	0.527210	0.002460	0.005155
2.030000	0.000300	0.000750	-0.242620	0.283095	0.004730	0.007405
2.040000	0.000200	0.000850	0.014660	0.567860	0.005130	0.008175
2.050000	-0.000100	0.000550	-0.044010	0.416575	0.002970	0.005585
2.060000	-0.000400	0.000750	-0.202410	0.369385	0.005060	0.005290
2.070000	-0.000200	0.000700	0.158610	0.430570	0.004560	0.007770
2.080000	-0.000300	0.000600	-0.280120	0.266815	0.004520	0.008275
2.090000	-0.000200	0.000750	0.097380	0.516410	0.002060	0.007910
2.100000	0.000000	0.000450	-0.060940	0.332755	0.003890	0.006945
2.110000	0.000100	0.000800	-0.180960	0.324535	0.002460	0.012060
2.120000	-0.000100	0.000550	0.076800	0.495545	0.004900	0.010150
2.130000	0.000300	0.000700	-0.288300	0.343895	0.003220	0.007450
2.140000	0.000000	0.000550	0.037340	0.618290	0.005000	0.008490
2.150000	0.000200	0.000750	-0.004900	0.227300	0.004080	0.007820
2.160000	-0.000200	0.000550	-0.167110	0.402230	0.004060	0.008490
2.170000	0.000100	0.000600	0.096330	0.482775	0.003930	0.005860
2.180000	0.000000	0.000350	-0.359180	0.384980	0.008210	0.006760
2.190000	-0.000100	0.000700	0.019450	0.549075	0.007350	0.008060
2.200000	0.000100	0.000250	0.028030	0.269495	0.002920	0.005185
2.210000	0.000300	0.000400	-0.097290	0.428580	-0.001220	0.004330
2.220000	-0.000300	0.000450	0.117390	0.350900	0.003380	0.009240
2.230000	0.000100	0.000650	-0.372730	0.323215	0.009860	0.011180
2.240000	-0.000100	0.000500	0.050980	0.521825	0.006430	0.005975
2.250000	-0.000100	0.000850	-0.056570	0.384455	0.003480	0.007920
2.260000	-0.000200	0.000500	-0.136500	0.364815	0.001970	0.008010
2.270000	0.000200	0.000750	0.104800	0.390020	0.005590	0.006715
2.280000	0.000100	0.000450	-0.247490	0.310285	0.001900	0.005920
2.290000	0.000400	0.000550	0.042140	0.597990	0.004780	0.003670
2.300000	0.000300	0.000650	-0.092770	0.451715	0.004630	0.007660
2.310000	-0.000100	0.000600	-0.209470	0.331345	0.009670	0.010545
2.320000	-0.000200	0.000500	0.124650	0.379260	0.003640	0.004770
2.330000	0.000000	0.000650	-0.233710	0.278980	0.002350	0.008010
2.340000	-0.000100	0.000450	0.090630	0.670745	0.001970	0.008620
2.350000	-0.000100	0.000650	-0.069260	0.423775	0.005830	0.009600
2.360000	0.000100	0.000750	-0.221760	0.352380	0.005710	0.007920
2.370000	0.000000	0.000350	0.101210	0.344455	0.007100	0.008630
2.380000	0.000100	0.000350	-0.276160	0.235720	0.009430	0.009635
2.390000	0.000100	0.000600	0.171240	0.599470	0.004980	0.009035
2.400000	0.000100	0.000500	-0.076820	0.348260	0.001360	0.007890
2.410000	-0.000500	0.000700	-0.232710	0.252765	0.002370	0.006940
2.420000	-0.000400	0.000850	0.032940	0.410345	0.009080	0.007260
2.430000	0.000000	0.000450	-0.218620	0.256425	0.006490	0.009655
2.440000	0.000200	0.000300	0.145780	0.638925	0.002520	0.004435
2.450000	-0.000200	0.000250	-0.108880	0.244985	0.001470	0.005935
2.460000	-0.000200	0.000550	-0.226220	0.334660	0.006000	0.010180
2.470000	-0.000200	0.000700	0.113190	0.495955	0.007790	0.007190
2.480000	0.000100	0.000450	-0.242460	0.330265	0.002630	0.007590
2.490000	-0.000200	0.000300	0.048650	0.573385	0.003400	0.005290
2.500000	0.000300	0.000650	-0.098900	0.283745	0.005650	0.006685
2.510000	0.000000	0.000600	-0.165680	0.439320	0.004660	0.010415
2.520000	-0.000200	0.000450	0.161830	0.460920	0.003160	0.005125
2.530000	-0.000100	0.000800	-0.347020	0.328730	0.005080	0.007250
2.540000	0.000000	0.000550	0.054510	0.490370	0.006160	0.007015
2.550000	-0.000200	0.000500	-0.126310	0.308290	0.005930	0.004725
2.560000	0.000100	0.000300	-0.083660	0.377670	0.003400	0.006665
2.570000	-0.000100	0.000550	0.106470	0.433050	0.005050	0.009320
2.580000	0.000400	0.000600	-0.275250	0.317215	0.006810	0.009410
2.590000	0.000000	0.000850	0.038830	0.551435	0.007320	0.009135
2.600000	0.000000	0.000600	-0.131640	0.360385	0.003530	0.008340
2.610000	0.000500	0.000350	-0.122150	0.482320	0.005520	0.005340
2.620000	0.000400	0.000450	0.220270	0.397485	0.002640	0.010440
2.630000	-0.000100	0.000350	-0.269330	0.258555	0.001170	0.005655
2.640000	-0.000200	0.000200	0.002210	0.495770	0.004240	0.004885
2.650000	0.000000	0.000350	-0.197550	0.397035	0.007680	0.010640
2.660000	0.000000	0.000750	-0.116340	0.483485	0.006220	0.006790
2.670000	0.000100	0.000500	0.226460	0.395980	0.001350	0.002445
2.680000	-0.000100	0.000950	-0.290100	0.245280	-0.001210	0.005455
2.690000	-0.000600	0.000550	0.043480	0.434585	0.007130	0.008855
2.700000	0.000000	0.000950	-0.175390	0.425260	0.007360	0.009010
2.710000	0.000000	0.000450	-0.059300	0.389795	0.002750	0.007050
2.720000	-0.000300	0.000550	0.123210	0.399535	0.001790	0.004680
2.730000	0.000200	0.000750	-0.241650	0.300935	0.001140	0.004905
2.740000	0.000200	0.000450	0.072540	0.552630	0.007450	0.010260
2.750000	-0.000100	0.000650	-0.134890	0.430660	0.007770	0.008635
2.760000	-0.000100	0.000650	-0.190350	0.496405	0.007480	0.006625
2.770000	-0.000200	0.000250	0.101540	0.397910	0.004810	0.008755
2.780000	0.000200	0.000500	-0.282770	0.237320	0.007500	0.006775
2.790000	-0.000100	0.000300	0.151420	0.531045	0.001300	0.005105
2.800000	0.000000	0.000450	-0.132590	0.231875	0.001880	0.007985
2.810000	-0.000200	0.000700	-0.127630	0.460870	0.003790	0.005645
2.820000	0.000200	0.000800	0.063220	0.492855	0.005690	0.010180
2.830000	0.000100	0.000550	-0.318460	0.306920	0.002670	0.008820
2.840000	-0.000200	0.000250	0.069900	0.560975	0.005220	0.008060
2.850000	0.000300	0.000850	-0.070770	0.283500	0.000510	0.005350
2.860000	-0.000300	0.000700	-0.048930	0.539560	0.002930	0.006710
2.870000	0.000100	0.000550	0.109110	0.394080	0.002590	0.006470
2.880000	-0.000100	0.000950	-0.417470	0.309570	0.004730	0.007300
2.890000	0.000100	0.000550	0.081840	0.460205	0.007760	0.010215
2.900000	0.000300	0.000550	-0.112060	0.293670	0.006300	0.008735
2.910000	0.000300	0.000600	-0.002760	0.480595	-0.001390	0.006150
2.920000	0.000200	0.000750	0.056860	0.290280	0.003630	0.007595
2.930000	0.000200	0.000900	-0.309800	0.276585	0.005240	0.010440
2.940000	-0.000300	0.000750	0.073170	0.605010	0.009220	0.012805
2.950000	0.000100	0.000750	-0.125990	0.409965	0.002660	0.006610
2.960000	0.000300	0.000550	-0.109510	0.566065	0.002000	0.009225
2.970000	-0.000400	0.000950	0.135500	0.262410	0.001390	0.007025
2.980000	-0.000300	0.000650	-0.288250	0.225525	0.006650	0.011240
2.990000	-0.000300	0.000550	0.124670	0.515410	0.003830	0.005170
3.000000	-0.000300	0.000700	-0.199070	0.417065	0.003830	0.007350
3.010000	0.000300	0.000750	-0.077840	0.409145	0.001500	0.007985
3.020000	-0.000100	0.000500	0.075400	0.321605	0.003190	0.004040
3.030000	0.000100	0.000250	-0.237710	0.262970	-0.000630	0.008555
3.040000	0.000200	0.000400	0.091100	0.606385	0.004730	0.006820
3.050000	0.000500	0.000300	-0.179330	0.434750	0.002790	0.009975
3.060000	-0.000100	0.000600	-0.164950	0.461040	0.004110	0.008605
3.070000	0.000400	0.000550	0.091890	0.327350	0.004130	0.007665
3.080000	-0.000100	0.000550	-0.282780	0.289265	0.002930	0.007830
3.090000	0.000600	0.000300	0.191480	0.576705	0.003040	0.010880
3.100000	0.000200	0.000800	-0.186540	0.328515	0.006360	0.012400
3.110000	0.000000	0.000950	-0.122570	0.347285	0.002320	0.006020
3.120000	0.000400	0.000700	-0.020730	0.381065	0.007170	0.008915
3.130000	0.000100	0.000250	-0.222570	0.260120	0.003860	0.007035
3.140000	0.000100	0.000550	0.202830	0.643805	0.000330	0.007200
3.150000	-0.000100	0.000600	-0.108530	0.338480	-0.000640	0.003600
3.160000	-0.000400	0.000900	-0.157240	0.447205	0.005390	0.006590
3.170000	-0.000200	0.000600	0.022750	0.396725	0.004620	0.010085
3.180000	-0.000100	0.000700	-0.269660	0.249575	0.006050	0.007970
3.190000	0.000300	0.000300	0.209910	0.524410	-0.001550	0.005640
3.200000	0.000000	0.000800	-0.185710	0.259700	-0.002670	0.009380
3.210000	0.000000	0.000700	-0.117070	0.431560	0.004130	0.007045
3.220000	0.000000	0.001000	0.029830	0.415315	0.008090	0.007075
3.230000	0.000100	0.000750	-0.261220	0.267410	0.003040	0.006555
3.240000	-0.000200	0.000350	0.120940	0.557040	0.003680	0.007310
3.250000	0.000000	0.000550	-0.201160	0.279720	0.001880	0.008720
3.260000	0.000200	0.000450	-0.085660	0.532860	0.004370	0.010355
3.270000	0.000500	0.000400	0.100630	0.443940	0.001350	0.003825
3.280000	0.000000	0.000700	-0.290810	0.287990	0.001130	0.008845
3.290000	-0.000400	0.000700	0.077430	0.451710	0.005820	0.009745
3.300000	0.000100	0.000400	-0.205860	0.307245	0.007290	0.007115
3.310000	-0.000200	0.000450	-0.001450	0.538175	0.002220	0.006965
3.320000	0.000300	0.000400	0.134200	0.387385	-0.000410	0.004225
3.330000	-0.000200	0.000500	-0.306710	0.255900	0.002260	0.009095
3.340000	-0.000400	0.000650	0.069860	0.447520	0.007350	0.007235
3.350000	-0.000300	0.000400	-0.218050	0.337355	0.003790	0.009785
3.360000	0.000100	0.000400	0.031800	0.552040	0.001930	0.004705
3.370000	0.000000	0.000800	0.118050	0.323330	-0.003130	0.004725
3.380000	-0.000200	0.000800	-0.301930	0.241255	0.001830	0.006400
3.390000	0.000000	0.000450	0.033560	0.483850	0.003460	0.006650
3.400000	0.001500	0.003800	-0.236730	0.421345	0.001830	0.008385
3.410000	0.000500	0.000900	-0.003790	0.600375	0.001320	0.005125
3.420000	0.000100	0.000700	0.120170	0.261955	-0.000020	0.007420
3.430000	0.000000	0.000500	-0.313540	0.275720	-0.002190	0.006235
3.440000	0.000900	0.002000	0.130430	0.437075	0.002110	0.004550
3.450000	0.005400	0.013700	-0.191510	0.359555	0.003320	0.008635
3.460000	0.006200	0.015850	0.079380	0.538695	0.003190	0.012485
3.470000	0.004100	0.010300	0.041840	0.218895	-0.001760	0.007195
3.480000	0.005000	0.013150	-0.277190	0.349645	-0.001370	0.004045
3.490000	0.006900	0.018950	0.114090	0.538075	0.004840	0.017015
3.500000	0.007900	0.016650	-0.210680	0.455520	0.002590	0.014880
3.510000	0.007800	0.020150	-0.110810	0.491800	0.003110	0.015800
3.520000	0.008800	0.024250	0.136860	0.403645	0.001800	0.017225
3.530000	0.006100	0.016350	-0.300480	0.366570	0.006950	0.026015
3.540000	0.014500	0.032450	0.218350	0.368470	0.011480	0.028730
3.550000	0.013600	0.028750	-0.000520	0.620605	0.009530	0.032585
3.560000	0.019800	0.025050	0.040350	0.975745	0.022640	0.043585
3.570000	0.030300	0.034100	0.338110	0.553860	0.027260	0.053095
3.580000	0.028700	0.031600	-0.080090	0.254180	0.027530	0.057135
3.590000	0.044600	0.046350	0.455770	0.323145	0.037570	0.072845
3.600000	0.029800	0.035050	-0.146870	0.508900	0.046700	0.106340
3.610000	0.032700	0.048050	-0.019600	0.659395	0.059520	0.137110
3.620000	0.043000	0.046300	0.019840	0.676930	0.067100	0.163380
3.630000	0.050500	0.030950	-0.292740	0.350580	0.087090	0.209840
3.640000	0.076600	0.032300	0.443140	0.626920	0.103570	0.245605
3.650000	0.078000	0.033600	0.189490	0.366675	0.131310	0.322155
3.660000	0.069100	0.044700	0.392840	0.791835	0.129190	0.323205
3.670000	0.067000	0.041700	0.134690	0.597310	0.149720	0.364085
3.680000	0.079700	0.045750	-0.272450	0.244290	0.190240	0.453700
3.690000	0.086300	0.033750	0.515430	0.593875	0.179970	0.398035
3.700000	0.081100	0.022550	-0.043570	0.497990	0.219240	0.456700
3.710000	0.078400	0.027450	0.387900	0.953430	0.256460	0.450020
3.720000	0.085200	0.023550	0.559250	0.723825	0.343970	0.626330
3.730000	0.088800	0.021250	0.311620	0.766490	0.535500	1.019945
3.740000	0.085900	0.023500	0.591460	0.820595	0.986250	1.932430
3.750000	0.092800	0.022400	0.721910	1.400855	0.962670	1.828300
3.760000	0.089300	0.015700	1.061990	0.984600	1.154050	2.183665
3.770000	0.091100	0.011150	1.458850	1.701600	1.367990	2.440830
3.780000	0.087300	0.006700	1.082030	1.331880	1.474060	2.490580
3.790000	0.086500	0.018850	1.679660	1.755360	1.574210	2.338645
3.800000	0.080700	0.012950	1.517770	1.783195	1.676020	2.346805
3.810000	0.081400	0.019000	1.883170	1.537115	1.879700	2.482355
3.820000	0.081700	0.006800	2.088100	2.074525	2.236720	2.651815
3.830000	0.085100	0.012800	2.359220	1.727530	2.476760	2.662590
3.840000	0.081100	0.014600	3.139650	2.582660	2.772590	2.872450
3.850000	0.084300	0.011750	3.048140	2.326955	2.950440	3.003700
3.860000	0.082200	0.011750	3.697550	2.669830	2.958980	2.934575
3.870000	0.086600	0.008200	4.168960	2.852310	3.442550	3.139940
3.880000	0.086200	0.010900	3.865820	2.721790	3.548400	3.352260
3.890000	0.083800	0.013900	4.258440	3.011060	3.775280	3.173505
3.900000	0.089600	0.016450	4.396900	2.987155	3.995240	3.030590
3.910000	0.091100	0.014800	4.705360	3.013875	4.139050	3.145690
3.920000	0.090600	0.010400	5.030720	3.113785	4.475160	3.083035
3.930000	0.091000	0.009450	5.135060	2.894955	4.791730	2.920785
3.940000	0.092700	0.013150	5.802480	3.332740	4.900920	2.999075
3.950000	0.090100	0.015850	5.672150	3.059060	5.012150	3.114290
3.960000	0.091300	0.015350	5.820240	3.297860	5.230010	2.990340
3.970000	0.098400	0.015050	6.206540	3.849925	5.377780	2.819665
3.980000	0.098200	0.015350	6.151700	3.432590	5.595540	2.892070
3.990000	0.104100	0.013750	6.863700	3.613325	5.827210	2.899080
4.000000	0.102500	0.014950	6.560490	3.171330	5.969030	3.051645
4.010000	0.104600	0.015550	7.088450	3.379940	6.193560	2.986875
4.020000	0.111100	0.019100	7.206790	4.011685	6.183450	2.861605
4.030000	0.109900	0.020500	6.861800	3.525345	6.443190	2.740860
4.040000	0.111100	0.019600	7.801090	3.842275	6.650080	2.672630
4.050000	0.113800	0.022250	7.573070	3.530640	6.817240	2.594695
4.060000	0.114400	0.025250	7.411510	3.556910	7.024470	2.875295
4.070000	0.117900	0.023450	7.592930	3.855640	7.261820	2.642665
4.080000	0.120600	0.027450	7.675100	3.579050	7.504440	2.700130
4.090000	0.122000	0.029800	8.559300	4.096700	7.512370	2.495590
4.100000	0.122600	0.026750	8.551170	4.049340	7.473660	2.433195
4.110000	0.128200	0.024600	8.205970	3.952750	7.736990	2.315885
4.120000	0.125600	0.026900	8.394610	3.912890	7.702740	2.455570
4.130000	0.126600	0.031850	8.328680	3.864250	7.947320	2.492560
4.140000	0.132000	0.033200	9.239890	3.816695	8.061800	2.358225
4.150000	0.132900	0.035350	8.868910	4.191955	7.997320	2.237285
4.160000	0.131000	0.037950	9.292260	3.781750	8.293280	2.399820
4.170000	0.132400	0.037250	9.172960	4.161755	8.354540	2.452205
4.180000	0.133700	0.035500	9.041210	4.080335	8.519660	2.613060
4.190000	0.135900	0.034000	9.672580	4.215050	8.321930	2.267050
4.200000	0.138900	0.036950	9.001490	3.769345	8.734020	2.652540
4.210000	0.140700	0.035300	9.425320	4.141870	8.888540	2.441640
4.220000	0.142700	0.036900	9.483030	4.011230	8.929580	2.474515
4.230000	0.143600	0.033550	8.700680	3.359255	9.083550	2.438330
4.240000	0.143000	0.032700	9.338760	3.586935	8.883350	2.217995
4.250000	0.145500	0.033100	9.249950	3.433570	9.029840	2.415275
4.260000	0.149000	0.034500	9.156520	3.653180	9.371950	2.670360
4.270000	0.150800	0.035250	9.407990	3.394075	9.053090	2.173300
4.280000	0.151600	0.034100	8.984590	3.354985	9.316010	2.112025
4.290000	0.154900	0.034350	9.380210	3.580590	9.559850	2.491240
4.300000	0.155100	0.032500	9.533290	3.801295	9.226710	1.900530
4.310000	0.156400	0.031550	9.886920	3.535780	9.339870	2.260195
4.320000	0.158600	0.028550	9.957000	3.407360	9.675850	2.306270
4.330000	0.159000	0.029150	9.703650	3.226575	9.370300	2.102095
4.340000	0.159900	0.029500	9.905110	3.275940	9.627480	2.153845
4.350000	0.161100	0.028850	9.874020	3.603635	9.548700	2.119900
4.360000	0.164100	0.029050	10.357740	3.173185	9.838260	1.968005
4.370000	0.164400	0.029550	10.385220	4.245550	9.952680	2.054675
4.380000	0.165500	0.029850	10.184570	3.506105	10.085310	2.632260
4.390000	0.168300	0.028250	10.815050	3.549255	10.057910	1.931820
4.400000	0.169800	0.027000	9.787820	3.525245	10.273570	1.686530
4.410000	0.170200	0.028200	10.721680	3.162530	10.399400	1.850000
4.420000	0.169200	0.028100	10.528470	4.004680	10.375010	1.931560
4.430000	0.170200	0.028200	10.583900	2.991280	10.277600	1.645960
4.440000	0.172200	0.025700	11.348730	4.097625	10.487310	1.842925
4.450000	0.173100	0.026400	10.501730	3.578985	10.445190	1.598160
4.460000	0.171700	0.027550	10.467820	3.543840	10.493190	1.746940
4.470000	0.172500	0.028150	10.423140	4.141835	10.371620	1.548460
4.480000	0.173000	0.027850	10.450490	3.683590	10.271360	1.490890
4.490000	0.172400	0.026000	10.229300	3.472680	10.529600	1.055130
4.500000	0.173900	0.023600	10.268780	3.111140	10.637480	1.450390
4.510000	0.173800	0.024750	11.523140	4.491760	10.698640	1.602005
4.520000	0.171000	0.024450	9.560040	3.176400	10.857260	1.675135
4.530000	0.171700	0.027250	10.450980	3.566150	10.725830	1.548535
4.540000	0.171200	0.028350	10.855270	4.772230	10.868080	1.460425
4.550000	0.170800	0.026650	10.415880	3.355425	10.538910	1.422060
4.560000	0.169600	0.023100	10.843450	3.909115	10.892880	1.876665
4.570000	0.172500	0.023750	10.142340	3.746110	10.876790	1.565195
4.580000	0.170500	0.023350	10.473620	3.936265	10.402850	1.454435
4.590000	0.170800	0.023600	10.487750	4.165575	10.757290	1.414800
4.600000	0.170400	0.023900	10.823830	4.511940	10.750960	1.631080
4.610000	0.169900	0.022950	11.403980	4.443045	10.777010	1.203575
4.620000	0.170800	0.021800	10.570530	4.184080	10.580620	1.437825
4.630000	0.171600	0.022850	10.833150	4.258930	10.671650	1.697250
4.640000	0.171400	0.020450	11.169100	3.759585	11.032680	1.377080
4.650000	0.169200	0.020150	10.290500	3.489080	10.909080	1.575360
4.660000	0.170000	0.021800	10.984660	4.001155	10.907790	1.323525
4.670000	0.170000	0.021600	9.312650	3.253995	10.971770	1.488315
4.680000	0.167800	0.021600	9.542230	3.429235	10.860880	1.712395
4.690000	0.166600	0.020550	10.151540	3.142245	11.184730	1.824450
4.700000	0.166000	0.018650	9.894140	3.303465	11.059550	1.790680
4.710000	0.166000	0.018000	10.303930	3.785720	10.572500	1.565410
4.720000	0.165100	0.017100	9.549620	2.884640	10.993520	2.024960
4.730000	0.160600	0.016000	10.200270	3.753470	10.726990	2.170330
4.740000	0.158800	0.016000	10.151910	3.931265	10.475500	1.673010
4.750000	0.157700	0.012700	8.966800	3.078460	10.465490	1.949595
4.760000	0.158400	0.015150	9.888230	3.602610	10.411180	1.828640
4.770000	0.157300	0.016600	9.887700	3.493350	10.472300	1.559250
4.780000	0.155100	0.013150	8.917540	3.870550	10.521910	1.216195
4.790000	0.154000	0.011650	9.612180	3.631225	10.161820	1.386565
4.800000	0.153000	0.010750	9.012660	3.443140	10.402900	1.237160
4.810000	0.153300	0.011800	9.647190	3.416225	10.552540	1.394430
4.820000	0.153800	0.012550	10.018590	4.162175	10.622350	2.168755
4.830000	0.153000	0.010150	9.172440	3.735230	10.504850	1.909705
4.840000	0.152500	0.010850	10.230500	4.346895	10.533040	1.742380
4.850000	0.151700	0.010650	9.251260	3.847010	10.228270	1.279630
4.860000	0.150200	0.011050	9.787480	3.626085	10.223260	1.181155
4.870000	0.150400	0.010300	9.331300	3.604720	9.892820	1.408010
4.880000	0.149000	0.009500	9.248300	3.936285	10.058740	1.182295
4.890000	0.148600	0.010400	9.337560	2.897020	10.050190	1.499575
4.900000	0.147700	0.009450	8.803160	3.320440	10.068440	1.298550
4.910000	0.147000	0.009750	9.064740	3.124935	10.280130	1.218200
4.920000	0.144700	0.008000	8.705310	3.981345	9.918040	1.293495
4.930000	0.147100	0.008750	8.569050	3.290235	10.024350	1.468500
4.940000	0.143900	0.008350	8.949980	2.980520	10.116060	1.500300
4.950000	0.144000	0.008400	8.482300	2.978030	9.776250	1.312330
4.960000	0.140800	0.006500	8.987070	3.409385	9.728720	1.109590
4.970000	0.143000	0.008200	8.825660	3.185345	9.693170	1.372385
4.980000	0.141800	0.008350	8.829370	3.348215	9.737590	1.064140
4.990000	0.141200	0.010300	9.282010	3.246580	9.766370	1.265580
5.000000	0.140300	0.008350	8.371530	2.922140	9.713770	1.016795
5.010000	0.139600	0.010200	8.895680	2.874725	9.547810	0.964410
5.020000	0.138300	0.008050	8.507650	2.896240	9.403520	1.190340
5.030000	0.136200	0.007650	8.674510	2.928855	9.424150	1.097300
5.040000	0.137800	0.007200	8.620360	2.688970	9.214310	1.094360
5.050000	0.137600	0.009350	8.569880	2.204815	9.246520	1.284475
5.060000	0.135700	0.007750	8.531380	3.252595	9.364660	1.103985
5.070000	0.136700	0.008850	8.271260	3.033410	9.241600	1.203925
5.080000	0.136700	0.008500	7.751570	2.879030	9.285400	1.010730
5.090000	0.135900	0.009550	8.873910	3.539420	8.942480	1.133635
5.100000	0.135400	0.008550	7.872840	2.487035	9.262180	1.237360
5.110000	0.135800	0.008900	8.745100	3.241155	9.271110	1.225765
5.120000	0.135300	0.008350	8.137100	3.162380	9.074990	0.920000
5.130000	0.135600	0.009450	8.119830	2.708785	9.102700	1.179390
5.140000	0.134600	0.012900	8.315050	2.761560	9.062210	1.079795
5.150000	0.134500	0.013900	8.207190	2.447645	9.262680	1.058540
5.160000	0.134100	0.016300	8.860900	2.408410	8.942830	1.151665
5.170000	0.133600	0.017450	7.540950	2.693715	9.284110	1.265510
5.180000	0.131000	0.017100	7.543390	2.453145	9.202050	1.559585
5.190000	0.131600	0.016150	8.037070	2.444395	8.830080	1.435150
5.200000	0.129600	0.017500	7.590660	2.824470	8.692660	1.884820
5.210000	0.127900	0.017300	7.473970	2.625405	8.956020	1.540285
5.220000	0.127900	0.014150	7.300430	2.568880	8.670540	1.518275
5.230000	0.127900	0.014400	7.553050	2.790495	8.540430	1.584990
5.240000	0.126800	0.013100	7.225140	3.609050	8.642710	2.025850
5.250000	0.126300	0.013750	6.925520	2.429075	8.424100	1.503175
5.260000	0.125100	0.012550	7.568250	2.767210	8.119760	0.962100
5.270000	0.124000	0.012000	7.542370	2.312670	8.214260	1.179090
5.280000	0.122700	0.014050	6.966370	2.008865	7.729700	0.865780
5.290000	0.122900	0.013250	7.282110	2.186160	7.697510	0.959900
5.300000	0.124000	0.013850	7.083420	2.138910	7.512180	1.807410
5.310000	0.122400	0.015150	7.194600	3.381000	7.734940	0.938945
5.320000	0.124000	0.014050	7.142230	3.415775	7.184390	1.766460
5.330000	0.122000	0.016750	7.092550	2.492820	7.244110	1.993485
5.340000	0.121800	0.015700	7.248160	2.800525	7.055410	1.932225
5.350000	0.123000	0.016950	6.255600	2.746215	6.890870	1.883165
5.360000	0.121300	0.017450	7.192350	3.513020	6.895580	1.927555
5.370000	0.120300	0.015550	6.829310	3.307575	6.903510	2.003095
5.380000	0.121000	0.015650	6.850600	2.907045	6.855300	2.106970
5.390000	0.119300	0.015950	7.356800	4.045140	6.697990	2.207610
5.400000	0.118800	0.015750	6.442170	3.689125	6.863000	2.229275
5.410000	0.117200	0.014500	6.690150	3.376420	6.819190	2.248260
5.420000	0.118500	0.016000	6.198690	3.448025	6.820180	2.191615
5.430000	0.121300	0.019850	6.351200	3.076465	6.922820	2.426435
5.440000	0.119500	0.020100	6.399890	3.005575	6.552880	2.341895
5.450000	0.118300	0.017650	6.032950	3.016665	6.809570	2.382160
5.460000	0.116200	0.010950	6.614880	3.086610	6.666650	2.286030
5.470000	0.114600	0.013650	6.140830	3.048260	6.375260	2.205395
5.480000	0.114400	0.014250	6.173390	3.105840	6.605310	2.318565
5.490000	0.116900	0.013500	6.333660	3.246815	6.528770	2.261725
5.500000	0.119000	0.015300	6.294710	3.411020	6.691870	2.460600
5.510000	0.117800	0.014300	6.394030	3.530235	6.490500	2.390285
5.520000	0.117300	0.011900	6.085930	3.072225	6.563640	2.399425
5.530000	0.116300	0.013750	6.598690	3.457420	6.492210	2.416985
5.540000	0.117600	0.012850	6.563710	3.846205	6.322900	2.501065
5.550000	0.115000	0.014550	6.283470	3.445675	6.660210	2.774445
5.560000	0.114700	0.015200	6.665930	3.151935	6.357990	2.529460
5.570000	0.112900	0.013350	6.093740	3.168905	6.366540	2.512750
5.580000	0.110800	0.012800	6.088230	3.090470	6.365850	2.412215
5.590000	0.112800	0.013500	6.116720	3.072210	6.404340	2.175825
5.600000	0.111800	0.012000	6.297680	3.502700	6.255370	2.144070
5.610000	0.114000	0.011400	6.574030	2.806420	6.196950	2.084300
5.620000	0.113000	0.010550	6.654940	3.941650	6.443600	1.939980
5.630000	0.109100	0.008350	6.408730	3.007980	5.857190	2.048035
5.640000	0.110900	0.009650	6.166380	3.011745	5.976630	2.099385
5.650000	0.110700	0.010550	6.091860	2.894795	5.833150	2.037135
5.660000	0.111100	0.011550	6.539350	2.548840	5.946170	1.968870
5.670000	0.109100	0.012750	6.104480	2.077490	6.067130	2.164930
5.680000	0.109400	0.011800	6.677270	3.218505	5.961150	2.185245
5.690000	0.111200	0.013550	6.096750	2.556805	5.764550	2.040185
5.700000	0.110300	0.017600	5.704060	2.365820	5.912820	2.090745
5.710000	0.111200	0.014600	5.959010	2.739260	6.061990	2.079935
5.720000	0.108900	0.013800	5.700400	2.905515	5.639130	1.824830
5.730000	0.109500	0.014100	5.947170	2.204555	5.693650	1.919800
5.740000	0.108300	0.010650	6.023250	2.827335	5.557520	1.844185
5.750000	0.106700	0.010400	5.160100	2.032795	5.684570	1.949265
5.760000	0.107800	0.010650	5.930350	2.612825	5.828840	1.541270
5.770000	0.106000	0.010400	5.282560	2.746160	5.917130	1.555955
5.780000	0.103800	0.010450	5.815660	2.777315	5.963970	1.436190
5.790000	0.103300	0.012850	5.488480	2.126505	5.763060	1.621935
5.800000	0.103700	0.013150	5.209730	2.151530	5.877450	1.552145
5.810000	0.104200	0.012750	5.428510	2.756540	5.748050	1.250870
5.820000	0.100900	0.012050	5.582210	2.591900	5.535040	1.521500
5.830000	0.103100	0.012000	5.860470	2.909235	5.507620	1.677335
5.840000	0.102200	0.013650	5.322010	1.772165	5.393500	1.557500
