0.0000	0.0000	0.0000		0.0000	0.0000	0.0000		0.0000	0.0000	0.0000		0.0000	0.0000	0.0000
0.3700	24.8039	17.8187		0.3400	20.6455	10.0324		0.3400	18.3947	12.0125		0.3400	27.0316	19.7499
0.4400	34.4300	32.1438		0.4100	30.0197	25.5195		0.4100	32.9215	27.9678		0.4100	36.2230	34.5603
0.5100	45.8954	44.7144		0.4700	40.3419	38.1325		0.4700	39.9662	39.9662		0.4700	47.1038	47.1038
0.5700	56.8081	56.8081		0.5400	50.0438	50.4995		0.5400	50.0338	52.7107		0.5400	57.4650	59.1625
0.6400	65.9664	69.5683		0.6100	59.3967	63.7413		0.6100	60.7218	64.0264		0.6100	68.8172	71.3777
0.7100	75.8510	83.6206		0.6700	70.7756	75.5225		0.6700	71.7075	75.1983		0.6700	79.3462	83.7283
0.7700	90.0000	90.0000		0.7400	82.2670	87.5462		0.7400	82.0282	87.4899		0.7400	90.0000	90.0000
